Time,SO2,H2S,H2,CO2serial,Ext,Rh,Tair,Pressure,Lat,Long,VBatt,CO2cor,H2Scor,H2cor,,,,
3/19/2018 20:15,0.1942101,-0.3701716,34.26536,453.5093,3.869316,24.93122,31.27078,799.9,13.43565,-88.27122,13.51163,16.5693,-0.0003716,26.81496,,,,
3/19/2018 20:15,0.1894226,-0.3381844,34.4498,454.1123,4.75982,24.91555,31.26931,799.9,13.43565,-88.27122,13.51163,17.1723,0.0316156,26.9994,,,,
3/19/2018 20:15,0.1925888,-0.3133259,33.82115,452.9062,5.589124,24.88253,31.2701,799.9,13.43565,-88.27122,13.48224,15.9662,0.0564741,26.37075,,,,
3/19/2018 20:15,0.1934586,-0.2974977,33.20994,448.3833,6.445178,24.84406,31.26878,799.9,13.43565,-88.27122,13.48224,11.4433,0.0723023,25.75954,,,,
3/19/2018 20:15,0.1954079,-0.3281965,32.33007,449.891,7.326679,24.79533,31.26723,799.9,13.43565,-88.27122,13.48224,12.951,0.0416035,24.87967,,,,
3/19/2018 20:15,0.2040062,-0.3435249,31.42949,451.3986,8.052405,24.75324,31.26745,799.9,13.43565,-88.27122,13.48224,14.4586,0.0262751,23.97909,,,,
3/19/2018 20:15,0.2049561,-0.3463917,30.46779,449.2879,8.95067,24.71598,31.26684,799.9,13.43565,-88.27122,13.48224,12.3479,0.0234083,23.01739,,,,
3/19/2018 20:15,0.2112389,-0.3637133,29.65082,449.2879,9.767108,24.67508,31.26656,799.9,13.43565,-88.27122,13.48224,12.3479,0.0060867,22.20042,,,,
3/19/2018 20:15,0.2097588,-0.3658781,28.9449,449.891,10.54176,24.65288,31.26456,799.9,13.43565,-88.27122,13.48224,12.951,0.0039219,21.4945,,,,
3/19/2018 20:15,0.2098122,-0.3586922,28.43831,451.0971,11.30328,24.63515,31.26421,799.9,13.43565,-88.27122,13.48224,14.1571,0.0111078,20.98791,,,,
3/19/2018 20:15,0.2077408,-0.3792992,27.58757,447.7803,12.02683,24.62524,31.26378,799.9,13.43565,-88.27122,13.40385,10.8403,-0.0094992,20.13717,,,,
3/19/2018 20:15,0.205162,-0.3934641,27.06562,448.6848,12.66896,24.63332,31.26414,799.9,13.43565,-88.27122,13.40385,11.7448,-0.0236641,19.61522,,,,
3/19/2018 20:15,0.203392,-0.3897476,26.30925,453.5093,13.23129,24.64758,31.262,799.9,13.43565,-88.27122,13.40385,16.5693,-0.0199476,18.85885,,,,
3/19/2018 20:15,0.2020226,-0.3878937,25.31113,458.6353,13.79469,24.67907,31.26134,799.8,13.43565,-88.27122,13.40385,21.6953,-0.0180937,17.86073,,,,
3/19/2018 20:15,0.1971245,-0.3805847,24.78959,457.1276,14.35201,24.71705,31.26093,799.8,13.43565,-88.27123,13.40385,20.1876,-0.0107847,17.33919,,,,
3/19/2018 20:15,0.1801147,-0.3805828,24.24231,451.7001,14.88231,24.76149,31.26226,799.8,13.43565,-88.27123,13.40385,14.7601,-0.0107828,16.79191,,,,
3/19/2018 20:15,0.1795273,-0.3887777,23.54483,450.494,15.23678,24.80693,31.26139,799.8,13.43565,-88.27123,13.40385,13.554,-0.0189777,16.09443,,,,
3/19/2018 20:15,0.175106,-0.3891478,22.62258,449.2879,15.63263,24.85918,31.25988,799.8,13.43565,-88.27123,13.40385,12.3479,-0.0193478,15.17218,,,,
3/19/2018 20:15,0.1706009,-0.3972902,22.32161,444.765,15.9061,24.90513,31.25918,799.8,13.43565,-88.27123,13.44305,7.825,-0.0274902,14.87121,,,"CO2,atm",436.94
3/19/2018 20:15,0.1676636,-0.4009132,21.8327,444.4635,16.06939,24.95427,31.26011,799.8,13.43565,-88.27123,13.44305,7.5235,-0.0311132,14.3823,,,"H2S,atm",-0.3698
3/19/2018 20:15,0.1675987,-0.4088955,21.41319,447.1772,16.34044,24.99564,31.25861,799.8,13.43565,-88.27123,13.44305,10.2372,-0.0390955,13.96279,,,"H2,atm",7.4504
3/19/2018 20:15,0.1628418,-0.4083433,20.80675,446.5742,16.6002,25.02831,31.25665,799.8,13.43565,-88.27123,13.44305,9.6342,-0.0385433,13.35635,,,,
3/19/2018 20:15,0.1553154,-0.3966503,20.36298,449.2879,16.76314,25.06575,31.25587,799.8,13.43565,-88.27123,13.44305,12.3479,-0.0268503,12.91258,,,,
3/19/2018 20:15,0.1550751,-0.3787212,19.9154,451.7001,16.97196,25.08782,31.25588,799.8,13.43565,-88.27123,13.44305,14.7601,-0.0089212,12.465,,,,
3/19/2018 20:15,0.155632,-0.3762407,19.16307,450.7956,17.24523,25.12418,31.25562,799.8,13.43565,-88.27123,13.44305,13.8556,-0.0064407,11.71267,,,,
3/19/2018 20:15,0.1574097,-0.3768968,18.7682,449.2879,17.46642,25.13863,31.25476,799.7,13.43565,-88.27123,13.44305,12.3479,-0.0070968,11.3178,,,,
3/19/2018 20:15,0.1543961,-0.3799095,18.68327,449.5894,17.58868,25.16045,31.25392,799.7,13.43565,-88.27123,13.35486,12.6494,-0.0101095,11.23287,,,,
3/19/2018 20:15,0.1547508,-0.374816,18.44202,446.2726,17.65763,25.17769,31.25324,799.7,13.43565,-88.27123,13.35486,9.3326,-0.005016,10.99162,,,,
3/19/2018 20:15,0.1427116,-0.3726454,18.27362,446.8757,17.67537,25.1917,31.25376,799.7,13.43565,-88.27124,13.35486,9.9357,-0.0028454,10.82322,,,,
3/19/2018 20:15,0.1479302,-0.3789902,17.91522,444.162,17.6694,25.20091,31.25304,799.7,13.43565,-88.27124,13.35486,7.222,-0.0091902,10.46482,,,,
3/19/2018 20:15,0.1462593,-0.361022,17.89425,444.4635,17.74563,25.20133,31.2514,799.7,13.43565,-88.27125,13.35486,7.5235,0.008778,10.44385,,,,
3/19/2018 20:15,0.1427002,-0.3486938,17.71367,448.0818,17.89841,25.20809,31.25069,799.8,13.43565,-88.27125,13.35486,11.1418,0.0211062,10.26327,,,,
3/19/2018 20:15,0.1508331,-0.3658705,17.67276,446.5742,18.02226,25.22388,31.25077,799.8,13.43565,-88.27125,13.35486,9.6342,0.0039295,10.22236,,,,
3/19/2018 20:15,0.1429253,-0.3582678,17.48344,441.4482,18.18716,25.22151,31.25089,799.8,13.43565,-88.27126,13.35486,4.5082,0.0115322,10.03304,,,,
3/19/2018 20:15,0.1395874,-0.3595257,17.32864,440.2421,18.20865,25.23166,31.24895,799.8,13.43565,-88.27126,13.37446,3.3021,0.0102743,9.87824,,,,
3/19/2018 20:15,0.1412544,-0.3625965,17.11229,439.036,18.26715,25.23462,31.2483,799.9,13.43566,-88.27126,13.37446,2.096,0.0072035,9.66189,,,,
3/19/2018 20:16,0.1412621,-0.3554678,16.77305,438.433,18.21255,25.23739,31.24876,799.9,13.43566,-88.27127,13.37446,1.493,0.0143322,9.32265,,,,
3/19/2018 20:16,0.1404038,-0.3656702,16.80738,436.6238,17.83142,25.24847,31.24803,800,13.43566,-88.27128,13.37446,-0.3162,0.0041298,9.35698,,,,
3/19/2018 20:16,0.1376457,-0.3676434,16.40336,436.6238,18.15093,25.24905,31.24609,800,13.43566,-88.27128,13.37446,-0.3162,0.0021566,8.95296,,,,
3/19/2018 20:16,0.1315346,-0.3676844,16.31275,439.6391,18.33572,25.25901,31.24786,800,13.43566,-88.27129,13.37446,2.6991,0.0021156,8.86235,,,,
3/19/2018 20:16,0.1349258,-0.3596086,16.08843,444.162,18.35049,25.25981,31.24465,800,13.43566,-88.2713,13.37446,7.222,0.0101914,8.63803,,,,
3/19/2018 20:16,0.1335144,-0.3582125,16.01415,440.2421,18.52147,25.26464,31.24517,800.1,13.43565,-88.2713,13.37446,3.3021,0.0115875,8.56375,,,,
3/19/2018 20:16,0.1319923,-0.3628349,15.68821,441.1467,18.54887,25.26524,31.24366,800.1,13.43565,-88.2713,13.28628,4.2067,0.0069651,8.23781,,,,
3/19/2018 20:16,0.1310654,-0.3705397,15.2007,444.162,18.59346,25.25623,31.24282,800.1,13.43564,-88.27131,13.28628,7.222,-0.0007397,7.7503,,,,
3/19/2018 20:16,0.1359901,-0.3722,14.89283,448.9864,18.62784,25.26188,31.24244,800.2,13.43564,-88.27131,13.28628,12.0464,-0.0024,7.44243,,,,
3/19/2018 20:16,0.1317444,-0.3888607,14.91687,447.1772,18.67772,25.25655,31.24271,800.1,13.43564,-88.27132,13.28628,10.2372,-0.0190607,7.46647,,,,
3/19/2018 20:16,0.128521,-0.3911486,14.79899,449.891,18.62227,25.26163,31.242,800.2,13.43564,-88.27133,13.28628,12.951,-0.0213486,7.34859,,,,
3/19/2018 20:16,0.1322403,-0.3956537,14.73652,449.891,18.62616,25.26433,31.24059,800.2,13.43563,-88.27133,13.28628,12.951,-0.0258537,7.28612,,,,
3/19/2018 20:16,0.1329079,-0.3810682,14.6128,448.9864,18.64211,25.26141,31.23977,800.2,13.43563,-88.27133,13.28628,12.0464,-0.0112682,7.1624,,,,
3/19/2018 20:16,0.1292496,-0.3899098,14.30293,446.5742,18.60238,25.28501,31.24291,800.2,13.43563,-88.27134,13.28628,9.6342,-0.0201098,6.85253,,,,
3/19/2018 20:16,0.1320076,-0.3875236,14.36153,443.8604,18.60413,25.29719,31.24007,800.2,13.43562,-88.27134,13.36466,6.9204,-0.0177236,6.91113,,,,
3/19/2018 20:16,0.1279564,-0.3821459,14.27775,448.0818,18.59016,25.30692,31.23797,800.2,13.43562,-88.27134,13.36466,11.1418,-0.0123459,6.82735,,,,
3/19/2018 20:16,0.1320915,-0.3880444,14.10997,445.0666,18.50667,25.31287,31.23741,800.2,13.43563,-88.27136,13.36466,8.1266,-0.0182444,6.65957,,,,
3/19/2018 20:16,0.133625,-0.3832646,14.0075,446.8757,18.5511,25.33582,31.23717,800.3,13.43563,-88.27137,13.36466,9.9357,-0.0134646,6.5571,,,,
