Time;SO2;H2S;H2;CO2serial;Ext;Rh;Tair;Pressure;Lat;Long;VBatt
2018/02/09 18:06:30;0.3283234;0.04021072;4.671249;420.9444;18.41439;25.21206;27.2169;781.5;13.85366;-89.63171;13.08419
2018/02/09 18:06:31;0.3318062;0.03754902;4.900295;420.6429;18.41579;25.12515;27.21844;781.5;13.85366;-89.63171;13.08419
2018/02/09 18:06:32;0.3381348;0.04269504;4.975136;425.7688;18.36425;25.05555;27.22025;781.5;13.85366;-89.63171;13.08419
2018/02/09 18:06:33;0.3381462;0.03991318;4.8452;427.8795;18.42279;24.99527;27.22249;781.5;13.85366;-89.63172;13.08419
2018/02/09 18:06:34;0.3456688;0.04494762;4.900692;429.3872;18.40574;24.94924;27.22313;781.5;13.85366;-89.63172;13.08419
2018/02/09 18:06:35;0.349678;0.03884316;5.119419;427.578;18.37304;24.90649;27.22427;781.5;13.85365;-89.63173;12.97938
2018/02/09 18:06:36;0.3530808;0.03293514;5.218063;424.5627;18.31286;24.87314;27.22636;781.5;13.85365;-89.63174;12.97938
2018/02/09 18:06:37;0.3539047;0.04523182;5.146431;423.3566;18.30178;24.84983;27.22775;781.5;13.85365;-89.63174;12.97938
2018/02/09 18:06:38;0.3474693;0.05097389;5.274132;422.1505;18.34892;24.83357;27.22932;781.5;13.85364;-89.63175;12.97938
2018/02/09 18:06:39;0.3532333;0.04798603;5.030106;420.9444;18.45165;24.813;27.22963;781.5;13.85364;-89.63175;12.97938
2018/02/09 18:06:40;0.3552017;0.05116081;4.857842;426.0704;18.50394;24.81266;27.23157;781.5;13.85363;-89.63176;12.97938
2018/02/09 18:06:41;0.3543968;0.04844093;4.867653;430.5933;18.39744;24.8123;27.23402;781.5;13.85363;-89.63177;12.97938
2018/02/09 18:06:42;0.3497276;0.04460335;4.825592;427.8795;18.42356;24.83492;27.23503;781.5;13.85362;-89.63178;12.97938
2018/02/09 18:06:43;0.3498192;0.05434513;4.482891;426.3719;18.42927;24.85351;27.23609;781.6;13.85362;-89.63178;13.05921
2018/02/09 18:06:44;0.3588104;0.0702877;4.183106;429.0856;18.35641;24.8725;27.2375;781.6;13.85361;-89.63179;13.05921
2018/02/09 18:06:45;0.3662987;0.07706928;4.44175;429.9902;18.42542;24.89005;27.23906;781.6;13.85361;-89.6318;13.05921
2018/02/09 18:06:46;0.3891449;0.08115196;4.478653;429.6886;18.49;24.89531;27.24072;781.6;13.8536;-89.63181;13.05921
2018/02/09 18:06:47;0.4108543;0.07805347;4.303738;427.578;18.43333;24.88486;27.24229;781.6;13.8536;-89.63181;13.05921
2018/02/09 18:06:48;0.4410706;0.0895462;4.141979;426.0704;18.46854;24.86374;27.24394;781.6;13.85359;-89.63182;13.05921
2018/02/09 18:06:49;0.4586944;0.08601379;4.14127;427.578;18.45402;24.84072;27.24599;781.6;13.85359;-89.63182;13.05921
2018/02/09 18:06:50;0.4748001;0.08338642;4.121281;427.2764;18.3984;24.81319;27.24753;781.6;13.85359;-89.63183;13.05921
2018/02/09 18:06:51;0.4878311;0.09054566;3.844414;424.2612;18.4143;24.79353;27.24942;781.6;13.85359;-89.63183;12.98258
2018/02/09 18:06:52;0.5059357;0.1000938;4.06559;426.3719;18.38741;24.77425;27.25064;781.6;13.85358;-89.63183;12.98258
2018/02/09 18:06:53;0.5165024;0.10184;3.996422;427.8795;18.4479;24.75422;27.25178;781.6;13.85358;-89.63184;12.98258
2018/02/09 18:06:54;0.5269508;0.09187222;3.993881;428.7841;18.39057;24.73712;27.25373;781.6;13.85358;-89.63185;12.98258
2018/02/09 18:06:55;0.5367928;0.09782028;3.957607;424.5627;18.50343;24.73277;27.25417;781.6;13.85357;-89.63185;12.98258
2018/02/09 18:06:56;0.5490646;0.09068585;4.052196;425.7688;18.47008;24.73146;27.25603;781.6;13.85357;-89.63186;12.98258
2018/02/09 18:06:57;0.5546112;0.08968067;3.792671;427.2764;18.40218;24.73297;27.25827;781.6;13.85356;-89.63186;12.98258
2018/02/09 18:06:58;0.5613937;0.08852863;3.9413;428.181;18.41817;24.73278;27.26008;781.6;13.85356;-89.63187;12.98258
2018/02/09 18:06:59;0.5702896;0.09067822;3.62989;429.3872;18.53572;24.72113;27.26128;781.6;13.85355;-89.63188;13.06161
2018/02/09 18:07:00;0.5782509;0.1084881;3.781402;429.9902;18.59238;24.71772;27.2626;781.6;13.85355;-89.63188;13.06161
2018/02/09 18:07:01;0.5864487;0.1182909;3.534466;431.7994;18.20156;24.70144;27.2646;781.6;13.85354;-89.63189;13.06161
2018/02/09 18:07:02;0.5874558;0.1162481;3.70647;438.7345;18.41138;24.6835;27.26591;781.6;13.85354;-89.6319;13.06161
2018/02/09 18:07:03;0.5965347;0.1144247;3.599575;437.5284;18.63041;24.67668;27.26772;781.6;13.85353;-89.6319;13.06161
2018/02/09 18:07:04;0.6013374;0.1066303;3.642563;434.5131;18.68298;24.66899;27.26875;781.6;13.85353;-89.6319;13.06161
2018/02/09 18:07:05;0.6005058;0.1058312;3.431706;433.0055;18.73998;24.66387;27.27087;781.6;13.85352;-89.63191;13.06161
2018/02/09 18:07:06;0.598381;0.1140518;3.505642;433.9101;18.73913;24.66773;27.27322;781.7;13.85351;-89.63192;13.06161
2018/02/09 18:07:07;0.6014748;0.1058893;3.687405;435.1162;18.75707;24.6878;27.27431;781.7;13.85351;-89.63194;12.98438
2018/02/09 18:07:08;0.6022339;0.1125774;3.729374;434.2116;18.83538;24.70057;27.27611;781.6;13.8535;-89.63194;12.98438
2018/02/09 18:07:09;0.6009064;0.1237383;3.7146;431.1963;18.73805;24.73079;27.27746;781.6;13.8535;-89.63195;12.98438
2018/02/09 18:07:10;0.5937462;0.1287432;4.092819;430.5933;18.76021;24.76433;27.27836;781.6;13.85349;-89.63195;12.98438
2018/02/09 18:07:11;0.5897827;0.1336794;3.958725;431.7994;18.76346;24.79238;27.28088;781.6;13.85348;-89.63196;12.98438
2018/02/09 18:07:12;0.5847435;0.1481972;3.858364;429.6886;18.75382;24.8111;27.28286;781.7;13.85348;-89.63197;12.98438
2018/02/09 18:07:13;0.576107;0.1390028;3.7971;435.1162;18.81328;24.8373;27.28392;781.7;13.85347;-89.63198;12.98438
2018/02/09 18:07:14;0.5669479;0.1288309;3.686912;435.4177;18.77961;24.86012;27.28516;781.7;13.85347;-89.63199;12.98438
2018/02/09 18:07:15;0.5539208;0.1245651;3.809376;440.5436;18.82013;24.88552;27.28751;781.7;13.85346;-89.63199;13.07271
2018/02/09 18:07:16;0.5529289;0.1208897;3.788769;438.7345;18.89008;24.89851;27.28887;781.7;13.85346;-89.632;13.07271
2018/02/09 18:07:17;0.550518;0.1353302;3.486988;435.4177;18.82546;24.91518;27.28984;781.7;13.85345;-89.63201;13.07271
2018/02/09 18:07:18;0.5446472;0.1391401;3.545914;435.7192;18.7962;24.9405;27.29192;781.7;13.85344;-89.63201;13.07271
2018/02/09 18:07:19;0.5408554;0.1412325;3.570522;433.9101;18.68728;24.96954;27.29373;781.7;13.85344;-89.63202;13.07271
2018/02/09 18:07:20;0.5473328;0.134058;3.830185;436.0207;18.71937;25.00167;27.29565;781.7;13.85343;-89.63202;13.07271
2018/02/09 18:07:21;0.5388031;0.1348429;3.617485;437.5284;18.736;25.0123;27.29705;781.7;13.85343;-89.63203;13.07271
2018/02/09 18:07:22;0.5358658;0.1411657;3.664398;442.6544;18.62531;25.03944;27.29919;781.7;13.85342;-89.63204;13.07271
2018/02/09 18:07:23;0.5315437;0.1543293;3.318939;442.6544;18.66556;25.06409;27.29987;781.7;13.85341;-89.63205;12.98539
2018/02/09 18:07:24;0.5288887;0.1553774;3.384125;440.5436;18.63604;25.09468;27.30265;781.7;13.8534;-89.63206;12.98539
2018/02/09 18:07:25;0.5196686;0.1550922;3.11557;437.2269;18.54091;25.12042;27.30521;781.7;13.8534;-89.63206;12.98539
2018/02/09 18:07:26;0.5182304;0.1478214;3.308136;434.8147;18.58056;25.13484;27.30567;781.7;13.85339;-89.63207;12.98539
2018/02/09 18:07:27;0.5139351;0.1418734;3.132896;434.2116;18.68735;25.16157;27.30725;781.7;13.85338;-89.63208;12.98539
2018/02/09 18:07:28;0.5126877;0.1346512;3.046795;427.8795;18.56761;25.17581;27.30879;781.7;13.85338;-89.63208;12.98539
2018/02/09 18:07:29;0.4953995;0.1361113;3.175007;425.1658;18.50955;25.18568;27.31076;781.6;13.85337;-89.63209;12.98539
2018/02/09 18:07:30;0.4922638;0.1506825;3.576542;425.7688;18.45617;25.20055;27.3121;781.6;13.85336;-89.6321;12.98539
2018/02/09 18:07:31;0.4792976;0.1378965;3.348537;427.578;18.53982;25.1914;27.31415;781.7;13.85335;-89.6321;13.06372
2018/02/09 18:07:32;0.4679184;0.1387329;3.249535;428.4826;18.5018;25.17148;27.3159;781.6;13.85335;-89.6321;13.06372
2018/02/09 18:07:33;0.4591408;0.1387739;3.136265;426.0704;18.44597;25.15125;27.3176;781.6;13.85334;-89.63211;13.06372
2018/02/09 18:07:34;0.4551888;0.1428223;3.283848;429.0856;18.43859;25.15418;27.31844;781.6;13.85333;-89.63212;13.06372
2018/02/09 18:07:35;0.4508705;0.1335192;3.406773;427.2764;18.50269;25.15363;27.32148;781.6;13.85333;-89.63212;13.06372
2018/02/09 18:07:36;0.4525032;0.1210995;3.451679;426.6734;18.42249;25.16948;27.32169;781.6;13.85332;-89.63213;13.06372
2018/02/09 18:07:37;0.4469681;0.1212969;3.644863;425.7688;18.47064;25.1968;27.3242;781.6;13.85331;-89.63214;13.06372
2018/02/09 18:07:38;0.44981;0.1322527;3.309589;425.7688;18.51788;25.22428;27.32586;781.6;13.85331;-89.63214;13.06372
2018/02/09 18:07:39;0.444561;0.1230402;3.543266;424.8642;18.60374;25.246;27.32711;781.6;13.8533;-89.63215;12.99571
2018/02/09 18:07:40;0.440464;0.1280375;3.178493;424.5627;18.54584;25.27627;27.32973;781.6;13.85329;-89.63215;12.99571
2018/02/09 18:07:41;0.4283486;0.136447;3.154945;429.6886;18.56334;25.28687;27.33108;781.6;13.85329;-89.63216;12.99571
2018/02/09 18:07:42;0.4228248;0.1345749;3.260193;430.8948;18.4299;25.29925;27.33307;781.6;13.85328;-89.63217;12.99571
2018/02/09 18:07:43;0.4177475;0.1268759;3.233974;429.6886;18.36041;25.3009;27.33401;781.6;13.85328;-89.63217;12.99571
2018/02/09 18:07:44;0.4044571;0.1388674;3.481045;432.1009;18.48804;25.29747;27.33638;781.6;13.85327;-89.63217;12.99571
2018/02/09 18:07:45;0.3953362;0.1459093;3.267883;435.1162;18.50054;25.29248;27.33897;781.6;13.85326;-89.63218;12.99571
2018/02/09 18:07:46;0.3933487;0.1433687;3.329021;434.8147;18.54;25.29192;27.34048;781.6;13.85326;-89.63218;12.99571
2018/02/09 18:07:47;0.3857956;0.1225576;3.431183;431.7994;18.53908;25.29754;27.34119;781.6;13.85325;-89.63218;13.06015
2018/02/09 18:07:48;0.3779869;0.1216288;3.441704;434.5131;18.53247;25.3172;27.34357;781.6;13.85325;-89.63219;13.06015
2018/02/09 18:07:49;0.3775635;0.1368341;3.340611;432.1009;18.44401;25.31191;27.3448;781.6;13.85324;-89.6322;13.06015
2018/02/09 18:07:50;0.364891;0.1421328;3.232079;433.307;18.39408;25.30058;27.34756;781.6;13.85324;-89.63221;13.06015
2018/02/09 18:07:51;0.3659554;0.1432762;3.223885;432.1009;18.39739;25.28402;27.34863;781.6;13.85323;-89.63222;13.06015
2018/02/09 18:07:52;0.354702;0.1343584;3.466877;428.7841;18.30115;25.24792;27.34966;781.6;13.85323;-89.63222;13.06015
2018/02/09 18:07:53;0.3502083;0.1378288;2.982243;433.6085;18.36105;25.1874;27.35152;781.6;13.85322;-89.63223;13.06015
2018/02/09 18:07:54;0.3351517;0.1374407;3.112076;434.2116;18.35053;25.12278;27.35305;781.6;13.85322;-89.63224;13.06015
2018/02/09 18:07:55;0.3250847;0.1328411;3.041634;435.1162;18.3822;25.04714;27.35544;781.6;13.85321;-89.63225;12.98232
2018/02/09 18:07:56;0.3192902;0.1270123;3.062477;436.6238;18.38525;24.96622;27.35735;781.6;13.8532;-89.63225;12.98232
2018/02/09 18:07:57;0.3124084;0.1341515;3.126663;433.6085;18.29269;24.89029;27.35827;781.6;13.8532;-89.63226;12.98232
2018/02/09 18:07:58;0.3027954;0.1354971;3.168987;432.7039;18.3506;24.8263;27.36057;781.6;13.85319;-89.63226;12.98232
2018/02/09 18:07:59;0.2956352;0.134202;3.420524;430.5933;18.36203;24.77084;27.36221;781.6;13.85319;-89.63227;12.98232
2018/02/09 18:08:00;0.2874947;0.1286135;2.981045;427.8795;18.40459;24.71967;27.36375;781.6;13.85318;-89.63228;12.98232
2018/02/09 18:08:01;0.2828407;0.1386604;3.11805;430.5933;18.00745;24.67359;27.36506;781.6;13.85317;-89.63228;12.98232
2018/02/09 18:08:02;0.2733536;0.1314259;2.953163;434.8147;18.26807;24.63928;27.36829;781.6;13.85317;-89.63229;12.98232
2018/02/09 18:08:03;0.2749977;0.1371403;2.754608;435.1162;18.43034;24.60612;27.36956;781.6;13.85316;-89.6323;13.07014
2018/02/09 18:08:04;0.272625;0.1294565;3.046753;440.8452;18.59638;24.58087;27.3708;781.6;13.85316;-89.6323;13.07014
2018/02/09 18:08:05;0.2795067;0.1199894;2.997719;442.6544;18.57295;24.56647;27.37302;781.6;13.85315;-89.6323;13.07014
2018/02/09 18:08:06;0.2652397;0.1187782;2.933804;445.0666;18.67375;24.54911;27.37429;781.6;13.85315;-89.63231;13.07014
2018/02/09 18:08:07;0.2670097;0.1212616;2.881729;443.8604;18.6358;24.55242;27.37659;781.6;13.85314;-89.63232;13.07014
2018/02/09 18:08:08;0.2642708;0.1226854;3.043465;446.5742;18.65098;24.5514;27.37754;781.6;13.85314;-89.63233;13.07014
2018/02/09 18:08:09;0.2685776;0.1227217;3.125862;445.9711;18.61024;24.56921;27.37904;781.6;13.85313;-89.63233;13.07014
2018/02/09 18:08:10;0.2749176;0.1162462;3.008709;445.0666;18.54625;24.58146;27.38116;781.6;13.85313;-89.63234;13.07014
2018/02/09 18:08:11;0.2766037;0.1245146;3.063641;440.2421;18.61552;24.60478;27.38286;781.6;13.85312;-89.63234;12.99224
2018/02/09 18:08:12;0.2813873;0.1222725;3.22879;443.5589;18.57804;24.62816;27.38506;781.6;13.85312;-89.63235;12.99224
2018/02/09 18:08:13;0.2874565;0.1262083;3.131317;443.5589;18.49499;24.66272;27.3866;781.6;13.85312;-89.63235;12.99224
2018/02/09 18:08:14;0.2891388;0.1240921;3.17244;445.0666;18.51942;24.70271;27.38869;781.6;13.85311;-89.63236;12.99224
2018/02/09 18:08:15;0.289402;0.1121674;3.120777;442.9558;18.63907;24.7423;27.39088;781.6;13.85311;-89.63237;12.99224
2018/02/09 18:08:16;0.2942009;0.1184425;2.945652;442.0513;18.57073;24.77636;27.39277;781.6;13.85311;-89.63238;12.99224
2018/02/09 18:08:17;0.2920494;0.1209192;2.945278;438.433;18.50423;24.81525;27.39375;781.6;13.8531;-89.63238;12.99224
2018/02/09 18:08:18;0.2931709;0.1229935;2.84404;436.3223;18.44442;24.83889;27.3959;781.6;13.8531;-89.63238;12.99224
2018/02/09 18:08:19;0.2952538;0.1215401;2.672874;433.307;18.44435;24.87068;27.39761;781.6;13.8531;-89.63238;13.06053
2018/02/09 18:08:20;0.2976036;0.1244993;2.629555;432.7039;18.35938;24.88309;27.39957;781.6;13.8531;-89.63239;13.06053
2018/02/09 18:08:21;0.3008232;0.129652;2.702419;434.8147;18.32669;24.87711;27.40099;781.6;13.85309;-89.6324;13.06053
2018/02/09 18:08:22;0.2956085;0.131278;3.063675;429.6886;18.41093;24.86233;27.40294;781.6;13.85309;-89.63241;13.06053
2018/02/09 18:08:23;0.2910614;0.1296053;3.30817;430.8948;18.35176;24.84122;27.40448;781.6;13.85309;-89.63242;13.06053
2018/02/09 18:08:24;0.287735;0.1151133;3.003681;432.1009;18.26654;24.81131;27.40738;781.6;13.85308;-89.63242;13.06053
2018/02/09 18:08:25;0.2851067;0.1272831;3.229694;430.5933;18.39568;24.78191;27.40911;781.6;13.85308;-89.63243;13.06053
2018/02/09 18:08:26;0.2790871;0.1147356;3.076782;428.7841;18.40322;24.74805;27.40967;781.6;13.85307;-89.63244;13.06053
2018/02/09 18:08:27;0.2786827;0.1263332;3.128357;425.1658;18.41589;24.71237;27.41134;781.6;13.85307;-89.63245;12.9826
2018/02/09 18:08:28;0.2738342;0.1338787;2.976749;424.8642;18.39615;24.67065;27.41348;781.6;13.85306;-89.63246;12.9826
2018/02/09 18:08:29;0.266861;0.1341972;2.94326;425.7688;18.34524;24.63664;27.41541;781.6;13.85306;-89.63246;12.9826
2018/02/09 18:08:30;0.2682457;0.1313286;2.937607;423.3566;18.41583;24.60615;27.41753;781.6;13.85305;-89.63247;12.9826
2018/02/09 18:08:31;0.2721748;0.1208153;3.073448;425.4673;18.32913;24.59894;27.41924;781.6;13.85305;-89.63248;12.9826
2018/02/09 18:08:32;0.26437;0.1185961;2.68861;429.3872;18.34331;24.5906;27.42097;781.6;13.85304;-89.63249;12.9826
2018/02/09 18:08:33;0.2546043;0.1201944;2.746918;429.3872;18.33958;24.58422;27.4236;781.6;13.85304;-89.6325;12.9826
2018/02/09 18:08:34;0.2546654;0.1212702;2.860874;430.8948;18.29709;24.56319;27.42469;781.6;13.85303;-89.6325;12.9826
2018/02/09 18:08:35;0.2521477;0.1384878;2.874332;430.2917;18.23576;24.53651;27.42642;781.6;13.85303;-89.6325;13.0606
2018/02/09 18:08:36;0.2452202;0.1319752;2.962315;433.0055;18.30666;24.48554;27.42852;781.6;13.85302;-89.63251;13.0606
2018/02/09 18:08:37;0.2365074;0.1342287;3.228081;434.8147;18.22036;24.42378;27.43091;781.6;13.85301;-89.63252;13.0606
2018/02/09 18:08:38;0.2370033;0.1318789;3.0812;434.5131;18.37756;24.36942;27.43235;781.6;13.853;-89.63253;13.0606
2018/02/09 18:08:39;0.2313232;0.1213141;3.054996;433.9101;18.39702;24.30982;27.43465;781.6;13.853;-89.63254;13.0606
2018/02/09 18:08:40;0.2273369;0.123414;2.824478;432.1009;18.38447;24.25674;27.43588;781.6;13.85299;-89.63254;13.0606
2018/02/09 18:08:41;0.2246323;0.1273661;3.025291;432.1009;18.36293;24.21992;27.43802;781.6;13.85298;-89.63254;13.0606
2018/02/09 18:08:42;0.2269897;0.1234636;2.931728;432.1009;18.29972;24.22099;27.43896;781.6;13.85298;-89.63255;13.0606
2018/02/09 18:08:43;0.2369843;0.1229162;3.004784;430.5933;18.3254;24.22869;27.44124;781.6;13.85297;-89.63255;13.01189
2018/02/09 18:08:44;0.2352905;0.1128569;2.808334;430.8948;18.29648;24.25462;27.44285;781.6;13.85296;-89.63256;13.01189
2018/02/09 18:08:45;0.2313385;0.1144676;3.23135;431.4978;18.44966;24.3008;27.4454;781.6;13.85296;-89.63257;13.01189
2018/02/09 18:08:46;0.229908;0.111023;3.336014;434.2116;18.46493;24.34094;27.44711;781.6;13.85295;-89.63258;13.01189
2018/02/09 18:08:47;0.2258453;0.1138668;3.112526;439.036;18.44147;24.36998;27.44875;781.6;13.85294;-89.63258;13.01189
2018/02/09 18:08:48;0.2316589;0.1198931;2.920776;435.4177;18.46689;24.39068;27.45071;781.6;13.85294;-89.63258;13.01189
2018/02/09 18:08:49;0.2292519;0.1030178;2.53524;435.4177;18.32617;24.41014;27.45274;781.6;13.85293;-89.63259;13.01189
2018/02/09 18:08:50;0.2218323;0.1226187;2.909523;434.8147;18.33663;24.42099;27.45386;781.6;13.85292;-89.6326;13.01189
2018/02/09 18:08:51;0.225502;0.1227541;2.523411;430.8948;18.40372;24.43692;27.45694;781.6;13.85292;-89.63261;13.07039
2018/02/09 18:08:52;0.2243652;0.1154013;2.817562;434.2116;18.30491;24.45169;27.45861;781.6;13.85291;-89.63262;13.07039
2018/02/09 18:08:53;0.2250137;0.1240072;3.0499;436.3223;18.32051;24.45794;27.45952;781.6;13.8529;-89.63262;13.07039
2018/02/09 18:08:54;0.2293663;0.1305733;3.013634;433.9101;18.27818;24.47418;27.46233;781.6;13.85289;-89.63262;13.07039
2018/02/09 18:08:55;0.2279243;0.1349821;2.861942;437.5284;18.34167;24.48801;27.46346;781.6;13.85289;-89.63263;13.07039
2018/02/09 18:08:56;0.2264748;0.1253634;2.91349;435.1162;18.33799;24.50499;27.46629;781.6;13.85288;-89.63264;13.07039
2018/02/09 18:08:57;0.2213898;0.1209583;3.024254;432.7039;18.40802;24.52178;27.46802;781.6;13.85287;-89.63264;13.07039
2018/02/09 18:08:58;0.2243538;0.117878;2.69125;431.4978;18.4064;24.52444;27.47043;781.6;13.85286;-89.63265;13.07039
2018/02/09 18:08:59;0.2253151;0.1314125;2.842716;431.1963;18.53038;24.53212;27.47169;781.6;13.85286;-89.63265;12.98269
2018/02/09 18:09:00;0.2282143;0.1227388;2.800812;431.4978;18.59484;24.53942;27.47363;781.6;13.85285;-89.63266;12.98269
2018/02/09 18:09:01;0.2255402;0.1310711;3.029842;433.0055;18.08459;24.54122;27.47544;781.6;13.85284;-89.63266;12.98269
2018/02/09 18:09:02;0.2250824;0.1270819;3.009598;432.7039;18.41691;24.5453;27.47813;781.6;13.85284;-89.63266;12.98269
