Time,SO2,H2S,H2,CO2serial,Ext,Rh,Tair,Pressure,Lat,Long,VBatt,H2O calc
09/02/2018 17:35,0.08831024,0.1509829,11.14864,475.5208,4.062832,29.67645,25.58429,781.6,13.84699,-89.62705,13.05112,12500.37969
09/02/2018 17:35,0.09284592,0.1458387,10.97633,479.4406,5.008141,29.66292,25.58558,781.6,13.84699,-89.62705,13.12951,12495.63732
09/02/2018 17:35,0.09200668,0.1493263,10.88224,472.807,5.982246,29.64408,25.58631,781.6,13.84699,-89.62705,13.12951,12488.242
09/02/2018 17:35,0.09117508,0.1532822,10.72303,472.5055,6.92765,29.61215,25.5873,781.7,NaN,NaN,13.12951,12475.52385
09/02/2018 17:35,0.09228516,0.1545773,10.49817,473.7116,7.891086,29.57804,25.58813,781.6,13.84699,-89.62705,13.12951,12461.76732
09/02/2018 17:35,0.08962631,0.1649246,10.4652,475.5208,8.794139,29.55537,25.58877,781.6,13.84699,-89.62705,13.12951,12452.68907
09/02/2018 17:35,0.09509659,0.1489039,10.34119,469.1887,9.741351,29.53874,25.58875,781.6,13.84699,-89.62705,13.12951,12445.66751
09/02/2018 17:35,0.08570862,0.1444168,10.22569,470.0933,10.55757,29.51977,25.58961,781.6,13.84699,-89.62705,13.12951,12438.30972
09/02/2018 17:35,0.08845902,0.1452246,10.07952,471.6009,11.31996,29.51872,25.59089,781.6,NaN,NaN,13.12951,12438.8123
09/02/2018 17:35,0.08444977,0.1535063,10.05332,472.5055,12.06584,29.51258,25.59135,781.6,13.84699,-89.62705,13.05112,12436.56454
09/02/2018 17:35,0.08660507,0.152133,10.07275,473.4101,12.6651,29.52108,25.59153,781.6,13.84699,-89.62705,13.05112,12440.27933
09/02/2018 17:35,0.0880394,0.1518097,9.984181,467.9826,13.28035,29.52339,25.59227,781.6,13.84699,-89.62705,13.05112,12441.79924
09/02/2018 17:35,0.08433151,0.1564016,9.903095,473.4101,13.83574,29.536,25.59347,781.6,13.84699,-89.62705,13.05112,12447.99994
09/02/2018 17:35,0.0865593,0.1532288,9.744739,472.807,14.35346,29.56271,25.59439,781.6,NaN,NaN,13.05112,12459.93728
09/02/2018 17:35,0.08462525,0.1499968,9.55521,475.5208,14.79891,29.59403,25.595,781.6,13.84699,-89.62705,13.05112,12473.58948
09/02/2018 17:35,0.08701706,0.1630335,9.647625,478.2345,15.26597,29.64045,25.59509,781.6,13.84699,-89.62705,13.05112,12493.22178
09/02/2018 17:35,0.08815002,0.1562929,9.333194,477.933,15.64573,29.69102,25.59577,781.6,13.84699,-89.62705,13.05112,12515.04175
09/02/2018 17:35,0.08756638,0.154912,9.340134,477.33,16.03124,29.74228,25.59673,781.6,13.84699,-89.62705,13.12951,12537.36266
09/02/2018 17:35,0.0882988,0.1655655,9.203892,480.6467,16.3285,29.78072,25.5977,781.6,NaN,NaN,13.12951,12554.28915
09/02/2018 17:35,0.08284378,0.1550551,9.337372,481.5513,16.56184,29.80111,25.59827,781.6,13.84699,-89.62705,13.12951,12563.30972
09/02/2018 17:35,0.08363342,0.1545286,9.250122,483.9635,16.84612,29.80917,25.59857,781.6,13.84699,-89.62705,13.12951,12566.93135
09/02/2018 17:35,0.08570099,0.1443892,8.910664,480.6467,17.1275,29.80114,25.59956,781.6,13.84699,-89.62705,13.12951,12564.2843
09/02/2018 17:36,0.08251953,0.1421738,8.799434,478.2345,17.27915,29.79456,25.60094,781.6,13.84699,-89.62705,13.12951,12562.53903
09/02/2018 17:36,0.08555985,0.1436462,8.796994,480.0437,17.13708,29.76593,25.60082,781.6,NaN,NaN,13.12951,12550.37813
09/02/2018 17:36,0.08589935,0.156436,8.871956,482.4559,17.45,29.74516,25.60098,781.6,13.84699,-89.62705,13.12951,12541.73985
09/02/2018 17:36,0.0854721,0.1494904,8.925957,477.0284,17.75765,29.71862,25.60271,781.6,13.84699,-89.62705,13.05112,12531.83618
09/02/2018 17:36,0.08492279,0.1592598,9.055569,472.807,18.01337,29.69303,25.60359,781.6,13.84699,-89.62705,13.05112,12521.69928
09/02/2018 17:36,0.08161163,0.1649618,8.901699,472.5055,18.16605,29.65023,25.60303,781.6,13.84699,-89.62705,13.05112,12503.23474
09/02/2018 17:36,0.0864067,0.174161,8.745278,472.807,18.31665,29.6042,25.60406,781.6,NaN,NaN,13.05112,12484.58747
09/02/2018 17:36,0.08534241,0.1626263,8.832405,472.5055,18.46951,29.56624,25.60457,781.6,13.84699,-89.62705,13.05112,12468.9565
09/02/2018 17:36,0.08745575,0.156394,8.984856,475.2192,18.60876,29.53728,25.6059,781.6,13.84699,-89.62705,13.05112,12457.72651
09/02/2018 17:36,0.08461762,0.1693659,8.932346,473.1086,18.65213,29.49497,25.60618,781.6,13.84699,-89.62705,13.05112,12440.08845
09/02/2018 17:36,0.08139419,0.1561842,8.70367,468.5857,18.64203,29.45697,25.60721,781.6,13.84699,-89.62705,13.05112,12424.82068
09/02/2018 17:36,0.08649826,0.1516867,8.707138,470.6964,18.57041,29.41599,25.6077,781.6,NaN,NaN,13.12951,12407.89632
09/02/2018 17:36,0.08285141,0.1474514,8.586399,470.0933,18.59112,29.39467,25.60844,781.6,13.84699,-89.62705,13.12951,12399.44791
09/02/2018 17:36,0.08496857,0.1440001,8.813236,470.0933,18.53511,29.37303,25.60935,781.6,13.84699,-89.62705,13.12951,12390.98875
09/02/2018 17:36,0.08774948,0.1505384,8.846844,467.6811,18.53433,29.3569,25.60918,781.6,13.84699,-89.62705,13.12951,12384.05938
09/02/2018 17:36,0.08427048,0.1665192,9.050206,469.1887,18.60862,29.33609,25.61068,781.6,13.84699,-89.62705,13.12951,12376.38249
09/02/2018 17:36,0.08883667,0.1500692,8.998943,464.0628,18.49473,29.31687,25.61121,781.6,NaN,NaN,13.12951,12368.66294
09/02/2018 17:36,0.08621598,0.1490021,8.990818,464.0628,18.55621,29.28892,25.61228,781.5,13.84699,-89.62705,13.12951,12357.65564
09/02/2018 17:36,0.0874939,0.1529274,9.306713,464.6658,18.42365,29.26326,25.61215,781.5,13.84699,-89.62705,13.12951,12346.73385
09/02/2018 17:36,0.08828354,0.1610861,9.462459,469.4902,18.49248,29.23729,25.61272,781.5,13.84699,-89.62705,13.05112,12336.19389
09/02/2018 17:36,0.08446884,0.1613913,9.206928,471.6009,18.40062,29.20891,25.61298,781.5,13.84699,-89.62705,13.05112,12324.40958
09/02/2018 17:36,0.08958817,0.1602497,9.063362,471.2994,18.392,29.17746,25.61455,781.5,NaN,NaN,13.05112,12312.28666
09/02/2018 17:36,0.08346558,0.1461058,8.810215,467.9826,18.51037,29.16048,25.61504,781.5,13.84699,-89.62705,13.05112,12305.47928
09/02/2018 17:36,0.08495712,0.1418161,8.52264,470.0933,18.51134,29.13976,25.61558,781.5,13.84699,-89.62705,13.05112,12297.12968
09/02/2018 17:36,0.08491134,0.1474218,8.339814,469.7918,18.58813,29.13032,25.61568,781.5,13.84699,-89.62705,13.05112,12293.2189
09/02/2018 17:36,0.08543396,0.1428471,8.056126,469.4902,18.52918,29.11609,25.61697,781.5,13.84699,-89.62705,13.05112,12288.1544
09/02/2018 17:36,0.08472442,0.1436739,7.957107,466.7765,18.58722,29.11023,25.61693,781.6,NaN,NaN,13.05112,12285.65208
09/02/2018 17:36,0.08463669,0.1499043,8.222942,465.5704,18.64262,29.11696,25.61802,781.6,13.84699,-89.62705,13.12951,12289.2873
09/02/2018 17:36,0.08242035,0.1501646,8.230838,467.9826,18.50999,29.11305,25.61873,781.6,13.84699,-89.62705,13.12951,12288.15475
09/02/2018 17:36,0.08793258,0.1503964,8.290214,468.5857,18.61237,29.11292,25.62038,781.6,13.84699,-89.62705,13.12951,12289.30312
09/02/2018 17:36,0.08880234,0.1546392,8.305183,471.6009,18.68066,29.12068,25.62041,781.5,13.84699,-89.62705,13.12951,12292.6007
09/02/2018 17:36,0.08489609,0.1507654,8.147106,471.6009,18.7146,29.13782,25.62093,781.5,NaN,NaN,13.12951,12300.21549
09/02/2018 17:36,0.08676147,0.1624746,8.027748,472.5055,18.70061,29.15936,25.62139,781.6,13.84699,-89.62705,13.12951,12309.64438
09/02/2018 17:36,0.08901978,0.1652851,8.065762,470.6964,18.65188,29.19497,25.62292,781.5,13.84699,-89.62705,13.12951,12325.7962
09/02/2018 17:36,0.0836029,0.1746626,8.17424,469.7918,18.70844,29.2384,25.62325,781.5,13.84699,-89.62705,13.12951,12344.3736
09/02/2018 17:36,0.08411789,0.1653805,8.366837,472.5055,18.57733,29.28307,25.62439,781.5,13.84699,-89.62705,13.02895,12364.06953
09/02/2018 17:36,0.08507538,0.1662169,8.199902,472.5055,18.48462,29.33919,25.62392,781.5,NaN,NaN,13.02895,12387.41936
09/02/2018 17:36,0.08651734,0.1548662,8.198803,472.5055,18.54781,29.38865,25.62589,781.5,13.84699,-89.62705,13.02895,12409.75268
09/02/2018 17:36,0.08814621,0.1553183,8.202911,473.1086,18.61059,29.43019,25.62717,781.5,13.84699,-89.62705,13.02895,12428.23744
09/02/2018 17:36,0.08699798,0.1655302,8.007057,470.3948,18.6145,29.47591,25.62702,781.6,13.84699,-89.62705,13.02895,12447.434
09/02/2018 17:36,0.08947373,0.1487494,7.9869,468.5857,18.58515,29.51414,25.62796,781.5,13.84699,-89.62705,13.02895,12464.27344
09/02/2018 17:36,0.09033585,0.1591988,8.059528,471.9025,18.64631,29.54953,25.62762,781.5,NaN,NaN,13.02895,12478.96741
09/02/2018 17:36,0.08899689,0.1725283,8.034439,470.3948,18.63675,29.56385,25.62958,781.5,13.84699,-89.62705,13.02895,12486.46697
09/02/2018 17:36,0.08858871,0.1715117,7.805828,468.5857,18.61397,29.54676,25.63028,781.5,13.84699,-89.62705,13.03873,12479.76726
09/02/2018 17:36,0.08021927,0.1600924,7.843113,469.1887,18.56766,29.49518,25.63017,781.5,13.84699,-89.62705,13.03873,12457.89992
09/02/2018 17:36,0.08229446,0.1537533,7.920635,470.3948,18.62015,29.40649,25.63169,781.6,13.84699,-89.62705,13.03873,12421.56015
09/02/2018 17:36,0.08369446,0.1546536,7.976638,466.1735,18.63217,29.2831,25.63203,781.6,NaN,NaN,13.03873,12369.68868
09/02/2018 17:36,0.07815934,0.1498079,8.088024,463.4597,18.54273,29.13691,25.63257,781.6,13.84699,-89.62706,13.03873,12308.32986
09/02/2018 17:36,0.0846901,0.1458607,7.906426,462.8566,18.58601,28.96733,25.6331,781.5,13.84698,-89.62706,13.03873,12237.07887
09/02/2018 17:36,0.08977509,0.1385269,7.70586,464.3642,18.64874,28.80908,25.6335,781.4,13.84698,-89.62706,13.03873,12170.51594
09/02/2018 17:36,0.09180832,0.1393919,7.603516,464.0628,18.59174,28.66743,25.63476,781.3,13.84698,-89.62706,13.03873,12111.58077
09/02/2018 17:36,0.08318329,0.1414318,7.330124,465.5704,18.59034,28.55326,25.63513,781.2,NaN,NaN,13.06807,12063.61042
09/02/2018 17:36,0.0831337,0.1482849,7.318771,468.2841,18.48807,28.45431,25.63533,781.3,13.84698,-89.62706,13.06807,12021.9472
09/02/2018 17:36,0.08290482,0.1392365,7.254589,471.2994,18.49091,28.39668,25.63604,781.3,13.84697,-89.62706,13.06807,11998.10396
09/02/2018 17:36,0.08179093,0.1378441,7.27401,471.6009,18.48963,28.33027,25.63702,781.4,13.84697,-89.62706,13.06807,11970.74061
09/02/2018 17:36,0.08444595,0.1356945,7.392868,473.1086,18.50816,28.25868,25.63752,781.3,13.84696,-89.62706,13.06807,11940.84504
09/02/2018 17:36,0.08335877,0.1417303,7.312626,468.8872,18.49715,28.14546,25.63799,781.3,NaN,NaN,13.06807,11893.33504
09/02/2018 17:36,0.08358002,0.1476431,7.317455,465.2688,18.45835,28.02044,25.63919,781.3,13.84696,-89.62706,13.06807,11841.34883
09/02/2018 17:36,0.07920074,0.1495924,7.253055,460.1429,18.57518,27.85117,25.64027,781.4,13.84696,-89.62706,13.06807,11770.5701
09/02/2018 17:36,0.07891846,0.153348,7.254627,456.5246,18.58809,27.64975,25.64074,781.3,13.84695,-89.62706,13.02895,11685.77106
09/02/2018 17:37,0.07894516,0.1546803,7.319641,454.4139,18.46228,27.44131,25.64136,781.3,13.84695,-89.62706,13.02895,11598.10352
09/02/2018 17:37,0.07775116,0.1484919,7.075085,455.3185,18.02386,27.22697,25.64104,781.3,NaN,NaN,13.02895,11507.29397
09/02/2018 17:37,0.08273697,0.1419601,7.185746,453.8108,18.23348,27.00271,25.64201,781.3,13.84694,-89.62706,13.02895,11413.16885
09/02/2018 17:37,0.08207321,0.1357155,7.084854,457.7307,18.42763,26.80141,25.6434,781.3,13.84694,-89.62706,13.02895,11329.02015
09/02/2018 17:37,0.07629394,0.1233549,7.072205,454.4139,18.65009,26.61303,25.64302,781.3,13.84694,-89.62706,13.02895,11249.13785
09/02/2018 17:37,0.07845306,0.1186256,6.908852,453.8108,18.83787,26.43274,25.64465,781.4,13.84694,-89.62706,13.02895,11174.01114
09/02/2018 17:37,0.07517242,0.1152287,6.65469,453.8108,18.85603,26.26629,25.64497,781.3,NaN,NaN,13.02895,11103.85793
09/02/2018 17:37,0.07962799,0.1089401,6.74503,455.62,18.89358,26.12474,25.64604,781.4,13.84694,-89.62706,13.06807,11044.71997
09/02/2018 17:37,0.07874298,0.1224051,6.694424,452.3032,18.88196,26.00737,25.64711,781.4,13.84695,-89.62706,13.06807,10995.79765
09/02/2018 17:37,0.07884216,0.108592,6.434982,450.494,18.92878,25.91116,25.64744,781.5,13.84694,-89.62706,13.06807,10955.33499
09/02/2018 17:37,0.07782746,0.1048956,6.412578,452.9062,18.92152,25.84568,25.64714,781.5,13.84694,-89.62706,13.06807,10927.4553
09/02/2018 17:37,0.07904053,0.1116295,6.51503,456.223,18.99268,25.82141,25.64832,781.5,NaN,NaN,13.06807,10917.95837
09/02/2018 17:37,0.07632446,0.1090078,6.450416,459.8414,18.92131,25.81228,25.6492,781.5,13.84693,-89.62706,13.06807,10914.6678
09/02/2018 17:37,0.07682038,0.1024876,6.439854,461.0475,18.91825,25.8304,25.64962,781.6,13.84693,-89.62707,13.06807,10922.60198
09/02/2018 17:37,0.08143997,0.09797192,6.373051,461.6505,18.89063,25.87355,25.65064,781.6,13.84692,-89.62707,13.06807,10941.51042
09/02/2018 17:37,0.07725143,0.1043596,6.234798,458.0322,18.87366,25.94107,25.65144,781.6,13.84691,-89.62708,13.02895,10970.58423
09/02/2018 17:37,0.076828,0.1170425,6.331249,460.1429,18.75095,26.03048,25.65314,781.6,NaN,NaN,13.02895,11009.50642
09/02/2018 17:37,0.07831574,0.1147451,6.478142,456.223,18.7613,26.13151,25.6528,781.6,13.8469,-89.62709,13.02895,11052.01379
09/02/2018 17:37,0.07250977,0.1190662,6.695587,456.223,18.70979,26.25077,25.65359,781.6,13.8469,-89.62709,13.02895,11102.97377
09/02/2018 17:37,0.07618714,0.1289682,6.843727,457.4291,18.79642,26.36007,25.65421,781.6,13.84689,-89.62709,13.02895,11149.61319
09/02/2018 17:37,0.07444382,0.1346674,6.787434,458.6353,18.8133,26.47292,25.65577,781.5,13.84689,-89.6271,13.02895,11198.38211
09/02/2018 17:37,0.07491302,0.1330128,6.657875,456.223,18.77994,26.57484,25.6559,781.5,NaN,NaN,13.02895,11241.58227
09/02/2018 17:37,0.07595062,0.1274633,6.764237,455.62,18.75699,26.67348,25.65704,781.6,13.84688,-89.6271,13.02895,11284.0717
09/02/2018 17:37,0.07820892,0.1258154,6.731858,455.9215,18.7382,26.7519,25.65736,781.5,13.84688,-89.6271,13.09742,11317.4617
09/02/2018 17:37,0.08115387,0.1262264,6.592834,456.223,18.71686,26.79717,25.65907,781.5,13.84688,-89.62711,13.09742,11337.76341
09/02/2018 17:37,0.07577133,0.1081333,6.434868,455.9215,18.77134,26.7607,25.65999,781.5,13.84687,-89.62711,13.09742,11322.95109
09/02/2018 17:37,0.07181549,0.114274,6.438686,454.1123,18.81182,26.68459,25.6602,781.4,NaN,NaN,13.09742,11290.88819
09/02/2018 17:37,0.07432938,0.1289558,6.381493,455.9215,18.79069,26.55587,25.66141,781.5,13.84686,-89.62713,13.09742,11237.23028
09/02/2018 17:37,0.07358551,0.1244068,6.274178,455.62,18.73994,26.40747,25.6621,781.5,13.84686,-89.62713,13.09742,11174.8916
09/02/2018 17:37,0.07265091,0.1353035,6.27166,460.746,18.67724,26.27954,25.66354,781.5,13.84685,-89.62714,13.09742,11121.70529
09/02/2018 17:37,0.06703186,0.1306896,6.229984,460.4444,18.70137,26.16643,25.6637,781.6,13.84685,-89.62714,13.09742,11073.94137
09/02/2018 17:37,0.06524277,0.1357012,6.478356,459.8414,18.65165,26.07925,25.66425,781.6,NaN,NaN,13.02895,11037.40588
09/02/2018 17:37,0.0742073,0.1265717,6.479652,456.8261,18.67413,26.01991,25.66522,781.6,13.84684,-89.62716,13.02895,11012.92537
09/02/2018 17:37,0.07334518,0.1239176,6.313416,458.9368,18.60708,25.98468,25.66702,781.6,13.84684,-89.62717,13.02895,10999.18869
09/02/2018 17:37,0.07733154,0.107625,6.230888,458.9368,18.54792,25.95085,25.66758,781.7,13.84683,-89.62717,13.02895,10985.23354
09/02/2018 17:37,0.07901382,0.105237,6.362084,460.4444,18.60969,25.91574,25.66772,781.6,13.84683,-89.62718,13.02895,10970.46226
09/02/2018 17:37,0.07107926,0.105793,6.67271,459.2383,18.55664,25.87798,25.66924,781.7,NaN,NaN,13.02895,10955.46575
09/02/2018 17:37,0.07099914,0.1088905,6.721622,456.8261,18.65333,25.85115,25.67048,781.6,13.84683,-89.62718,13.02895,10944.91229
09/02/2018 17:37,0.07238388,0.1105957,6.892273,455.3185,18.60508,25.83854,25.67062,781.6,13.84683,-89.62719,13.02895,10939.66429
09/02/2018 17:37,0.0765419,0.1082907,6.905964,460.746,18.53544,25.84565,25.67136,781.6,13.84682,-89.62719,13.1072,10943.15492
09/02/2018 17:37,0.067276,0.09932327,6.919056,462.2536,18.57172,25.84742,25.67243,781.7,13.84682,-89.62719,13.1072,10944.59899
09/02/2018 17:37,0.07094574,0.1111116,6.811257,464.3642,18.62394,25.8704,25.67254,781.6,NaN,NaN,13.1072,10954.40091
09/02/2018 17:37,0.06774139,0.09966659,6.468655,462.8566,18.68983,25.89235,25.67448,781.7,13.84682,-89.6272,13.1072,10964.95703
09/02/2018 17:37,0.06874847,0.1031752,6.471672,464.9673,18.63014,25.92924,25.67484,781.7,13.84682,-89.62721,13.1072,10980.81378
09/02/2018 17:37,0.06871414,0.1165142,6.461986,463.7612,18.61614,25.96868,25.67558,781.7,13.84681,-89.62721,13.1072,10997.99904
09/02/2018 17:37,0.06645203,0.1085682,6.592373,460.4444,18.60164,26.00145,25.6768,781.7,13.84681,-89.62722,13.1072,11012.67439
09/02/2018 17:37,0.06327438,0.1124392,6.521194,461.0475,18.6761,26.04377,25.67812,781.7,NaN,NaN,13.1072,11031.46234
09/02/2018 17:37,0.06722259,0.1167431,6.463467,458.9368,18.61315,26.08754,25.67898,781.7,13.84679,-89.62722,13.02895,11050.56587
09/02/2018 17:37,0.06727982,0.118185,6.45359,457.1276,18.56151,26.1464,25.67961,781.7,13.84678,-89.62722,13.02895,11075.91259
09/02/2018 17:37,0.06779862,0.1071253,6.112286,454.7154,18.52311,26.2142,25.68075,781.7,13.84678,-89.62722,13.02895,11105.38435
09/02/2018 17:37,0.06800461,0.1014261,5.899578,454.1123,18.61042,26.2887,25.68151,781.8,13.84677,-89.62722,13.02895,11137.44759
09/02/2018 17:37,0.06786728,0.1041384,5.98521,453.8108,18.59291,26.36361,25.68241,781.7,NaN,NaN,13.02895,11169.78016
09/02/2018 17:37,0.06741714,0.1028252,5.892872,458.6353,18.68474,26.42816,25.68346,781.8,13.84676,-89.62722,13.02895,11197.82619
09/02/2018 17:37,0.0696907,0.1095419,6.098881,461.0475,18.7279,26.49617,25.68405,781.8,13.84676,-89.62723,13.02895,11227.03547
09/02/2018 17:37,0.06906128,0.1067381,6.136341,457.1276,18.69472,26.55226,25.68569,781.8,13.84675,-89.62723,13.02895,11251.89655
09/02/2018 17:37,0.06139755,0.1058884,6.044041,456.8261,18.61897,26.60256,25.68587,781.8,13.84675,-89.62724,13.09742,11273.33224
09/02/2018 17:37,0.06824112,0.1018171,6.057358,452.9062,18.65195,26.65608,25.68647,781.8,NaN,NaN,13.09742,11296.41435
09/02/2018 17:37,0.06634903,0.1084938,6.296009,455.62,18.53082,26.68526,25.68754,781.8,13.84674,-89.62725,13.09742,11309.49808
09/02/2018 17:37,0.06655884,0.1083927,6.172836,460.1429,18.50894,26.70797,25.68888,781.8,13.84673,-89.62726,13.09742,11320.02248
09/02/2018 17:37,0.06331634,0.1145611,6.030365,460.1429,18.50006,26.71956,25.69003,781.8,13.84673,-89.62726,13.09742,11325.70731
09/02/2018 17:38,0.06876754,0.1103993,6.145283,459.5398,18.45349,26.72863,25.69049,781.8,13.84673,-89.62726,13.09742,11329.86095
09/02/2018 17:38,0.06568146,0.1018572,6.411388,458.0322,18.17576,26.73547,25.69195,781.8,NaN,NaN,13.09742,11333.7417
09/02/2018 17:38,0.06135178,0.1008654,6.34684,455.62,18.56643,26.73839,25.69304,781.8,13.84672,-89.62727,13.09742,11335.71236
09/02/2018 17:38,0.06347275,0.1041431,6.375114,455.62,18.76636,26.73903,25.69428,781.8,13.84671,-89.62728,13.02895,11336.81741
09/02/2018 17:38,0.06564712,0.09815121,6.102326,454.7154,18.75652,26.73188,25.69477,781.8,13.84671,-89.62728,13.02895,11334.11533
09/02/2018 17:38,0.06388474,0.1081686,6.05463,455.3185,18.91811,26.73138,25.69598,781.8,13.8467,-89.62729,13.02895,11334.71672
09/02/2018 17:38,0.06858444,0.1038523,6.015427,456.223,18.88905,26.70424,25.69688,781.8,NaN,NaN,13.02895,11323.81316
09/02/2018 17:38,0.06830978,0.09449482,6.01421,458.6353,18.90507,26.68102,25.69796,781.8,13.84669,-89.6273,13.02895,11314.69153
09/02/2018 17:38,0.06228256,0.1051006,6.172417,459.2383,18.98346,26.66037,25.69879,781.8,13.84669,-89.62731,13.02895,11306.49098
09/02/2018 17:38,0.06090164,0.09180641,6.040424,456.8261,18.945,26.64459,25.7004,781.8,13.84668,-89.62732,13.02895,11300.87778
09/02/2018 17:38,0.06715011,0.1114912,6.036621,456.223,18.79467,26.61319,25.70061,781.7,13.84668,-89.62732,13.02895,11287.70055
09/02/2018 17:38,0.06744385,0.1191034,6.239594,453.8108,18.94507,26.58845,25.70171,781.7,NaN,NaN,13.09742,11277.94305
09/02/2018 17:38,0.06727218,0.12642,6.42318,455.62,18.85101,26.5664,25.70303,781.7,13.84668,-89.62733,13.09742,11269.47235
09/02/2018 17:38,0.06578446,0.1091967,6.280163,452.6047,18.76966,26.54139,25.7035,781.7,13.84667,-89.62734,13.09742,11259.17693
09/02/2018 17:38,0.06324386,0.09421539,6.236958,455.62,18.83338,26.50858,25.70449,781.8,13.84667,-89.62734,13.09742,11245.91878
09/02/2018 17:38,0.06587982,0.1014738,6.152229,458.0322,18.81295,26.49323,25.7062,781.8,13.84667,-89.62734,13.09742,11240.54659
09/02/2018 17:38,0.06609344,0.1101198,5.866581,458.3338,18.85497,26.47366,25.7072,781.8,NaN,NaN,13.09742,11232.90956
09/02/2018 17:38,0.06681442,0.1168165,5.74107,459.5398,18.80709,26.47364,25.70756,781.8,13.84666,-89.62736,13.09742,11233.14089
09/02/2018 17:38,0.0657196,0.1205006,5.913754,457.4291,18.7373,26.44833,25.70866,781.7,13.84665,-89.62737,13.09742,11223.13359
09/02/2018 17:38,0.06641006,0.1109695,5.795418,456.8261,18.85815,26.41547,25.70952,781.7,13.84665,-89.62738,13.02895,11209.7614
09/02/2018 17:38,0.06378937,0.1110849,5.999844,454.7154,18.70618,26.36941,25.71084,781.7,13.84664,-89.62738,13.02895,11191.09121
09/02/2018 17:38,0.06556702,0.1113567,5.973251,453.8108,18.66263,26.31888,25.71212,781.7,NaN,NaN,13.02895,11170.49432
09/02/2018 17:38,0.06562042,0.103343,6.152332,456.223,18.64475,26.27624,25.71288,781.7,13.84663,-89.62739,13.02895,11152.8993
09/02/2018 17:38,0.06732941,0.1078033,6.428696,454.7154,18.75133,26.23617,25.71338,781.7,13.84663,-89.62739,13.02895,11136.22186
09/02/2018 17:38,0.05970764,0.09731579,6.676567,453.8108,18.73714,26.21362,25.71584,781.7,13.84662,-89.62739,13.02895,11128.27352
09/02/2018 17:38,0.06516266,0.0911417,6.325348,456.223,18.78228,26.21057,25.7161,781.7,13.84662,-89.62739,13.02895,11127.15028
09/02/2018 17:38,0.06165695,0.09471798,6.293194,455.9215,18.59464,26.22226,25.71625,781.7,NaN,NaN,13.02895,11132.21205
09/02/2018 17:38,0.06455612,0.1007137,6.227592,460.4444,18.65263,26.2558,25.71836,781.7,13.84661,-89.62741,13.1072,11147.84562
09/02/2018 17:38,0.06157684,0.09644127,6.166805,462.2536,18.73967,26.30014,25.71898,781.7,13.8466,-89.62741,13.1072,11167.08231
09/02/2018 17:38,0.06779098,0.09637833,6.160328,460.1429,18.78591,26.35073,25.72053,781.8,13.8466,-89.62742,13.1072,11189.59131
09/02/2018 17:38,0.06669235,0.09729386,5.899822,459.5398,18.76402,26.4119,25.72112,781.8,13.84659,-89.62742,13.1072,11215.95897
09/02/2018 17:38,0.0675087,0.1063404,5.802181,458.6353,18.68167,26.46452,25.72131,781.8,NaN,NaN,13.1072,11238.43096
09/02/2018 17:38,0.06425095,0.111392,5.864475,457.7307,18.61792,26.51954,25.72295,781.7,13.84658,-89.62743,13.1072,11262.89099
09/02/2018 17:38,0.06332016,0.1141176,5.991516,455.9215,18.61205,26.56216,25.72415,781.7,13.84657,-89.62744,13.1072,11281.7945
09/02/2018 17:38,0.06459046,0.1162863,5.966671,456.223,18.66194,26.63035,25.72517,781.7,13.84657,-89.62745,13.1072,11311.44108
09/02/2018 17:38,0.06520844,0.1314964,5.998039,457.7307,18.64454,26.68083,25.72629,781.7,13.84657,-89.62745,13.02895,11333.63548
09/02/2018 17:38,0.06682205,0.1260767,5.998287,455.0169,18.67358,26.72634,25.72693,781.7,NaN,NaN,13.02895,11353.39832
09/02/2018 17:38,0.06807709,0.1167498,6.258904,456.5246,18.7334,26.77342,25.72872,781.7,13.84656,-89.62746,13.02895,11374.60519
09/02/2018 17:38,0.06250382,0.1112986,6.232693,458.6353,18.67385,26.80817,25.72998,781.7,13.84656,-89.62747,13.02895,11390.21954
09/02/2018 17:38,0.06167602,0.1095133,6.134624,458.9368,18.64148,26.85331,25.73042,781.7,13.84656,-89.62747,13.02895,11409.69623
09/02/2018 17:38,0.06597138,0.1136446,5.843834,461.6505,18.73835,26.89147,25.73081,781.7,13.84655,-89.62748,13.02895,11426.17424
09/02/2018 17:38,0.06245804,0.1133843,5.917568,459.8414,18.71916,26.93045,25.7328,781.6,NaN,NaN,13.02895,11444.08706
09/02/2018 17:38,0.05975723,0.1077604,5.890388,461.6505,18.62422,26.95927,25.73438,781.6,13.84655,-89.62749,13.02895,11457.40739
09/02/2018 17:38,0.05977249,0.1096859,6.008,457.7307,18.64866,26.97523,25.73506,781.6,13.84655,-89.6275,13.08764,11464.65245
09/02/2018 17:38,0.06235123,0.1026058,5.848884,454.7154,18.65703,26.99154,25.73593,781.6,13.84654,-89.6275,13.08764,11472.17606
09/02/2018 17:38,0.06403732,0.109746,5.885158,452.0017,18.55483,26.99248,25.73748,781.6,13.84654,-89.6275,13.08764,11473.62996
09/02/2018 17:38,0.06733704,0.1011305,6.075562,453.5093,18.48453,26.98288,25.73838,781.6,NaN,NaN,13.08764,11470.16135
09/02/2018 17:38,0.06209564,0.1030111,6.047375,451.0971,18.46765,26.95648,25.7394,781.6,13.84654,-89.6275,13.08764,11459.63197
