Time,SO2,H2S,H2,CO2serial,Ext,Rh,Tair,Pressure,Lat,Long,VBatt,CO2cor,H2Scor,H2cor,,,,
12/9/2020 19:14,1.651318,1.40715,1.147991,461.438,0.9665522,25.59969,33.49286,805.1,13.43539,-88.27206,12.97769,30.158,0.01855,1.381291,,,,
12/9/2020 19:14,1.663948,1.399323,1.01786,459.2907,2.490838,25.59533,33.49275,805.1,13.43539,-88.27206,12.97769,28.0107,0.010723,1.25116,,,,
12/9/2020 19:14,1.666943,1.385847,1.008041,456.8365,3.253868,25.57973,33.49461,805.2,13.43539,-88.27206,12.97769,25.5565,-0.002753,1.241341,,,,
12/9/2020 19:14,1.664852,1.37233,1.182007,460.211,3.573112,25.56912,33.49579,805.2,13.43539,-88.27206,12.97769,28.931,-0.01627,1.415307,,,,
12/9/2020 19:14,1.661354,1.397745,1.248749,459.9042,3.810649,25.54201,33.49695,805.2,13.43539,-88.27206,12.97769,28.6242,0.009145,1.482049,,,,
12/9/2020 19:14,1.66394,1.402283,1.441895,461.1313,4.00604,25.53161,33.49809,805.2,13.43539,-88.27206,12.97769,29.8513,0.013683,1.675195,,,,
12/9/2020 19:14,1.660484,1.39602,1.718948,461.438,4.153324,25.51706,33.49958,805.2,13.43539,-88.27206,12.83144,30.158,0.00742,1.952248,,,,
12/9/2020 19:14,1.655621,1.381946,1.71022,452.235,4.29301,25.50653,33.50135,805.3,13.43539,-88.27206,12.83144,20.955,-0.006654,1.94352,,,,
12/9/2020 19:14,1.654301,1.381814,1.874977,456.8365,4.447496,25.4977,33.50182,805.3,13.43539,-88.27206,12.83144,25.5565,-0.006786,2.108277,,,,
12/9/2020 19:14,1.655094,1.384067,1.762093,460.5178,4.62755,25.50013,33.5042,805.3,13.43539,-88.27206,12.83144,29.2378,-0.004533,1.995393,,,,
12/9/2020 19:14,1.652615,1.39146,2.026302,457.4501,4.865031,25.49756,33.50507,805.3,13.43539,-88.27206,12.83144,26.1701,0.00286,2.259602,,,,
12/9/2020 19:14,1.651547,1.399215,2.279652,458.9839,5.135306,25.49746,33.50592,805.3,13.43539,-88.27206,12.83144,27.7039,0.010615,2.512952,,,,
12/9/2020 19:14,1.650436,1.393154,2.281048,464.5057,5.496006,25.51054,33.50739,805.3,13.43539,-88.27206,12.83144,33.2257,0.004554,2.514348,,,,
12/9/2020 19:14,1.656254,1.407636,2.054245,461.7448,5.919374,25.5199,33.50927,805.3,13.43539,-88.27206,12.83144,30.4648,0.019036,2.287545,,,,
12/9/2020 19:14,1.656345,1.40123,2.129318,464.199,6.398088,25.52452,33.51067,805.3,13.43539,-88.27206,12.94844,32.919,0.01263,2.362618,,,,
12/9/2020 19:14,1.6661,1.387325,2.202229,458.0636,6.875877,25.5327,33.51137,805.3,13.43539,-88.27206,12.94844,26.7836,-0.001275,2.435529,,,,
12/9/2020 19:14,1.671249,1.388859,2.237064,450.7011,7.493322,25.53406,33.51246,805.4,13.43539,-88.27206,12.94844,19.4211,0.000259,2.470364,,,,
12/9/2020 19:14,1.676285,1.39474,2.489201,452.235,8.043057,25.54437,33.51398,805.4,13.43539,-88.27206,12.94844,20.955,0.00614,2.722501,,,,
12/9/2020 19:14,1.680298,1.387605,2.520348,451.6214,8.698444,25.537,33.51658,805.4,13.43539,-88.27206,12.94844,20.3414,-0.000995,2.753648,,,,
12/9/2020 19:14,1.680122,1.385576,2.408226,451.3147,9.288729,25.5252,33.51698,805.4,13.43539,-88.27206,12.94844,20.0347,-0.003024,2.641526,,,,
12/9/2020 19:14,1.693176,1.391776,2.20594,451.3147,9.86391,25.53246,33.5188,805.4,13.43539,-88.27206,12.94844,20.0347,0.003176,2.43924,,,,
12/9/2020 19:14,1.70269,1.384568,2.256878,446.4064,10.48807,25.51749,33.51932,805.4,13.43539,-88.27206,12.94844,15.1264,-0.004032,2.490178,,,"CO2,atm",431.28
12/9/2020 19:14,1.70298,1.396665,2.182499,446.7131,11.02634,25.51322,33.52079,805.4,13.43539,-88.27206,12.89969,15.4331,0.008065,2.415799,,,"H2S,atm",1.3886
12/9/2020 19:14,1.714661,1.39142,2.179443,446.7131,11.47534,25.49919,33.52197,805.4,13.43539,-88.27206,12.89969,15.4331,0.00282,2.412743,,,"H2,atm",-0.2333
12/9/2020 19:14,1.709789,1.384236,2.303989,448.8605,12.00313,25.49409,33.52309,805.4,13.43539,-88.27206,12.89969,17.5805,-0.004364,2.537289,,,,
12/9/2020 19:14,1.717041,1.388734,2.458794,448.5538,12.48727,25.49095,33.52512,805.3,13.43539,-88.27206,12.89969,17.2738,0.000134,2.692094,,,,
12/9/2020 19:14,1.70121,1.37371,2.207638,452.235,12.88932,25.48755,33.52618,805.3,13.43539,-88.27206,12.89969,20.955,-0.01489,2.440938,,,,
