Date,Time,t[ms],CO2[ppm],SO2[ppm],T[C],Pressure[Pa],Humidity[%],SO2_cal(ppm),CO2_cal(mol/L),CO2_cal(mg/L),CO2_cal_corr(mg/L),CO2_cal_corr(mol/m3),CO2_mix_ra(mol/mol),CO2_mix_ra(ppm),X^2,d,d2,D,sy,sm,sb
2/7/2019,17:37:30,5798,802,16.89,23.97,78892,50.02,0.845794446,0.000015,0.6810,-0.0090,-0.000205255,-6.42692E-06,-6.426915105,0.715368245,-8.447836276,71.36593774,,,,
2/7/2019,17:37:31,6300,816,17,23.97,78890,49.99,0.858422013,0.000016,0.7015,0.0115,0.000261412,8.1855E-06,8.185496229,0.736888353,6.130994569,37.58909441,,,,
2/7/2019,17:37:31,6802,808,17.01,23.97,78896,49.92,0.859569974,0.000016,0.6898,-0.0002,-5.25494E-06,-1.64534E-07,-0.164533696,0.73886054,-2.222088128,4.937675647,,,,
2/7/2019,17:37:32,7304,808,17.31,23.95,78900,49.85,0.894008793,0.000016,0.6898,-0.0002,-5.25494E-06,-1.64514E-07,-0.16451428,0.799251723,-2.313651864,5.352984948,,,,
2/7/2019,17:37:32,7805,807,17.91,23.97,78896,49.82,0.962886432,0.000016,0.6883,-0.0017,-3.85883E-05,-1.20821E-06,-1.208209624,0.927150281,-3.540513513,12.53523594,,,,
2/7/2019,17:37:33,8307,820,18,23.96,78899,49.75,0.973218078,0.000016,0.7074,0.0174,0.000394745,1.23587E-05,12.35869152,0.947153428,9.998912687,99.97825493,,,,
2/7/2019,17:37:33,8809,807,18.13,23.96,78900,49.68,0.988141567,0.000016,0.6883,-0.0017,-3.85883E-05,-1.20811E-06,-1.208107709,0.976423755,-3.607572577,13.0145799,,,,
2/7/2019,17:37:34,9311,810,18.59,23.97,78898,49.61,1.040947756,0.000016,0.6927,0.0027,6.14117E-05,1.92277E-06,1.922769418,1.083572231,-0.61712295,0.380840736,,,,
2/7/2019,17:37:34,9812,813,18.93,23.96,78898,49.58,1.079978418,0.000016,0.6971,0.0071,0.000161412,5.05355E-06,5.053547742,1.166353384,2.409861134,5.807430686,,,,
2/7/2019,17:37:35,10314,812,18.98,23.97,78900,49.51,1.085718222,0.000016,0.6956,0.0056,0.000128078,4.00997E-06,4.009966711,1.178784057,1.351016245,1.825244894,,,,
2/7/2019,17:37:35,10816,814,18.99,23.97,78898,49.44,1.086866182,0.000016,0.6986,0.0086,0.000194745,6.09737E-06,6.097367304,1.181278098,3.435364065,11.80172626,,,,
2/7/2019,17:37:36,11317,811,18.95,23.97,78896,49.4,1.08227434,0.000016,0.6942,0.0042,9.47451E-05,2.96649E-06,2.966494088,1.171317746,0.316701936,0.100300116,,,,
2/7/2019,17:37:36,11791,815,18.91,23.97,78893,49.37,1.077682497,0.000016,0.7000,0.0100,0.000228078,7.14147E-06,7.141469351,1.161399564,4.503888287,20.2850097,,,,
2/7/2019,17:37:37,12291,809,18.94,23.96,78883,49.34,1.081126379,0.000016,0.6912,0.0012,2.80784E-05,8.79258E-07,0.879257522,1.168834247,-1.767481858,3.123992118,,,,
2/7/2019,17:37:37,12835,811,18.93,23.97,78894,49.27,1.079978418,0.000016,0.6942,0.0042,9.47451E-05,2.96657E-06,2.96656929,1.166353384,0.322882682,0.104253226,,,,
2/7/2019,17:37:38,13290,814,18.8,23.97,78887,49.24,1.06505493,0.000016,0.6986,0.0086,0.000194745,6.09822E-06,6.09821752,1.134342004,3.494216945,12.20955206,,,,
2/7/2019,17:37:38,13791,810,18.87,23.94,78890,49.2,1.073090654,0.000016,0.6927,0.0027,6.14117E-05,1.92277E-06,1.92277024,1.151523553,-0.702599738,0.493646391,,,,
2/7/2019,17:37:39,14290,810,18.92,23.96,78887,49.13,1.078830458,0.000016,0.6927,0.0027,6.14117E-05,1.92297E-06,1.922972806,1.163875156,-0.71766103,0.515037354,,,,
2/7/2019,17:37:39,14790,811,18.88,23.97,78894,49.1,1.074238615,0.000016,0.6942,0.0042,9.47451E-05,2.96657E-06,2.96656929,1.153988602,0.33814654,0.114343083,,,,
2/7/2019,17:37:40,15291,813,18.92,23.97,78893,49.06,1.078830458,0.000016,0.6971,0.0071,0.000161412,5.05404E-06,5.054038122,1.163875156,2.413404286,5.824520245,,,,
2/7/2019,17:37:40,15791,813,18.89,23.96,78891,49.03,1.075386576,0.000016,0.6971,0.0071,0.000161412,5.054E-06,5.053996144,1.156456287,2.422520623,5.868606167,,,,
2/7/2019,17:37:41,16290,811,18.92,23.97,78892,48.99,1.078830458,0.000016,0.6942,0.0042,9.47451E-05,2.96664E-06,2.966644495,1.163875156,0.326010659,0.10628295,,,,
2/7/2019,17:37:41,16790,814,18.94,23.97,78888,48.96,1.081126379,0.000016,0.6986,0.0086,0.000194745,6.09814E-06,6.098140218,1.168834247,3.451400839,11.91216775,,,,
2/7/2019,17:37:42,17291,806,18.97,23.97,78889,48.92,1.084570261,0.000016,0.6868,-0.0032,-7.19216E-05,-2.25209E-06,-2.252085366,1.176292651,-4.907983061,24.08829773,,,,
2/7/2019,17:37:42,17792,811,18.97,23.96,78883,48.89,1.084570261,0.000016,0.6942,0.0042,9.47451E-05,2.96688E-06,2.966883111,1.176292651,0.310985416,0.096711929,,,,
2/7/2019,17:37:43,18293,813,18.9,23.96,78886,48.86,1.076534536,0.000016,0.6971,0.0071,0.000161412,5.05432E-06,5.054316479,1.158926608,2.419788186,5.855374867,,,,
2/7/2019,17:37:43,18795,821,18.83,23.96,78887,48.82,1.068498812,0.000016,0.7088,0.0188,0.000428078,1.34043E-05,13.40433135,1.141689711,10.79117246,116.449403,,,,
2/7/2019,17:37:44,19297,814,18.95,23.97,78886,48.79,1.08227434,0.000016,0.6986,0.0086,0.000194745,6.09829E-06,6.098294825,1.171317746,3.448502673,11.89217069,,,,
2/7/2019,17:37:44,19799,805,18.84,23.97,78889,48.76,1.069646773,0.000016,0.6854,-0.0046,-0.000105255,-3.29585E-06,-3.295853902,1.144144218,-5.912065564,34.95251923,,,,
2/7/2019,17:37:45,20301,807,18.86,23.96,78885,48.76,1.071942694,0.000016,0.6883,-0.0017,-3.85883E-05,-1.20834E-06,-1.208337431,1.149061139,-3.830654637,14.67391494,,,,
2/7/2019,17:37:45,20803,811,18.84,23.97,78892,48.72,1.069646773,0.000016,0.6942,0.0042,9.47451E-05,2.96664E-06,2.966644495,1.144144218,0.350432833,0.122803171,,,,
2/7/2019,17:37:46,21305,804,18.86,23.97,78886,48.72,1.071942694,0.000016,0.6839,-0.0061,-0.000138588,-4.33979E-06,-4.339787471,1.149061139,-6.962104677,48.47090153,,,,
2/7/2019,17:37:46,21807,807,18.92,23.97,78886,48.69,1.078830458,0.000016,0.6883,-0.0017,-3.85883E-05,-1.20836E-06,-1.208362783,1.163875156,-3.848996619,14.81477497,,,,
2/7/2019,17:37:47,22308,816,18.89,23.96,78886,48.65,1.075386576,0.000016,0.7015,0.0115,0.000261412,8.18564E-06,8.185635775,1.156456287,5.554160254,30.84869613,,,,
2/7/2019,17:37:47,22810,816,18.91,23.97,78884,48.65,1.077682497,0.000016,0.7015,0.0115,0.000261412,8.18612E-06,8.186118827,1.161399564,5.548537762,30.7862713,,,,
2/7/2019,17:37:48,23312,811,18.8,23.96,78886,48.65,1.06505493,0.000016,0.6942,0.0042,9.47451E-05,2.96677E-06,2.966770282,1.134342004,0.362769706,0.13160186,,,,
2/7/2019,17:37:48,23814,819,18.54,23.96,78870,48.65,1.035207953,0.000016,0.7059,0.0159,0.000361412,1.13193E-05,11.31925089,1.071655506,8.794622381,77.34538283,,,,
2/7/2019,17:37:49,24315,805,18.31,23.97,78875,48.62,1.008804858,0.000016,0.6854,-0.0046,-0.000105255,-3.29644E-06,-3.296438903,1.017687242,-5.750853662,33.07231784,,,,
2/7/2019,17:37:49,24817,806,18.25,23.97,78877,48.62,1.001917094,0.000016,0.6868,-0.0032,-7.19216E-05,-2.25243E-06,-2.252427989,1.003837864,-4.688526118,21.98227716,,,,
2/7/2019,17:37:50,25319,809,18.06,23.97,78874,48.58,0.980105842,0.000016,0.6912,0.0012,2.80784E-05,8.79387E-07,0.879387447,0.960607461,-1.498708018,2.246125723,,,,
2/7/2019,17:37:50,25821,803,18.02,23.97,78873,48.55,0.975513999,0.000016,0.6824,-0.0076,-0.000171922,-5.38448E-06,-5.384483036,0.951627563,-7.750367414,60.06819505,,,,
2/7/2019,17:37:51,26322,806,18,23.97,78877,48.55,0.973218078,0.000016,0.6868,-0.0032,-7.19216E-05,-2.25243E-06,-2.252427989,0.947153428,-4.612206824,21.27245179,,,,
2/7/2019,17:37:51,26824,812,17.98,23.97,78873,48.55,0.970922157,0.000016,0.6956,0.0056,0.000128078,4.01134E-06,4.011339413,0.942689835,1.657666122,2.747856971,,,,
2/7/2019,17:37:52,27329,807,17.83,23.97,78881,48.51,0.953702747,0.000016,0.6883,-0.0017,-3.85883E-05,-1.20844E-06,-1.208439377,0.90954893,-3.516321092,12.36451402,,,,
2/7/2019,17:37:52,27828,804,17.61,23.97,78881,48.51,0.928447613,0.000016,0.6839,-0.0061,-0.000138588,-4.34006E-06,-4.340062556,0.86201497,-6.580783293,43.30670874,,,,
2/7/2019,17:37:53,28329,809,17.51,23.96,78883,48.51,0.916968006,0.000016,0.6912,0.0012,2.80784E-05,8.79258E-07,0.879257522,0.840830325,-1.330935497,1.771389298,,,,
2/7/2019,17:37:53,28831,808,17.28,23.97,78876,48.51,0.890564911,0.000016,0.6898,-0.0002,-5.25494E-06,-1.64575E-07,-0.164575415,0.793105861,-2.304554684,5.310972293,,,,
2/7/2019,17:37:54,29333,815,17.08,23.97,78879,48.51,0.867605698,0.000016,0.7000,0.0100,0.000228078,7.14274E-06,7.14273687,0.752739648,5.063813036,25.64220246,,,,
2/7/2019,17:37:54,29835,809,17.03,23.96,78880,48.51,0.861865895,0.000016,0.6912,0.0012,2.80784E-05,8.79291E-07,0.879290962,0.742812821,-1.184369013,1.402729959,,,,
2/7/2019,17:37:55,30337,811,17.02,23.96,78882,48.55,0.860717935,0.000016,0.6942,0.0042,9.47451E-05,2.96692E-06,2.966920722,0.740835363,0.906313519,0.821404195,,,,
2/7/2019,17:37:55,30838,819,17,23.97,78884,48.55,0.858422013,0.000016,0.7059,0.0159,0.000361412,1.13176E-05,11.31762291,0.736888353,9.263121249,85.80541527,,,,
2/7/2019,17:37:56,31340,805,16.94,23.97,78879,48.55,0.851534249,0.000016,0.6854,-0.0046,-0.000105255,-3.29627E-06,-3.296271739,0.725110578,-5.332456768,28.43509518,,,,
2/7/2019,17:37:56,31842,803,16.79,23.97,78880,48.55,0.83431484,0.000016,0.6824,-0.0076,-0.000171922,-5.38401E-06,-5.384005204,0.696081252,-7.374398657,54.38175555,,,,
2/7/2019,17:37:57,32344,811,16.34,23.97,78883,48.55,0.782656611,0.000016,0.6942,0.0042,9.47451E-05,2.96698E-06,2.966982969,0.61255137,1.113964244,1.240916338,,,,
2/7/2019,17:37:57,32846,817,16.55,23.97,78885,48.58,0.806763784,0.000016,0.7030,0.0130,0.000294745,9.22984E-06,9.229836516,0.650867803,7.312709584,53.47572147,,,,
2/7/2019,17:37:58,33348,802,16.13,23.97,78889,48.58,0.758549437,0.000015,0.6810,-0.0090,-0.000205255,-6.42716E-06,-6.427159509,0.575397248,-8.216070026,67.50380667,,,,
2/7/2019,17:37:58,33850,825,15.98,23.97,78882,48.58,0.741330027,0.000016,0.7147,0.0247,0.000561412,1.75811E-05,17.58107682,0.549570209,15.83795788,250.8409097,,,,
2/7/2019,17:37:59,34352,799,16.03,23.97,78879,48.58,0.74706983,0.000015,0.6766,-0.0134,-0.000305255,-9.55968E-06,-9.559676903,0.558113332,-11.3180597,128.0984755,,,,
2/7/2019,17:37:59,34853,809,16.13,23.97,78882,48.62,0.758549437,0.000016,0.6912,0.0012,2.80784E-05,8.79298E-07,0.879298262,0.575397248,-0.909612255,0.827394455,,,,
2/7/2019,17:38:00,35355,816,16.11,23.97,78882,48.62,0.756253516,0.000016,0.7015,0.0115,0.000261412,8.18633E-06,8.18632638,0.57191938,6.403521406,41.0050864,,,,
2/7/2019,17:38:00,35857,811,16.18,23.97,78889,48.62,0.76428924,0.000016,0.6942,0.0042,9.47451E-05,2.96676E-06,2.966757311,0.584138043,1.162582935,1.351599081,,,,
2/7/2019,17:38:01,36359,817,16.49,23.97,78882,48.62,0.79987602,0.000016,0.7030,0.0130,0.000294745,9.23019E-06,9.23018754,0.639801648,7.331377239,53.74909223,,,,
2/7/2019,17:38:01,36860,821,16.66,23.97,78885,48.62,0.819391351,0.000016,0.7088,0.0188,0.000428078,1.34051E-05,13.40512236,0.671402187,11.45441494,131.2036217,,,,
2/7/2019,17:38:02,37362,816,16.94,23.97,78882,48.62,0.851534249,0.000016,0.7015,0.0115,0.000261412,8.18633E-06,8.18632638,0.725110578,6.150141351,37.82423864,,,,
2/7/2019,17:38:02,37864,818,16.98,23.97,78885,48.62,0.856126092,0.000016,0.7044,0.0144,0.000328078,1.02737E-05,10.27365798,0.732951885,8.225261861,67.65493268,,,,
2/7/2019,17:38:03,38366,820,17,23.98,78882,48.62,0.858422013,0.000016,0.7074,0.0174,0.000394745,1.23622E-05,12.36218707,0.736888353,10.30768541,106.2483786,,,,
2/7/2019,17:38:03,38862,804,17.02,23.96,78879,48.62,0.860717935,0.000016,0.6839,-0.0061,-0.000138588,-4.34003E-06,-4.340026525,0.740835363,-6.400633728,40.96811212,,,,
2/7/2019,17:38:04,39364,809,17.06,23.97,78879,48.62,0.865309777,0.000016,0.6912,0.0012,2.80784E-05,8.79332E-07,0.879331705,0.74876101,-1.193486586,1.42441023,,,,
2/7/2019,17:38:04,39866,802,17.15,23.97,78878,48.58,0.875641423,0.000015,0.6810,-0.0090,-0.000205255,-6.42806E-06,-6.428055814,0.766747902,-8.52834905,72.73273752,,,,
2/7/2019,17:38:05,40361,821,17.22,23.97,78873,48.58,0.883677148,0.000016,0.7088,0.0188,0.000428078,1.34072E-05,13.40716186,0.780885301,11.28549922,127.3624927,,,,
2/7/2019,17:38:05,40863,805,17.41,23.98,78878,48.58,0.9054884,0.000016,0.6854,-0.0046,-0.000105255,-3.29642E-06,-3.29642447,0.819909242,-5.476089772,29.98755919,,,,
2/7/2019,17:38:06,41365,805,17.69,23.97,78877,48.55,0.937631298,0.000016,0.6854,-0.0046,-0.000105255,-3.29636E-06,-3.296355319,0.879152451,-5.561498229,30.93026256,,,,
2/7/2019,17:38:06,41864,807,17.76,23.98,78880,48.55,0.945667023,0.000016,0.6883,-0.0017,-3.85883E-05,-1.2085E-06,-1.208495369,0.894286118,-3.495007682,12.2150787,,,,
2/7/2019,17:38:07,42365,806,17.88,23.98,78875,48.51,0.95944255,0.000016,0.6868,-0.0032,-7.19216E-05,-2.25256E-06,-2.252560913,0.920530007,-4.575706487,20.93708986,,,,
2/7/2019,17:38:07,42867,814,17.93,23.97,78870,48.51,0.965182354,0.000016,0.6986,0.0086,0.000194745,6.09953E-06,6.099531958,0.931576976,3.761122525,14.14604265,,,,
2/7/2019,17:38:08,43370,812,17.99,23.98,78868,48.48,0.972070117,0.000016,0.6956,0.0056,0.000128078,4.01173E-06,4.011728736,0.944920313,1.655002673,2.739033847,,,,
2/7/2019,17:38:08,43872,801,18,23.97,78866,48.48,0.973218078,0.000015,0.6795,-0.0105,-0.000238588,-7.47311E-06,-7.47310682,0.947153428,-9.832885655,96.68564031,,,,
2/7/2019,17:38:09,44374,807,18,23.98,78875,48.48,0.973218078,0.000016,0.6883,-0.0017,-3.85883E-05,-1.20857E-06,-1.208571977,0.947153428,-3.568350812,12.73312752,,,,
2/7/2019,17:38:09,44875,812,18,23.98,78876,48.44,0.973218078,0.000016,0.6956,0.0056,0.000128078,4.01132E-06,4.011321847,0.947153428,1.651543012,2.727594319,,,,
2/7/2019,17:38:10,45377,812,18.02,23.97,78871,48.44,0.975513999,0.000016,0.6956,0.0056,0.000128078,4.01144E-06,4.011441132,0.951627563,1.645556754,2.707857029,,,,
2/7/2019,17:38:10,45879,808,18.01,23.97,78875,48.44,0.974366039,0.000016,0.6898,-0.0002,-5.25494E-06,-1.64578E-07,-0.164577502,0.949389177,-2.527409109,6.387796803,,,,
2/7/2019,17:38:11,46381,799,18.11,23.98,78874,48.41,0.985845645,0.000015,0.6766,-0.0134,-0.000305255,-9.5606E-06,-9.560604678,0.971891636,-11.953964,142.8972554,,,,
2/7/2019,17:38:11,46885,817,18.29,23.97,78881,48.41,1.006508937,0.000016,0.7030,0.0130,0.000294745,9.2303E-06,9.230304554,1.01306024,6.781995338,45.99546077,,,,
2/7/2019,17:38:12,47384,809,18.46,23.97,78874,48.41,1.026024268,0.000016,0.6912,0.0012,2.80784E-05,8.79387E-07,0.879387447,1.052725798,-1.620818888,2.627053868,,,,
2/7/2019,17:38:12,47886,810,18.61,23.97,78864,48.41,1.043243678,0.000016,0.6927,0.0027,6.14117E-05,1.9236E-06,1.923598366,1.088357371,-0.622399546,0.387381195,,,,
2/7/2019,17:38:13,48388,809,18.82,23.97,78872,48.41,1.067350851,0.000016,0.6912,0.0012,2.80784E-05,8.7941E-07,0.879409747,1.13923784,-1.730696372,2.995309932,,,,
2/7/2019,17:38:13,48889,811,18.35,23.97,78869,48.37,1.013396701,0.000016,0.6942,0.0042,9.47451E-05,2.96751E-06,2.967509637,1.026972873,0.50088379,0.250884571,,,,
2/7/2019,17:38:14,49391,814,19,23.97,78871,48.37,1.088014143,0.000016,0.6986,0.0086,0.000194745,6.09945E-06,6.099454623,1.183774775,3.434398612,11.79509383,,,,
2/7/2019,17:38:14,49828,814,19,23.98,78871,48.37,1.088014143,0.000016,0.6986,0.0086,0.000194745,6.09966E-06,6.099659908,1.183774775,3.434603898,11.79650394,,,,
2/7/2019,17:38:15,50330,813,19,23.97,78879,48.34,1.088014143,0.000016,0.6971,0.0071,0.000161412,5.05494E-06,5.054935148,1.183774775,2.389879138,5.711522293,,,,
2/7/2019,17:38:15,50832,806,18.6,23.97,78869,48.34,1.042095717,0.000016,0.6868,-0.0032,-7.19216E-05,-2.25266E-06,-2.252656462,1.085963483,-4.795601602,22.99779472,,,,
2/7/2019,17:38:16,51335,814,19,23.97,78875,48.31,1.088014143,0.000016,0.6986,0.0086,0.000194745,6.09915E-06,6.0991453,1.183774775,3.43408929,11.79296925,,,,
2/7/2019,17:38:16,51836,829,19.01,23.98,78874,48.31,1.089162104,0.000016,0.7206,0.0306,0.000694745,2.17595E-05,21.75946049,1.186274088,19.09135171,364.47971,,,,
2/7/2019,17:38:17,52338,807,18.98,23.97,78880,48.28,1.085718222,0.000016,0.6883,-0.0017,-3.85883E-05,-1.20845E-06,-1.208454697,1.178784057,-3.867405163,14.9568227,,,,
2/7/2019,17:38:17,52840,817,18.88,23.98,78875,48.24,1.074238615,0.000016,0.7030,0.0130,0.000294745,9.23132E-06,9.231317384,1.153988602,6.602894635,43.59821755,,,,
2/7/2019,17:38:18,53342,817,18.71,23.98,78885,48.21,1.054723284,0.000016,0.7030,0.0130,0.000294745,9.23015E-06,9.230147159,1.112441206,6.65362153,44.27067946,,,,
2/7/2019,17:38:18,53843,816,18.56,23.98,78882,48.21,1.037503874,0.000016,0.7015,0.0115,0.000261412,8.1866E-06,8.186601903,1.076414289,5.65586785,31.98884113,,,,
2/7/2019,17:38:19,54345,815,18.38,23.98,78877,48.17,1.016840583,0.000016,0.7000,0.0100,0.000228078,7.14316E-06,7.143158385,1.033964771,4.667374224,21.78438215,,,,
2/7/2019,17:38:19,54847,810,18.24,23.98,78883,48.14,1.000769134,0.000016,0.6927,0.0027,6.14117E-05,1.9232E-06,1.923199768,1.001538859,-0.509845589,0.259942525,,,,
2/7/2019,17:38:20,55349,810,18.11,23.98,78882,48.14,0.985845645,0.000016,0.6927,0.0027,6.14117E-05,1.92322E-06,1.923224149,0.971891636,-0.470135176,0.221027083,,,,
2/7/2019,17:38:20,55851,809,18.05,23.98,78877,48.1,0.978957881,0.000016,0.6912,0.0012,2.80784E-05,8.79384E-07,0.879383597,0.958358533,-1.495659097,2.236996134,,,,
2/7/2019,17:38:21,56352,818,18,23.98,78868,48.07,0.973218078,0.000016,0.7044,0.0144,0.000328078,1.02762E-05,10.27621831,0.947153428,7.916439479,62.67001402,,,,
2/7/2019,17:38:21,56854,812,18,23.99,78886,48.07,0.973218078,0.000016,0.6956,0.0056,0.000128078,4.01095E-06,4.010948336,0.947153428,1.651169501,2.72636072,,,,
2/7/2019,17:38:22,57356,817,17.99,23.98,78880,48.07,0.972070117,0.000016,0.7030,0.0130,0.000294745,9.23073E-06,9.230732234,0.944920313,6.874006171,47.25196084,,,,
2/7/2019,17:38:22,57858,806,18,23.97,78883,48.03,0.973218078,0.000016,0.6868,-0.0032,-7.19216E-05,-2.25226E-06,-2.252256665,0.947153428,-4.6120355,21.27087145,,,,
2/7/2019,17:38:23,58359,807,17.97,23.99,78884,48.03,0.969774196,0.000016,0.6883,-0.0017,-3.85883E-05,-1.20847E-06,-1.208474759,0.940461992,-3.559095279,12.66715921,,,,
2/7/2019,17:38:23,58861,814,17.95,23.97,78883,48.03,0.967478275,0.000016,0.6986,0.0086,0.000194745,6.09853E-06,6.098526749,0.936014212,3.754011773,14.09260439,,,,
2/7/2019,17:38:24,59363,810,17.8,23.99,78884,48.03,0.950258865,0.000016,0.6927,0.0027,6.14117E-05,1.92324E-06,1.923240113,0.902991911,-0.375483287,0.140987699,,,,
2/7/2019,17:38:24,59865,817,17.7,23.98,78879,48.03,0.938779259,0.000016,0.7030,0.0130,0.000294745,9.23085E-06,9.230849258,0.881306496,6.962653576,48.47854481,,,,
2/7/2019,17:38:25,60366,814,17.58,23.98,78883,48.03,0.925003731,0.000016,0.6986,0.0086,0.000194745,6.09873E-06,6.098732004,0.855631902,3.867169582,14.95500058,,,,
2/7/2019,17:38:25,60868,817,17.51,23.98,78884,48.07,0.916968006,0.000016,0.7030,0.0130,0.000294745,9.23026E-06,9.230264168,0.840830325,7.020071149,49.28139893,,,,
2/7/2019,17:38:26,61373,818,17.38,23.98,78877,48.07,0.902044518,0.000016,0.7044,0.0144,0.000328078,1.0275E-05,10.27504578,0.813684312,8.104538793,65.68354905,,,,
2/7/2019,17:38:26,61872,816,17.29,23.99,78880,48.07,0.891712872,0.000016,0.7015,0.0115,0.000261412,8.18709E-06,8.187085003,0.795151846,6.044052963,36.53057622,,,,
2/7/2019,17:38:27,62373,808,17.26,23.98,78874,48.07,0.88826899,0.000016,0.6898,-0.0002,-5.25494E-06,-1.64585E-07,-0.164585128,0.789021799,-2.298458853,5.2829131,,,,
2/7/2019,17:38:27,62875,808,17.14,23.98,78876,48.1,0.874493462,0.000016,0.6898,-0.0002,-5.25494E-06,-1.64581E-07,-0.164580954,0.764738816,-2.261821419,5.115836131,,,,
2/7/2019,17:38:28,63377,815,17.19,23.98,78872,48.1,0.880233266,0.000016,0.7000,0.0100,0.000228078,7.14361E-06,7.143611218,0.774810602,5.031106895,25.31203658,,,,
2/7/2019,17:38:28,63880,809,17.11,24,78877,48.1,0.87104958,0.000016,0.6912,0.0012,2.80784E-05,8.79443E-07,0.879442789,0.758727372,-1.208639361,1.460809104,,,,
2/7/2019,17:38:29,64381,818,17.08,24,78872,48.1,0.867605698,0.000016,0.7044,0.0144,0.000328078,1.02764E-05,10.27638882,0.752739648,8.197464984,67.19843216,,,,
2/7/2019,17:38:29,64883,811,17.11,23.99,78871,48.1,0.87104958,0.000016,0.6942,0.0042,9.47451E-05,2.96763E-06,2.967634133,0.758727372,0.879551984,0.773611693,,,,
2/7/2019,17:38:30,65385,807,17.09,23.98,78872,48.1,0.868753659,0.000016,0.6883,-0.0017,-3.85883E-05,-1.20862E-06,-1.208617947,0.75473292,-3.290594552,10.82801251,,,,
2/7/2019,17:38:30,65887,807,17.06,23.99,78871,48.1,0.865309777,0.000016,0.6883,-0.0017,-3.85883E-05,-1.20867E-06,-1.208673948,0.74876101,-3.281492238,10.76819131,,,,
2/7/2019,17:38:31,66388,805,17.09,23.98,78875,48.1,0.868753659,0.000016,0.6854,-0.0046,-0.000105255,-3.29655E-06,-3.296549849,0.75473292,-5.378526455,28.92854683,,,,
2/7/2019,17:38:31,66890,811,17.03,24,78874,48.07,0.861865895,0.000016,0.6942,0.0042,9.47451E-05,2.96762E-06,2.967621128,0.742812821,0.903961153,0.817145766,,,,
2/7/2019,17:38:32,67317,804,17.11,23.99,78871,48.07,0.87104958,0.000016,0.6839,-0.0061,-0.000138588,-4.34091E-06,-4.340905009,0.758727372,-6.428987158,41.33187587,,,,
2/7/2019,17:38:32,67819,815,17.01,23.99,78876,48.07,0.859569974,0.000016,0.7000,0.0100,0.000228078,7.14349E-06,7.143489356,0.73886054,5.085934924,25.86673405,,,,
2/7/2019,17:38:33,68321,816,17.01,24,78873,48.03,0.859569974,0.000016,0.7015,0.0115,0.000261412,8.18809E-06,8.188087163,0.73886054,6.130532732,37.58343158,,,,
2/7/2019,17:38:33,68823,811,17.01,23.99,78879,48.03,0.859569974,0.000016,0.6942,0.0042,9.47451E-05,2.96733E-06,2.967333153,0.73886054,0.909778721,0.827697321,,,,
2/7/2019,17:38:34,69324,816,17.01,24,78877,48.03,0.859569974,0.000016,0.7015,0.0115,0.000261412,8.18767E-06,8.18767193,0.73886054,6.130117499,37.57834055,,,,
2/7/2019,17:38:34,69826,814,17.04,24,78879,48,0.863013856,0.000016,0.6986,0.0086,0.000194745,6.09945E-06,6.099451804,0.744792915,4.032739057,16.2629843,,,,
