Date,Time,Time_corr,-6,,Time_,t[ms],CO2[ppm],SO2[ppm],T[C],Pressure[Pa],Humidity[%],SO2_cal(ppm),CO2_cal(mol/L),CO2_cal(mg/L),CO2_cal_corr(mg/L),CO2_cal_corr(mol/m3),CO2_mix_ra(mol/mol),CO2_mix_ra(ppm),X2,d,d2,D,sy,sm,sb
1/29/2019 20:34,8:34:42 PM,43494.86,6:00:00 AM,0.25,2:34:42 PM,8291,797,15.04,23.02,77093,52.79,0.633421726,1.53063E-05,0.67363173,-0.01866827,-0.000424182,-1.35484E-05,-13.54842602,,,,,,,
1/29/2019 20:34,8:34:42 PM,43494.86,6:00:00 AM,0.25,2:34:42 PM,8793,797,15.18,23.02,77097,52.74,0.649493175,1.53063E-05,0.67363173,-0.01866827,-0.000424182,-1.35477E-05,-13.54772309,,,,,,,
1/29/2019 20:34,8:34:43 PM,43494.86,6:00:00 AM,0.25,2:34:43 PM,9297,798,15.41,23.02,77101,52.69,0.67589627,1.53397E-05,0.67509873,-0.01720127,-0.000390849,-1.24825E-05,-12.48246103,,,,,,,
1/29/2019 20:34,8:34:43 PM,43494.86,6:00:00 AM,0.25,2:34:43 PM,9796,795,15.63,23.01,77097,52.65,0.701151405,1.52397E-05,0.67069773,-0.02160227,-0.000490849,-1.56764E-05,-15.67642265,,,,,,,
1/29/2019 20:34,8:34:44 PM,43494.86,6:00:00 AM,0.25,2:34:44 PM,10299,800,15.78,23.02,77094,52.6,0.718370814,1.54063E-05,0.67803273,-0.01426727,-0.000324182,-1.03543E-05,-10.35428268,,,,,,,
1/29/2019 20:34,8:34:44 PM,43494.86,6:00:00 AM,0.25,2:34:44 PM,10770,799,15.9,23.01,77089,52.57,0.732146342,0.000015373,0.67656573,-0.01573427,-0.000357516,-1.14193E-05,-11.4192936,,,,,,,
1/29/2019 20:34,8:34:45 PM,43494.86,6:00:00 AM,0.25,2:34:45 PM,11270,807,15.96,23.01,77085,52.55,0.739034106,1.56397E-05,0.68830173,-0.00399827,-9.08491E-05,-2.90193E-06,-2.901932421,,,,,,,
1/29/2019 20:34,8:34:45 PM,43494.86,6:00:00 AM,0.25,2:34:45 PM,11771,803,16.12,23.01,77086,52.52,0.757401476,1.55063E-05,0.68243373,-0.00986627,-0.000224182,-7.16082E-06,-7.160816396,,,,,,,
1/29/2019 20:34,8:34:46 PM,43494.86,6:00:00 AM,0.25,2:34:46 PM,12270,800,16.5,23.02,77077,52.49,0.801023981,1.54063E-05,0.67803273,-0.01426727,-0.000324182,-1.03566E-05,-10.35656641,,,,,,,
1/29/2019 20:34,8:34:46 PM,43494.86,6:00:00 AM,0.25,2:34:46 PM,12770,800,16.86,23.01,77069,52.46,0.842350564,1.54063E-05,0.67803273,-0.01426727,-0.000324182,-1.03573E-05,-10.35729173,,,,,,,
1/29/2019 20:34,8:34:47 PM,43494.86,6:00:00 AM,0.25,2:34:47 PM,13271,793,17.11,23.01,77049,52.41,0.87104958,0.000015173,0.66776373,-0.02453627,-0.000557516,-1.78167E-05,-17.81667215,,,,,,,
1/29/2019 20:34,8:34:47 PM,43494.86,6:00:00 AM,0.25,2:34:47 PM,13770,795,17.66,23.02,77053,52.38,0.934187416,1.52397E-05,0.67069773,-0.02160227,-0.000490849,-1.56859E-05,-15.68590406,,,,,,,
1/29/2019 20:34,8:34:48 PM,43494.86,6:00:00 AM,0.25,2:34:48 PM,14270,796,18.03,23.01,77071,52.35,0.97666196,0.000015273,0.67216473,-0.02013527,-0.000457516,-1.46168E-05,-14.61677348,,,,,,,
1/29/2019 20:34,8:34:48 PM,43494.86,6:00:00 AM,0.25,2:34:48 PM,14770,781,18.11,23.02,77048,52.33,0.985845645,0.000014773,0.65015973,-0.04214027,-0.000957516,-3.0601E-05,-30.60100297,,,,,,,
1/29/2019 20:34,8:34:49 PM,43494.86,6:00:00 AM,0.25,2:34:49 PM,15270,800,18.44,23.01,77026,52.3,1.023728347,1.54063E-05,0.67803273,-0.01426727,-0.000324182,-1.03631E-05,-10.36307372,,,,,,,
1/29/2019 20:34,8:34:49 PM,43494.86,6:00:00 AM,0.25,2:34:49 PM,15770,786,18.75,22.99,77008,52.27,1.059315127,1.49397E-05,0.65749473,-0.03480527,-0.000790849,-2.52851E-05,-25.28511228,,,,,,,
1/29/2019 20:34,8:34:50 PM,43494.86,6:00:00 AM,0.25,2:34:50 PM,16270,798,18.95,23.02,77001,52.24,1.08227434,1.53397E-05,0.67509873,-0.01720127,-0.000390849,-1.24987E-05,-12.49867181,,,,,,,
1/29/2019 20:34,8:34:50 PM,43494.86,6:00:00 AM,0.25,2:34:50 PM,16772,800,19.05,22.99,76995,52.21,1.093753946,1.54063E-05,0.67803273,-0.01426727,-0.000324182,-1.03665E-05,-10.36654603,,,,,,,
1/29/2019 20:34,8:34:51 PM,43494.86,6:00:00 AM,0.25,2:34:51 PM,17273,804,19.34,22.99,76984,52.19,1.127044805,1.55397E-05,0.68390073,-0.00839927,-0.000190849,-6.10375E-06,-6.103750783,,,,,,,
1/29/2019 20:34,8:34:51 PM,43494.86,6:00:00 AM,0.25,2:34:51 PM,17775,798,19.53,22.99,76967,52.16,1.148856057,1.53397E-05,0.67509873,-0.01720127,-0.000390849,-1.25029E-05,-12.50292648,,,,,,,
1/29/2019 20:34,8:34:52 PM,43494.86,6:00:00 AM,0.25,2:34:52 PM,18277,801,19.57,23.02,76976,52.14,1.1534479,1.54397E-05,0.67949973,-0.01280027,-0.000290849,-9.30387E-06,-9.303867308,,,,,,,
1/29/2019 20:34,8:34:52 PM,43494.86,6:00:00 AM,0.25,2:34:52 PM,18782,790,19.58,23.01,76971,52.11,1.15459586,0.000015073,0.66336273,-0.02893727,-0.000657516,-2.10337E-05,-21.03369057,,,,,,,
1/29/2019 20:34,8:34:53 PM,43494.86,6:00:00 AM,0.25,2:34:53 PM,19280,807,19.59,23.02,76956,52.07,1.155743821,1.56397E-05,0.68830173,-0.00399827,-9.08491E-05,-2.9069E-06,-2.90689503,,,,,,,
1/29/2019 20:34,8:34:53 PM,43494.86,6:00:00 AM,0.25,2:34:53 PM,19782,803,19.56,23.01,76955,52.05,1.152299939,1.55063E-05,0.68243373,-0.00986627,-0.000224182,-7.17301E-06,-7.173006208,,,,,,,
1/29/2019 20:34,8:34:54 PM,43494.86,6:00:00 AM,0.25,2:34:54 PM,20284,800,19.64,22.99,76944,52.02,1.161483624,1.54063E-05,0.67803273,-0.01426727,-0.000324182,-1.03734E-05,-10.37341718,,,,,,,
1/29/2019 20:34,8:34:54 PM,43494.86,6:00:00 AM,0.25,2:34:54 PM,20786,799,19.9,23.01,76945,52,1.191330601,0.000015373,0.67656573,-0.01573427,-0.000357516,-1.14407E-05,-11.44066443,,,,,,,
1/29/2019 20:34,8:34:55 PM,43494.86,6:00:00 AM,0.25,2:34:55 PM,21287,792,20,23.01,76939,52,1.202810208,1.51397E-05,0.66629673,-0.02600327,-0.000590849,-1.89089E-05,-18.9089094,,,,,,,
1/29/2019 20:34,8:34:55 PM,43494.86,6:00:00 AM,0.25,2:34:55 PM,21790,793,20.24,23.01,76946,51.97,1.230361263,0.000015173,0.66776373,-0.02453627,-0.000557516,-1.78405E-05,-17.84052157,,,,,,,
1/29/2019 20:34,8:34:56 PM,43494.86,6:00:00 AM,0.25,2:34:56 PM,22292,802,20.82,22.99,76938,51.91,1.296942981,0.000015473,0.68096673,-0.01133327,-0.000257516,-8.24081E-06,-8.240813135,,,,,,,
1/29/2019 20:34,8:34:56 PM,43494.86,6:00:00 AM,0.25,2:34:56 PM,22794,807,21.02,23.02,76943,51.91,1.319902194,1.56397E-05,0.68830173,-0.00399827,-9.08491E-05,-2.90739E-06,-2.907386168,,,,,,,
1/29/2019 20:34,8:34:57 PM,43494.86,6:00:00 AM,0.25,2:34:57 PM,23296,805,21.19,22.99,76930,51.85,1.339417525,0.000015573,0.68536773,-0.00693227,-0.000157516,-5.04122E-06,-5.041217795,,,,,,,
1/29/2019 20:34,8:34:57 PM,43494.86,6:00:00 AM,0.25,2:34:57 PM,23797,781,21.68,23.01,76932,51.85,1.395667597,0.000014773,0.65015973,-0.04214027,-0.000957516,-3.06461E-05,-30.64610914,,,,,,,
1/29/2019 20:34,8:34:58 PM,43494.86,6:00:00 AM,0.25,2:34:58 PM,24299,809,22.03,22.99,76935,51.83,1.435846219,1.57063E-05,0.69123573,-0.00106427,-2.41825E-05,-7.73898E-07,-0.773897753,,,,,,,
1/29/2019 20:34,8:34:58 PM,43494.86,6:00:00 AM,0.25,2:34:58 PM,24801,811,22.31,23.02,76938,51.83,1.467989117,0.000015773,0.69416973,0.00186973,4.24842E-05,1.35968E-06,1.359683166,,,,,,,
1/29/2019 20:34,8:34:59 PM,43494.86,6:00:00 AM,0.25,2:34:59 PM,25303,795,22.17,23.01,76935,51.8,1.451917668,1.52397E-05,0.67069773,-0.02160227,-0.000490849,-1.57094E-05,-15.70943208,,,,,,,
1/29/2019 20:34,8:34:59 PM,43494.86,6:00:00 AM,0.25,2:34:59 PM,25804,796,22.01,23.01,76952,51.78,1.433550298,0.000015273,0.67216473,-0.02013527,-0.000457516,-1.46394E-05,-14.63937713,,,,,,,
1/29/2019 20:35,8:35:00 PM,43494.86,6:00:00 AM,0.25,2:35:00 PM,26306,804,21.66,23.02,76947,51.75,1.393371675,1.55397E-05,0.68390073,-0.00839927,-0.000190849,-6.1073E-06,-6.107304403,,,,,,,
1/29/2019 20:35,8:35:00 PM,43494.86,6:00:00 AM,0.25,2:35:00 PM,26808,789,21.08,23.01,76954,51.72,1.326789958,1.50397E-05,0.66189573,-0.03040427,-0.000690849,-2.21049E-05,-22.10489389,,,,,,,
1/29/2019 20:35,8:35:01 PM,43494.86,6:00:00 AM,0.25,2:35:01 PM,27310,797,20.75,23.01,76937,51.69,1.288907256,1.53063E-05,0.67363173,-0.01866827,-0.000424182,-1.35754E-05,-13.57543887,,,,,,,
1/29/2019 20:35,8:35:01 PM,43494.86,6:00:00 AM,0.25,2:35:01 PM,27811,786,20.41,22.99,76916,51.66,1.249876594,1.49397E-05,0.65749473,-0.03480527,-0.000790849,-2.53154E-05,-25.31535605,,,,,,,
1/29/2019 20:35,8:35:02 PM,43494.86,6:00:00 AM,0.25,2:35:02 PM,28316,816,20.57,23.01,76923,51.64,1.268243965,1.59397E-05,0.70150473,0.00920473,0.000209151,6.69484E-06,6.694835242,,,,,,,
1/29/2019 20:35,8:35:02 PM,43494.86,6:00:00 AM,0.25,2:35:02 PM,28815,810,20.8,23.02,76923,51.61,1.294647059,1.57397E-05,0.69270273,0.00040273,9.15087E-06,2.92926E-07,0.292925706,,,,,,,
1/29/2019 20:35,8:35:03 PM,43494.86,6:00:00 AM,0.25,2:35:03 PM,29317,811,21.02,23.01,76933,51.58,1.319902194,0.000015773,0.69416973,0.00186973,4.24842E-05,1.35973E-06,1.359725622,,,,,,,
1/29/2019 20:35,8:35:03 PM,43494.86,6:00:00 AM,0.25,2:35:03 PM,29818,814,21.36,23.01,76947,51.56,1.358932856,0.000015873,0.69857073,0.00627073,0.000142484,4.55944E-06,4.559439553,,,,,,,
1/29/2019 20:35,8:35:04 PM,43494.86,6:00:00 AM,0.25,2:35:04 PM,30320,797,21.9,22.99,76960,51.53,1.420922731,1.53063E-05,0.67363173,-0.01866827,-0.000424182,-1.35705E-05,-13.57046528,,,,,,,
1/29/2019 20:35,8:35:04 PM,43494.86,6:00:00 AM,0.25,2:35:04 PM,30822,829,21.97,23.01,76967,51.47,1.428958455,0.000016373,0.72057573,0.02827573,0.000642484,2.05539E-05,20.55390382,,,,,,,
1/29/2019 20:35,8:35:05 PM,43494.86,6:00:00 AM,0.25,2:35:05 PM,31324,792,21.77,23.01,76986,51.44,1.405999242,1.51397E-05,0.66629673,-0.02600327,-0.000590849,-1.88974E-05,-18.8973655,,,,,,,
1/29/2019 20:35,8:35:05 PM,43494.86,6:00:00 AM,0.25,2:35:05 PM,31825,823,21.42,23.01,76968,51.42,1.36582062,0.000016173,0.71177373,0.01947373,0.000442484,1.41555E-05,14.15546029,,,,,,,
1/29/2019 20:35,8:35:06 PM,43494.86,6:00:00 AM,0.25,2:35:06 PM,32327,819,21.07,23.01,76958,51.39,1.325641997,1.60397E-05,0.70590573,0.01360573,0.000309151,9.89129E-06,9.891294411,,,,,,,
1/29/2019 20:35,8:35:06 PM,43494.86,6:00:00 AM,0.25,2:35:06 PM,32829,807,20.95,23.01,76982,51.39,1.311866469,1.56397E-05,0.68830173,-0.00399827,-9.08491E-05,-2.90582E-06,-2.905815135,,,,,,,
1/29/2019 20:35,8:35:07 PM,43494.86,6:00:00 AM,0.25,2:35:07 PM,33331,795,20.8,23.01,76996,51.36,1.294647059,1.52397E-05,0.67069773,-0.02160227,-0.000490849,-1.5697E-05,-15.69698629,,,,,,,
1/29/2019 20:35,8:35:07 PM,43494.86,6:00:00 AM,0.25,2:35:07 PM,33832,813,20.83,23.01,76997,51.36,1.298090941,1.58397E-05,0.69710373,0.00480373,0.000109151,3.49052E-06,3.490517647,,,,,,,
1/29/2019 20:35,8:35:08 PM,43494.86,6:00:00 AM,0.25,2:35:08 PM,34334,819,20.84,23.01,76978,51.33,1.299238902,1.60397E-05,0.70590573,0.01360573,0.000309151,9.88872E-06,9.88872451,,,,,,,
1/29/2019 20:35,8:35:08 PM,43494.86,6:00:00 AM,0.25,2:35:08 PM,34837,816,20.75,22.99,76981,51.3,1.288907256,1.59397E-05,0.70150473,0.00920473,0.000209151,6.68934E-06,6.689339365,,,,,,,
1/29/2019 20:35,8:35:09 PM,43494.86,6:00:00 AM,0.25,2:35:09 PM,35339,809,20.92,23.01,77014,51.28,1.308422587,1.57063E-05,0.69123573,-0.00106427,-2.41825E-05,-7.73156E-07,-0.773156111,,,,,,,
1/29/2019 20:35,8:35:09 PM,43494.86,6:00:00 AM,0.25,2:35:09 PM,35841,822,21.09,23.01,77009,51.24,1.327937918,1.61397E-05,0.71030673,0.01800673,0.000409151,1.30821E-05,13.08212883,,,,,,,
1/29/2019 20:35,8:35:10 PM,43494.86,6:00:00 AM,0.25,2:35:10 PM,36342,784,21.7,23.01,77008,51.24,1.397963518,0.000014873,0.65456073,-0.03773927,-0.000857516,-2.74184E-05,-27.41843763,,,,,,,
1/29/2019 20:35,8:35:10 PM,43494.86,6:00:00 AM,0.25,2:35:10 PM,36844,803,22.08,22.99,77022,51.21,1.441586022,1.55063E-05,0.68243373,-0.00986627,-0.000224182,-7.16628E-06,-7.166282564,,,,,,,
1/29/2019 20:35,8:35:11 PM,43494.86,6:00:00 AM,0.25,2:35:11 PM,37346,833,22.75,23.01,77019,51.17,1.518499386,1.65063E-05,0.72644373,0.03414373,0.000775818,2.48027E-05,24.80265321,,,,,,,
1/29/2019 20:35,8:35:11 PM,43494.86,6:00:00 AM,0.25,2:35:11 PM,37848,824,23.1,23.01,77002,51.17,1.558678009,1.62063E-05,0.71324073,0.02094073,0.000475818,1.52151E-05,15.21510188,,,,,,,
1/29/2019 20:35,8:35:12 PM,43494.86,6:00:00 AM,0.25,2:35:12 PM,38344,800,23.44,23.01,77008,51.14,1.597708671,1.54063E-05,0.67803273,-0.01426727,-0.000324182,-1.03655E-05,-10.36549601,,,,,,,
1/29/2019 20:35,8:35:12 PM,43494.86,6:00:00 AM,0.25,2:35:12 PM,38846,791,23.84,23.01,77020,51.14,1.643627096,1.51063E-05,0.66482973,-0.02747027,-0.000624182,-1.99547E-05,-19.95466617,,,,,,,
1/29/2019 20:35,8:35:13 PM,43494.86,6:00:00 AM,0.25,2:35:13 PM,39348,808,23.91,23.01,77022,51.14,1.651662821,0.000015673,0.68976873,-0.00253127,-5.75158E-05,-1.83869E-06,-1.838690929,,,,,,,
1/29/2019 20:35,8:35:13 PM,43494.86,6:00:00 AM,0.25,2:35:13 PM,39845,816,23.97,23.01,77051,51.11,1.658550585,1.59397E-05,0.70150473,0.00920473,0.000209151,6.68371E-06,6.683713531,,,,,,,
1/29/2019 20:35,8:35:14 PM,43494.86,6:00:00 AM,0.25,2:35:14 PM,40345,822,23.73,23.01,77045,51.11,1.630999529,1.61397E-05,0.71030673,0.01800673,0.000409151,1.3076E-05,13.07601609,,,,,,,
1/29/2019 20:35,8:35:14 PM,43494.86,6:00:00 AM,0.25,2:35:14 PM,40847,809,23.48,22.99,77067,51.08,1.602300513,1.57063E-05,0.69123573,-0.00106427,-2.41825E-05,-7.72572E-07,-0.772572225,,,,,,,
1/29/2019 20:35,8:35:15 PM,43494.86,6:00:00 AM,0.25,2:35:15 PM,41349,801,23.22,22.99,77076,51.08,1.572453536,1.54397E-05,0.67949973,-0.01280027,-0.000290849,-9.29086E-06,-9.290855082,,,,,,,
1/29/2019 20:35,8:35:15 PM,43494.86,6:00:00 AM,0.25,2:35:15 PM,41847,822,23.16,22.99,77082,51.08,1.565565772,1.61397E-05,0.71030673,0.01800673,0.000409151,1.30689E-05,13.06885688,,,,,,,
1/29/2019 20:35,8:35:16 PM,43494.86,6:00:00 AM,0.25,2:35:16 PM,42349,810,23.31,23.01,77102,51.08,1.582785182,1.57397E-05,0.69270273,0.00040273,9.15087E-06,2.92236E-07,0.292235782,,,,,,,
1/29/2019 20:35,8:35:16 PM,43494.86,6:00:00 AM,0.25,2:35:16 PM,42856,821,23.72,22.99,77104,51.04,1.629851569,1.61063E-05,0.70883973,0.01653973,0.000375818,1.20007E-05,12.000718,,,,,,,
1/29/2019 20:35,8:35:17 PM,43494.86,6:00:00 AM,0.25,2:35:17 PM,43353,803,23.88,23.01,77108,51.04,1.648218939,1.55063E-05,0.68243373,-0.00986627,-0.000224182,-7.15877E-06,-7.158773314,,,,,,,
1/29/2019 20:35,8:35:17 PM,43494.86,6:00:00 AM,0.25,2:35:17 PM,43854,818,23.92,22.99,77117,51.04,1.652810782,1.60063E-05,0.70443873,0.01213873,0.000275818,8.806E-06,8.806003402,,,,,,,
1/29/2019 20:35,8:35:18 PM,43494.86,6:00:00 AM,0.25,2:35:18 PM,44357,817,24.01,23.01,77129,51.04,1.663142427,0.000015973,0.70297173,0.01067173,0.000242484,7.74109E-06,7.74109115,,,,,,,
1/29/2019 20:35,8:35:18 PM,43494.86,6:00:00 AM,0.25,2:35:18 PM,44859,791,23.98,23.01,77151,51.04,1.659698546,1.51063E-05,0.66482973,-0.02747027,-0.000624182,-1.99208E-05,-19.92078377,,,,,,,
1/29/2019 20:35,8:35:19 PM,43494.86,6:00:00 AM,0.25,2:35:19 PM,45361,810,24,23.01,77134,51.04,1.661994467,1.57397E-05,0.69270273,0.00040273,9.15087E-06,2.92115E-07,0.292114545,,,,,,,
1/29/2019 20:35,8:35:19 PM,43494.86,6:00:00 AM,0.25,2:35:19 PM,45862,809,24.1,23.01,77118,51.01,1.673474073,1.57063E-05,0.69123573,-0.00106427,-2.41825E-05,-7.72113E-07,-0.772113446,,,,,,,
1/29/2019 20:35,8:35:20 PM,43494.86,6:00:00 AM,0.25,2:35:20 PM,46364,817,24.2,23.01,77129,51.01,1.68495368,0.000015973,0.70297173,0.01067173,0.000242484,7.74109E-06,7.74109115,,,,,,,
1/29/2019 20:35,8:35:20 PM,43494.86,6:00:00 AM,0.25,2:35:20 PM,46866,819,24.31,22.99,77141,51.01,1.697581247,1.60397E-05,0.70590573,0.01360573,0.000309151,9.86716E-06,9.867163113,,,,,,,
1/29/2019 20:35,8:35:21 PM,43494.86,6:00:00 AM,0.25,2:35:21 PM,47368,821,24.32,23.01,77144,51.01,1.698729208,1.61063E-05,0.70883973,0.01653973,0.000375818,1.19953E-05,11.99530555,,,,,,,
1/29/2019 20:35,8:35:21 PM,43494.86,6:00:00 AM,0.25,2:35:21 PM,47869,811,24.36,23.01,77178,51.01,1.70332105,0.000015773,0.69416973,0.00186973,4.24842E-05,1.35541E-06,1.355409201,,,,,,,
1/29/2019 20:35,8:35:22 PM,43494.86,6:00:00 AM,0.25,2:35:22 PM,48371,792,24.48,22.99,77206,51.01,1.717096578,1.51397E-05,0.66629673,-0.02600327,-0.000590849,-1.88422E-05,-18.84224457,,,,,,,
1/29/2019 20:35,8:35:22 PM,43494.86,6:00:00 AM,0.25,2:35:22 PM,48873,820,24.51,23.01,77231,51.01,1.72054046,0.000016073,0.70737273,0.01507273,0.000342484,1.09191E-05,10.91906156,,,,,,,
1/29/2019 20:35,8:35:23 PM,43494.86,6:00:00 AM,0.25,2:35:23 PM,49375,827,24.6,23.02,77234,51.01,1.730872106,1.63063E-05,0.71764173,0.02534173,0.000575818,1.83581E-05,18.35808805,,,,,,,
1/29/2019 20:35,8:35:23 PM,43494.86,6:00:00 AM,0.25,2:35:23 PM,49812,817,24.73,23.01,77241,51.01,1.745795594,0.000015973,0.70297173,0.01067173,0.000242484,7.72987E-06,7.729866513,,,,,,,
1/29/2019 20:35,8:35:24 PM,43494.86,6:00:00 AM,0.25,2:35:24 PM,50314,817,24.55,23.01,77263,51.01,1.725132302,0.000015973,0.70297173,0.01067173,0.000242484,7.72767E-06,7.727665497,,,,,,,
1/29/2019 20:35,8:35:24 PM,43494.86,6:00:00 AM,0.25,2:35:24 PM,50816,819,24.48,23.02,77257,50.97,1.717096578,1.60397E-05,0.70590573,0.01360573,0.000309151,9.85335E-06,9.853345821,,,,,,,
1/29/2019 20:35,8:35:25 PM,43494.86,6:00:00 AM,0.25,2:35:25 PM,51317,813,24.62,22.99,77267,50.97,1.733168027,1.58397E-05,0.69710373,0.00480373,0.000109151,3.47809E-06,3.478085569,,,,,,,
1/29/2019 20:35,8:35:25 PM,43494.86,6:00:00 AM,0.25,2:35:25 PM,51819,804,24.53,23.01,77276,50.97,1.722836381,1.55397E-05,0.68390073,-0.00839927,-0.000190849,-6.0811E-06,-6.081097426,,,,,,,
1/29/2019 20:35,8:35:26 PM,43494.86,6:00:00 AM,0.25,2:35:26 PM,52322,815,24.27,23.01,77270,50.97,1.692989404,1.59063E-05,0.70003773,0.00773773,0.000175818,5.60258E-06,5.602575428,,,,,,,
1/29/2019 20:35,8:35:26 PM,43494.86,6:00:00 AM,0.25,2:35:26 PM,52824,799,23.89,23.01,77265,50.97,1.6493669,0.000015373,0.67656573,-0.01573427,-0.000357516,-1.13933E-05,-11.39328188,,,,,,,
1/29/2019 20:35,8:35:27 PM,43494.86,6:00:00 AM,0.25,2:35:27 PM,53325,829,23.42,23.01,77265,50.97,1.595412749,0.000016373,0.72057573,0.02827573,0.000642484,2.04746E-05,20.47463037,,,,,,,
1/29/2019 20:35,8:35:27 PM,43494.86,6:00:00 AM,0.25,2:35:27 PM,53827,806,23.12,23.01,77266,50.97,1.56097393,1.56063E-05,0.68683473,-0.00546527,-0.000124182,-3.95738E-06,-3.957384473,,,,,,,
1/29/2019 20:35,8:35:28 PM,43494.86,6:00:00 AM,0.25,2:35:28 PM,54329,819,22.91,23.01,77264,50.97,1.536866756,1.60397E-05,0.70590573,0.01360573,0.000309151,9.85212E-06,9.852120461,,,,,,,
1/29/2019 20:35,8:35:28 PM,43494.86,6:00:00 AM,0.25,2:35:28 PM,54831,801,22.56,22.99,77270,50.97,1.496688134,1.54397E-05,0.67949973,-0.01280027,-0.000290849,-9.26753E-06,-9.267528747,,,,,,,
1/29/2019 20:35,8:35:29 PM,43494.86,6:00:00 AM,0.25,2:35:29 PM,55332,805,22.16,23.01,77276,50.94,1.450769708,0.000015573,0.68536773,-0.00693227,-0.000157516,-5.01898E-06,-5.018984894,,,,,,,
1/29/2019 20:35,8:35:29 PM,43494.86,6:00:00 AM,0.25,2:35:29 PM,55834,816,21.97,23.02,77274,50.94,1.428958455,1.59397E-05,0.70150473,0.00920473,0.000209151,6.66465E-06,6.664650466,,,,,,,
1/29/2019 20:35,8:35:30 PM,43494.86,6:00:00 AM,0.25,2:35:30 PM,56336,815,21.73,22.99,77274,50.94,1.4014074,1.59063E-05,0.70003773,0.00773773,0.000175818,5.60191E-06,5.601907088,,,,,,,
