Date,Time,t[ms],CO2[ppm],SO2[ppm],T[C],Pressure[Pa],Humidity[%],SO2_cal(ppm),CO2_cal(mol/L),CO2_cal(mg/L),CO2_cal_corr(mg/L),CO2_cal_corr(mol/m3),CO2_mix_ra(mol/mol),CO2_mix_ra(ppm),X^2,d,d2,D,sy,sm,sb
2/5/2019,17:44:45,883373,822,12.97,26.12,78854,45.34,0.395793872,1.61397E-05,0.7103,0.0106,0.000241007,7.60466E-06,7.604656826,,,,,,,
2/5/2019,17:44:46,883874,833,12.92,26.12,78854,45.34,0.390054069,1.65063E-05,0.7264,0.0267,0.000607674,1.91743E-05,19.17432507,,,,,,,
2/5/2019,17:44:46,884376,819,12.93,26.12,78854,45.34,0.39120203,1.60397E-05,0.7059,0.0062,0.000141007,4.44929E-06,4.449292761,,,,,,,
2/5/2019,17:44:47,884878,812,12.97,26.12,78849,45.34,0.395793872,1.58063E-05,0.6956,-0.0041,-9.23261E-05,-2.91341E-06,-2.913408126,,,,,,,
2/5/2019,17:44:47,885315,820,12.98,26.12,78845,45.34,0.396941833,0.000016073,0.7074,0.0077,0.000174341,5.50171E-06,5.50170872,,,,,,,
2/5/2019,17:44:48,885817,821,12.99,26.12,78854,45.34,0.398089793,1.61063E-05,0.7088,0.0091,0.000207674,6.55287E-06,6.552868804,,,,,,,
2/5/2019,17:44:48,886319,822,12.96,26.14,78859,45.34,0.394645912,1.61397E-05,0.7103,0.0106,0.000241007,7.60468E-06,7.60468284,,,,,,,
2/5/2019,17:44:49,886820,812,12.99,26.12,78850,45.38,0.398089793,1.58063E-05,0.6956,-0.0041,-9.23261E-05,-2.91337E-06,-2.913371177,,,,,,,
2/5/2019,17:44:49,887322,820,12.99,26.14,78851,45.38,0.398089793,0.000016073,0.7074,0.0077,0.000174341,5.50166E-06,5.501657726,,,,,,,
2/5/2019,17:44:50,887824,814,12.99,26.14,78848,45.38,0.398089793,0.000015873,0.6986,-0.0011,-2.56594E-05,-8.09763E-07,-0.809763071,,,,,,,
2/5/2019,17:44:50,888326,824,12.95,26.12,78849,45.38,0.393497951,1.62063E-05,0.7132,0.0135,0.000307674,9.70885E-06,9.708848491,,,,,,,
2/5/2019,17:44:51,888828,817,12.99,26.14,78847,45.38,0.398089793,0.000015973,0.7030,0.0033,7.43406E-05,2.34608E-06,2.346081745,,,,,,,
2/5/2019,17:44:51,889330,825,12.99,26.14,78848,45.41,0.398089793,1.62397E-05,0.7147,0.0150,0.000341007,1.07616E-05,10.76155882,,,,,,,
2/5/2019,17:44:52,889832,817,12.98,26.14,78852,45.41,0.396941833,0.000015973,0.7030,0.0033,7.43406E-05,2.34593E-06,2.345932981,,,,,,,
2/5/2019,17:44:52,890334,813,12.94,26.14,78846,45.41,0.39234999,1.58397E-05,0.6971,-0.0026,-5.89927E-05,-1.86175E-06,-1.861748649,,,,,,,
2/5/2019,17:44:53,890839,820,12.94,26.16,78847,45.41,0.39234999,0.000016073,0.7074,0.0077,0.000174341,5.5023E-06,5.502304498,,,,,,,
2/5/2019,17:44:53,891337,816,12.93,26.14,78845,45.41,0.39120203,1.59397E-05,0.7015,0.0018,4.10073E-05,1.29416E-06,1.294162877,,,,,,,
2/5/2019,17:44:54,891839,825,12.88,26.16,78842,45.41,0.385462226,1.62397E-05,0.7147,0.0150,0.000341007,1.07631E-05,10.76309699,,,,,,,
2/5/2019,17:44:54,892341,830,12.89,26.14,78843,45.41,0.386610187,1.64063E-05,0.7220,0.0223,0.000507674,1.60223E-05,16.02226661,,,,,,,
2/5/2019,17:44:55,892843,823,12.88,26.15,78856,45.38,0.385462226,0.000016173,0.7118,0.0121,0.000274341,8.65709E-06,8.657093031,,,,,,,
2/5/2019,17:44:55,893344,822,12.88,26.14,78856,45.38,0.385462226,1.61397E-05,0.7103,0.0106,0.000241007,7.60497E-06,7.604972152,,,,,,,
2/5/2019,17:44:56,893846,830,12.83,26.14,78846,45.38,0.379722423,1.64063E-05,0.7220,0.0223,0.000507674,1.60217E-05,16.02165699,,,,,,,
2/5/2019,17:44:56,894348,828,12.92,26.14,78849,45.38,0.390054069,1.63397E-05,0.7191,0.0194,0.000441007,1.39172E-05,13.91719738,,,,,,,
2/5/2019,17:44:57,894850,817,12.83,26.17,78848,45.34,0.379722423,0.000015973,0.7030,0.0033,7.43406E-05,2.34629E-06,2.346287153,,,,,,,
2/5/2019,17:44:57,895351,822,12.84,26.16,78853,45.34,0.380870384,1.61397E-05,0.7103,0.0106,0.000241007,7.60577E-06,7.605769707,,,,,,,
2/5/2019,17:44:58,895853,822,12.83,26.16,78850,45.34,0.379722423,1.61397E-05,0.7103,0.0106,0.000241007,7.60606E-06,7.606059084,,,,,,,
2/5/2019,17:44:58,896355,820,12.78,26.17,78856,45.34,0.37398262,0.000016073,0.7074,0.0077,0.000174341,5.50186E-06,5.50186032,,,,,,,
2/5/2019,17:44:59,896857,824,12.84,26.17,78852,45.34,0.380870384,1.62063E-05,0.7132,0.0135,0.000307674,9.7101E-06,9.710101136,,,,,,,
2/5/2019,17:44:59,897358,820,12.79,26.16,78848,45.34,0.375130581,0.000016073,0.7074,0.0077,0.000174341,5.50223E-06,5.502234714,,,,,,,
2/5/2019,17:45:00,897860,827,12.79,26.17,78847,45.38,0.375130581,1.63063E-05,0.7176,0.0179,0.000407674,1.28669E-05,12.86688831,,,,,,,
2/5/2019,17:45:00,898362,822,12.81,26.17,78853,45.34,0.377426502,1.61397E-05,0.7103,0.0106,0.000241007,7.60602E-06,7.606023818,,,,,,,
2/5/2019,17:45:01,898864,821,12.78,26.17,78845,45.38,0.37398262,1.61063E-05,0.7088,0.0091,0.000207674,6.55471E-06,6.554711735,,,,,,,
2/5/2019,17:45:01,899365,833,12.69,26.17,78847,45.34,0.363650974,1.65063E-05,0.7264,0.0267,0.000607674,1.91792E-05,19.17923115,,,,,,,
2/5/2019,17:45:02,899867,814,12.77,26.17,78848,45.34,0.372834659,0.000015873,0.6986,-0.0011,-2.56594E-05,-8.09844E-07,-0.809844239,,,,,,,
2/5/2019,17:45:02,900372,817,12.65,26.18,78844,45.34,0.359059131,0.000015973,0.7030,0.0033,7.43406E-05,2.34648E-06,2.346484578,,,,,,,
2/5/2019,17:45:03,900871,827,12.63,26.18,78844,45.34,0.35676321,1.63063E-05,0.7176,0.0179,0.000407674,1.28678E-05,12.86780778,,,,,,,
2/5/2019,17:45:03,901372,820,12.65,26.18,78857,45.34,0.359059131,0.000016073,0.7074,0.0077,0.000174341,5.50197E-06,5.50197436,,,,,,,
2/5/2019,17:45:04,901875,812,12.58,26.18,78847,45.34,0.351023407,1.58063E-05,0.6956,-0.0041,-9.23261E-05,-2.91407E-06,-2.914066144,,,,,,,
2/5/2019,17:45:04,902377,821,12.55,26.19,78843,45.34,0.347579525,1.61063E-05,0.7088,0.0091,0.000207674,6.55532E-06,6.555315992,,,,,,,
2/5/2019,17:45:05,902804,821,12.61,26.18,78848,45.34,0.354467289,1.61063E-05,0.7088,0.0091,0.000207674,6.55468E-06,6.554681321,,,,,,,
2/5/2019,17:45:05,903306,818,12.62,26.2,78853,45.34,0.35561525,1.60063E-05,0.7044,0.0047,0.000107674,3.39846E-06,3.398456048,,,,,,,
2/5/2019,17:45:06,903808,824,12.45,26.19,78854,45.34,0.336099918,1.62063E-05,0.7132,0.0135,0.000307674,9.7105E-06,9.710503649,,,,,,,
2/5/2019,17:45:06,904309,829,12.54,26.2,78848,45.31,0.346431564,0.000016373,0.7206,0.0209,0.000474341,1.49723E-05,14.9723132,,,,,,,
2/5/2019,17:45:07,904811,813,12.45,26.2,78850,45.31,0.336099918,1.58397E-05,0.6971,-0.0026,-5.89927E-05,-1.86203E-06,-1.862027418,,,,,,,
2/5/2019,17:45:07,905313,816,12.43,26.2,78853,45.31,0.333803997,1.59397E-05,0.7015,0.0018,4.10073E-05,1.29429E-06,1.294290999,,,,,,,
2/5/2019,17:45:08,905815,822,12.33,26.2,78853,45.27,0.322324391,1.61397E-05,0.7103,0.0106,0.000241007,7.60679E-06,7.606786148,,,,,,,
2/5/2019,17:45:08,906316,827,12.32,26.2,78852,45.27,0.32117643,1.63063E-05,0.7176,0.0179,0.000407674,1.28674E-05,12.86736195,,,,,,,
2/5/2019,17:45:09,906818,813,12.29,26.21,78851,45.27,0.317732548,1.58397E-05,0.6971,-0.0026,-5.89927E-05,-1.86207E-06,-1.862066005,,,,,,,
2/5/2019,17:45:09,907320,826,12.25,26.2,78849,45.24,0.313140706,0.000016273,0.7162,0.0165,0.000374341,1.18157E-05,11.81571563,,,,,,,
2/5/2019,17:45:10,907822,819,12.21,26.22,78850,45.24,0.308548863,1.60397E-05,0.7059,0.0062,0.000141007,4.45101E-06,4.451005261,,,,,,,
2/5/2019,17:45:10,908323,817,12.24,26.21,78852,45.24,0.311992745,0.000015973,0.7030,0.0033,7.43406E-05,2.34648E-06,2.346481664,,,,,,,
2/5/2019,17:45:11,908825,833,12.21,26.21,78853,45.24,0.308548863,1.65063E-05,0.7264,0.0267,0.000607674,1.91803E-05,19.18033463,,,,,,,
2/5/2019,17:45:11,909327,829,12.12,26.21,78847,45.24,0.298217217,0.000016373,0.7206,0.0209,0.000474341,1.4973E-05,14.97300326,,,,,,,
2/5/2019,17:45:12,909829,817,12.1,26.22,78853,45.2,0.295921296,0.000015973,0.7030,0.0033,7.43406E-05,2.34653E-06,2.346530288,,,,,,,
2/5/2019,17:45:12,910330,820,12.14,26.23,78848,45.2,0.300513138,0.000016073,0.7074,0.0077,0.000174341,5.50352E-06,5.503521529,,,,,,,
2/5/2019,17:45:13,910832,826,12.13,26.21,78851,45.2,0.299365178,0.000016273,0.7162,0.0165,0.000374341,1.18158E-05,11.81581063,,,,,,,
2/5/2019,17:45:13,911334,823,12.07,26.22,78848,45.2,0.292477414,0.000016173,0.7118,0.0121,0.000274341,8.66E-06,8.659996307,,,,,,,
2/5/2019,17:45:14,911836,822,12.07,26.22,78850,45.2,0.292477414,1.61397E-05,0.7103,0.0106,0.000241007,7.60758E-06,7.607583802,,,,,,,
2/5/2019,17:45:14,912337,821,12.08,26.23,78849,45.2,0.293625375,1.61063E-05,0.7088,0.0091,0.000207674,6.55569E-06,6.555693069,,,,,,,
2/5/2019,17:45:15,912839,826,12.06,26.22,78846,45.2,0.291329453,0.000016273,0.7162,0.0165,0.000374341,1.1817E-05,11.81695466,,,,,,,
2/5/2019,17:45:15,913341,835,12.07,26.23,78845,45.2,0.292477414,0.000016573,0.7294,0.0297,0.000674341,2.12882E-05,21.28815176,,,,,,,
2/5/2019,17:45:16,913843,821,12.05,26.22,78850,45.17,0.290181493,1.61063E-05,0.7088,0.0091,0.000207674,6.55539E-06,6.555390955,,,,,,,
2/5/2019,17:45:16,914345,828,12.02,26.23,78851,45.17,0.286737611,1.63397E-05,0.7191,0.0194,0.000441007,1.3921E-05,13.92102934,,,,,,,
2/5/2019,17:45:17,914847,821,12.03,26.23,78850,45.17,0.287885571,1.61063E-05,0.7088,0.0091,0.000207674,6.55561E-06,6.555609928,,,,,,,
2/5/2019,17:45:17,915349,818,12.01,26.23,78851,45.17,0.28558965,1.60063E-05,0.7044,0.0047,0.000107674,3.39888E-06,3.39888284,,,,,,,
2/5/2019,17:45:18,915851,825,12.04,26.24,78847,45.13,0.289033532,1.62397E-05,0.7147,0.0150,0.000341007,1.07653E-05,10.76529105,,,,,,,
2/5/2019,17:45:18,916353,821,12,26.25,78847,45.17,0.284441689,1.61063E-05,0.7088,0.0091,0.000207674,6.5563E-06,6.556297321,,,,,,,
2/5/2019,17:45:19,916840,817,12,26.24,78847,45.19,0.284441689,0.000015973,0.7030,0.0033,7.43406E-05,2.34687E-06,2.346865628,,,,,,,
2/5/2019,17:45:19,917342,821,12.01,26.24,78843,45.19,0.28558965,1.61063E-05,0.7088,0.0091,0.000207674,6.55641E-06,6.556410954,,,,,,,
2/5/2019,17:45:20,917844,831,12,26.23,78849,45.19,0.284441689,1.64397E-05,0.7235,0.0238,0.000541007,1.70781E-05,17.07810646,,,,,,,
2/5/2019,17:45:20,918346,830,12,26.23,78845,45.23,0.284441689,1.64063E-05,0.7220,0.0223,0.000507674,1.60267E-05,16.02667815,,,,,,,
2/5/2019,17:45:21,918848,827,12,26.25,78848,45.23,0.284441689,1.63063E-05,0.7176,0.0179,0.000407674,1.28702E-05,12.87016405,,,,,,,
2/5/2019,17:45:21,919350,824,11.99,26.26,78850,45.23,0.283293729,1.62063E-05,0.7132,0.0135,0.000307674,9.71327E-06,9.713267151,,,,,,,
2/5/2019,17:45:22,919852,817,12,26.26,78841,45.23,0.284441689,0.000015973,0.7030,0.0033,7.43406E-05,2.3472E-06,2.347201019,,,,,,,
2/5/2019,17:45:22,920353,822,11.99,26.25,78851,45.26,0.283293729,1.61397E-05,0.7103,0.0106,0.000241007,7.60825E-06,7.608249671,,,,,,,
2/5/2019,17:45:23,920776,824,12,26.26,78850,45.23,0.284441689,1.62063E-05,0.7132,0.0135,0.000307674,9.71327E-06,9.713267151,,,,,,,
2/5/2019,17:45:23,921276,827,12,26.25,78851,45.26,0.284441689,1.63063E-05,0.7176,0.0179,0.000407674,1.28697E-05,12.86967438,,,,,,,
2/5/2019,17:45:24,921777,821,11.99,26.26,78845,45.26,0.283293729,1.61063E-05,0.7088,0.0091,0.000207674,6.55668E-06,6.556682616,,,,,,,
2/5/2019,17:45:24,922276,828,12,26.26,78852,45.26,0.284441689,1.63397E-05,0.7191,0.0194,0.000441007,1.39222E-05,13.92224776,,,,,,,
2/5/2019,17:45:25,922776,827,12,26.27,78854,45.26,0.284441689,1.63063E-05,0.7176,0.0179,0.000407674,1.287E-05,12.87004442,,,,,,,
2/5/2019,17:45:25,923276,828,12,26.26,78852,45.23,0.284441689,1.63397E-05,0.7191,0.0194,0.000441007,1.39222E-05,13.92224776,,,,,,,
2/5/2019,17:45:26,923777,825,11.99,26.26,78853,45.23,0.283293729,1.62397E-05,0.7147,0.0150,0.000341007,1.07652E-05,10.765191,,,,,,,
2/5/2019,17:45:26,924276,824,12,26.27,78852,45.23,0.284441689,1.62063E-05,0.7132,0.0135,0.000307674,9.71335E-06,9.713345189,,,,,,,
2/5/2019,17:45:27,924776,816,11.99,26.27,78846,45.23,0.283293729,1.59397E-05,0.7015,0.0018,4.10073E-05,1.29471E-06,1.294708591,,,,,,,
2/5/2019,17:45:27,925277,810,12,26.28,78854,45.19,0.284441689,1.57397E-05,0.6927,-0.0070,-0.000158993,-5.01948E-06,-5.019481588,,,,,,,
2/5/2019,17:45:28,925776,828,11.99,26.27,78851,45.16,0.283293729,1.63397E-05,0.7191,0.0194,0.000441007,1.39229E-05,13.92288932,,,,,,,
2/5/2019,17:45:28,926276,819,12,26.29,78852,45.16,0.284441689,1.60397E-05,0.7059,0.0062,0.000141007,4.45193E-06,4.451933093,,,,,,,
2/5/2019,17:45:29,926776,819,12,26.29,78858,45.12,0.284441689,1.60397E-05,0.7059,0.0062,0.000141007,4.45159E-06,4.451594362,,,,,,,
2/5/2019,17:45:29,927277,818,11.98,26.28,78851,45.12,0.282145768,1.60063E-05,0.7044,0.0047,0.000107674,3.39945E-06,3.399450494,,,,,,,
2/5/2019,17:45:30,927776,828,12,26.27,78852,45.09,0.284441689,1.63397E-05,0.7191,0.0194,0.000441007,1.39227E-05,13.92271275,,,,,,,
2/5/2019,17:45:30,928276,824,12,26.29,78847,45.09,0.284441689,1.62063E-05,0.7132,0.0135,0.000307674,9.71461E-06,9.714610003,,,,,,,
2/5/2019,17:45:31,928777,827,11.99,26.27,78848,45.09,0.283293729,1.63063E-05,0.7176,0.0179,0.000407674,1.2871E-05,12.87102378,,,,,,,
2/5/2019,17:45:31,929276,829,12.01,26.28,78852,45.09,0.28558965,0.000016373,0.7206,0.0209,0.000474341,1.49756E-05,14.97555477,,,,,,,
2/5/2019,17:45:32,929776,815,11.99,26.29,78855,45.06,0.283293729,1.59063E-05,0.7000,0.0003,7.67394E-06,2.42275E-07,0.242275149,,,,,,,
2/5/2019,17:45:32,930276,818,11.99,26.29,78858,45.06,0.283293729,1.60063E-05,0.7044,0.0047,0.000107674,3.39926E-06,3.399262255,,,,,,,
2/5/2019,17:45:33,930777,823,12,26.29,78853,45.06,0.284441689,0.000016173,0.7118,0.0121,0.000274341,8.66147E-06,8.661471974,,,,,,,
2/5/2019,17:45:33,931276,827,12,26.29,78847,45.06,0.284441689,1.63063E-05,0.7176,0.0179,0.000407674,1.2872E-05,12.87204676,,,,,,,
2/5/2019,17:45:34,931776,815,12,26.29,78855,45.02,0.284441689,1.59063E-05,0.7000,0.0003,7.67394E-06,2.42275E-07,0.242275149,,,,,,,
2/5/2019,17:45:34,932276,831,12,26.29,78856,45.02,0.284441689,1.64397E-05,0.7235,0.0238,0.000541007,1.708E-05,17.08001284,,,,,,,
2/5/2019,17:45:35,932777,812,11.99,26.29,78850,45.02,0.283293729,1.58063E-05,0.6956,-0.0041,-9.23261E-05,-2.91503E-06,-2.915026114,,,,,,,
2/5/2019,17:45:35,933276,827,12.01,26.3,78852,44.99,0.28558965,1.63063E-05,0.7176,0.0179,0.000407674,1.28717E-05,12.87166039,,,,,,,
2/5/2019,17:45:36,933776,828,11.97,26.29,78851,44.99,0.280997807,1.63397E-05,0.7191,0.0194,0.000441007,1.39238E-05,13.92381931,,,,,,,
2/5/2019,17:45:36,934277,821,12,26.32,78858,44.99,0.284441689,1.61063E-05,0.7088,0.0091,0.000207674,6.55692E-06,6.556915429,,,,,,,
2/5/2019,17:45:37,934776,818,11.99,26.29,78859,44.99,0.283293729,1.60063E-05,0.7044,0.0047,0.000107674,3.39922E-06,3.399219149,,,,,,,
2/5/2019,17:45:37,935276,812,12,26.31,78858,44.95,0.284441689,1.58063E-05,0.6956,-0.0041,-9.23261E-05,-2.91493E-06,-2.914925069,,,,,,,
2/5/2019,17:45:38,935776,824,11.98,26.31,78853,44.95,0.282145768,1.62063E-05,0.7132,0.0135,0.000307674,9.71452E-06,9.714519611,,,,,,,
2/5/2019,17:45:38,936276,824,12,26.31,78853,44.95,0.284441689,1.62063E-05,0.7132,0.0135,0.000307674,9.71452E-06,9.714519611,,,,,,,
2/5/2019,17:45:39,936776,817,11.99,26.31,78855,44.95,0.283293729,0.000015973,0.7030,0.0033,7.43406E-05,2.34718E-06,2.347176196,,,,,,,
2/5/2019,17:45:39,937276,815,12,26.31,78853,44.95,0.284441689,1.59063E-05,0.7000,0.0003,7.67394E-06,2.42297E-07,0.242297476,,,,,,,
2/5/2019,17:45:40,937777,820,12,26.31,78849,44.92,0.284441689,0.000016073,0.7074,0.0077,0.000174341,5.50492E-06,5.504922357,,,,,,,
2/5/2019,17:45:40,938276,811,11.99,26.32,78850,44.92,0.283293729,0.000015773,0.6942,-0.0055,-0.000125659,-3.96786E-06,-3.967862478,,,,,,,
2/5/2019,17:45:41,938776,816,11.98,26.32,78851,44.92,0.282145768,1.59397E-05,0.7015,0.0018,4.10073E-05,1.29484E-06,1.294842681,,,,,,,
2/5/2019,17:45:41,939276,826,11.99,26.32,78852,44.92,0.283293729,0.000016273,0.7162,0.0165,0.000374341,1.182E-05,11.82000246,,,,,,,
2/5/2019,17:45:42,939778,821,11.98,26.32,78851,44.88,0.282145768,1.61063E-05,0.7088,0.0091,0.000207674,6.5575E-06,6.55749752,,,,,,,
2/5/2019,17:45:42,940279,818,11.94,26.32,78846,44.88,0.277553925,1.60063E-05,0.7044,0.0047,0.000107674,3.40012E-06,3.400120221,,,,,,,
2/5/2019,17:45:43,940776,822,11.98,26.32,78852,44.85,0.282145768,1.61397E-05,0.7103,0.0106,0.000241007,7.60993E-06,7.609931977,,,,,,,
2/5/2019,17:45:43,941277,821,11.97,26.34,78849,44.85,0.280997807,1.61063E-05,0.7088,0.0091,0.000207674,6.5581E-06,6.558101801,,,,,,,
2/5/2019,17:45:44,941776,819,11.99,26.34,78849,44.81,0.283293729,1.60397E-05,0.7059,0.0062,0.000141007,4.45285E-06,4.452845882,,,,,,,
2/5/2019,17:45:44,942276,803,11.97,26.32,78856,44.78,0.280997807,1.55063E-05,0.6824,-0.0173,-0.000392326,-1.23873E-05,-12.38727441,,,,,,,
2/5/2019,17:45:45,942776,815,11.97,26.34,78854,44.78,0.280997807,1.59063E-05,0.7000,0.0003,7.67394E-06,2.42319E-07,0.242318677,,,,,,,
2/5/2019,17:45:45,943277,820,12,26.32,78850,44.74,0.284441689,0.000016073,0.7074,0.0077,0.000174341,5.50504E-06,5.505036368,,,,,,,
2/5/2019,17:45:46,943776,821,11.96,26.34,78852,44.74,0.279849847,1.61063E-05,0.7088,0.0091,0.000207674,6.55785E-06,6.557852292,,,,,,,
2/5/2019,17:45:46,944276,827,11.97,26.34,78846,44.7,0.280997807,1.63063E-05,0.7176,0.0179,0.000407674,1.28744E-05,12.8743594,,,,,,,
2/5/2019,17:45:47,944777,819,11.97,26.34,78849,44.7,0.280997807,1.60397E-05,0.7059,0.0062,0.000141007,4.45285E-06,4.452845882,,,,,,,
2/5/2019,17:45:47,945276,810,11.97,26.34,78850,44.67,0.280997807,1.57397E-05,0.6927,-0.0070,-0.000158993,-5.02074E-06,-5.020742081,,,,,,,
2/5/2019,17:45:48,945776,830,11.96,26.34,78849,44.67,0.279849847,1.64063E-05,0.7220,0.0223,0.000507674,1.60318E-05,16.03175344,,,,,,,
2/5/2019,17:45:48,946276,819,11.97,26.34,78845,44.67,0.280997807,1.60397E-05,0.7059,0.0062,0.000141007,4.45307E-06,4.453071786,,,,,,,
2/5/2019,17:45:49,946777,827,11.98,26.34,78851,44.67,0.282145768,1.63063E-05,0.7176,0.0179,0.000407674,1.28735E-05,12.87354302,,,,,,,
2/5/2019,17:45:49,947276,824,11.99,26.34,78859,44.64,0.283293729,1.62063E-05,0.7132,0.0135,0.000307674,9.71475E-06,9.71475361,,,,,,,
2/5/2019,17:45:50,947776,830,11.99,26.36,78852,44.64,0.283293729,1.64063E-05,0.7220,0.0223,0.000507674,1.60322E-05,16.03221406,,,,,,,
2/5/2019,17:45:50,948276,828,12,26.36,78851,44.64,0.284441689,1.63397E-05,0.7191,0.0194,0.000441007,1.39271E-05,13.92707427,,,,,,,
2/5/2019,17:45:51,948776,814,11.98,26.35,78850,44.64,0.282145768,0.000015873,0.6986,-0.0011,-2.56594E-05,-8.10311E-07,-0.810310696,,,,,,,
2/5/2019,17:45:51,949277,828,11.97,26.36,78853,44.64,0.280997807,1.63397E-05,0.7191,0.0194,0.000441007,1.39267E-05,13.92672103,,,,,,,
2/5/2019,17:45:52,949776,825,11.98,26.34,78849,44.64,0.282145768,1.62397E-05,0.7147,0.0150,0.000341007,1.07686E-05,10.76861364,,,,,,,
2/5/2019,17:45:52,950277,823,11.98,26.37,78853,44.64,0.282145768,0.000016173,0.7118,0.0121,0.000274341,8.66379E-06,8.663786019,,,,,,,
2/5/2019,17:45:53,950776,816,12,26.37,78854,44.64,0.284441689,1.59397E-05,0.7015,0.0018,4.10073E-05,1.29501E-06,1.2950096,,,,,,,
2/5/2019,17:45:53,951276,811,11.98,26.37,78846,44.64,0.282145768,0.000015773,0.6942,-0.0055,-0.000125659,-3.96873E-06,-3.96872629,,,,,,,
2/5/2019,17:45:54,951776,820,11.99,26.37,78854,44.64,0.283293729,0.000016073,0.7074,0.0077,0.000174341,5.50568E-06,5.505676199,,,,,,,
2/5/2019,17:45:54,952276,819,11.98,26.37,78858,44.67,0.282145768,1.60397E-05,0.7059,0.0062,0.000141007,4.45278E-06,4.452783674,,,,,,,
2/5/2019,17:45:55,952776,816,12,26.37,78854,44.67,0.284441689,1.59397E-05,0.7015,0.0018,4.10073E-05,1.29501E-06,1.2950096,,,,,,,
2/5/2019,17:45:55,953276,825,12,26.37,78852,44.67,0.284441689,1.62397E-05,0.7147,0.0150,0.000341007,1.07693E-05,10.76928259,,,,,,,
2/5/2019,17:45:56,953777,817,12,26.37,78851,44.67,0.284441689,0.000015973,0.7030,0.0033,7.43406E-05,2.34777E-06,2.34776557,,,,,,,
2/5/2019,17:45:56,954276,825,12.01,26.37,78851,44.7,0.28558965,1.62397E-05,0.7147,0.0150,0.000341007,1.07694E-05,10.76941917,,,,,,,
2/5/2019,17:45:57,954776,810,12.03,26.37,78848,44.7,0.287885571,1.57397E-05,0.6927,-0.0070,-0.000158993,-5.02137E-06,-5.021372375,,,,,,,
2/5/2019,17:45:57,955277,813,12.04,26.38,78849,44.7,0.289033532,1.58397E-05,0.6971,-0.0026,-5.89927E-05,-1.86317E-06,-1.863170689,,,,,,,
2/5/2019,17:45:58,955777,812,12.04,26.37,78852,44.7,0.289033532,1.58063E-05,0.6956,-0.0041,-9.23261E-05,-2.91573E-06,-2.915730952,,,,,,,
2/5/2019,17:45:58,956277,812,12.01,26.38,78847,44.7,0.28558965,1.58063E-05,0.6956,-0.0041,-9.23261E-05,-2.91601E-06,-2.916013203,,,,,,,
2/5/2019,17:45:59,956777,815,12.01,26.37,78854,44.7,0.28558965,1.59063E-05,0.7000,0.0003,7.67394E-06,2.42343E-07,0.24234295,,,,,,,
2/5/2019,17:45:59,957281,819,12.02,26.38,78850,44.7,0.286737611,1.60397E-05,0.7059,0.0062,0.000141007,4.45338E-06,4.453384126,,,,,,,
2/5/2019,17:46:00,957777,818,12.01,26.38,78846,44.67,0.28558965,1.60063E-05,0.7044,0.0047,0.000107674,3.4008E-06,3.400801448,,,,,,,
2/5/2019,17:46:00,958277,817,12.08,26.38,78843,44.67,0.293625375,0.000015973,0.7030,0.0033,7.43406E-05,2.34808E-06,2.348082184,,,,,,,
2/5/2019,17:46:01,958777,817,12.06,26.39,78841,44.67,0.291329453,0.000015973,0.7030,0.0033,7.43406E-05,2.34822E-06,2.348220143,,,,,,,
2/5/2019,17:46:01,959278,821,12.06,26.39,78839,44.64,0.291329453,1.61063E-05,0.7088,0.0091,0.000207674,6.56003E-06,6.560028653,,,,,,,
2/5/2019,17:46:02,959777,818,12.07,26.39,78844,44.64,0.292477414,1.60063E-05,0.7044,0.0047,0.000107674,3.401E-06,3.401001256,,,,,,,
2/5/2019,17:46:02,960277,817,12.05,26.39,78843,44.64,0.290181493,0.000015973,0.7030,0.0033,7.43406E-05,2.34816E-06,2.348160577,,,,,,,
2/5/2019,17:46:03,960778,818,12.08,26.39,78844,44.64,0.293625375,1.60063E-05,0.7044,0.0047,0.000107674,3.401E-06,3.401001256,,,,,,,
2/5/2019,17:46:03,961276,810,12.06,26.39,78843,44.63,0.291329453,1.57397E-05,0.6927,-0.0070,-0.000158993,-5.02203E-06,-5.022026132,,,,,,,
2/5/2019,17:46:04,961776,817,12.03,26.39,78837,44.61,0.287885571,0.000015973,0.7030,0.0033,7.43406E-05,2.34834E-06,2.348339287,,,,,,,
2/5/2019,17:46:04,962276,819,12.05,26.4,78841,44.61,0.290181493,1.60397E-05,0.7059,0.0062,0.000141007,4.45419E-06,4.454189889,,,,,,,
2/5/2019,17:46:05,962777,828,12.16,26.39,78845,44.57,0.30280906,1.63397E-05,0.7191,0.0194,0.000441007,1.39295E-05,13.9295292,,,,,,,
2/5/2019,17:46:05,963276,826,12.08,26.41,78847,44.6,0.293625375,0.000016273,0.7162,0.0165,0.000374341,1.18243E-05,11.82430451,,,,,,,
2/5/2019,17:46:06,963776,821,12.19,26.41,78848,44.6,0.306252942,1.61063E-05,0.7088,0.0091,0.000207674,6.55972E-06,6.559717824,,,,,,,
2/5/2019,17:46:06,964276,831,12.13,26.41,78848,44.6,0.299365178,1.64397E-05,0.7235,0.0238,0.000541007,1.70886E-05,17.08859127,,,,,,,
2/5/2019,17:46:07,964776,813,12.2,26.41,78849,44.6,0.307400902,1.58397E-05,0.6971,-0.0026,-5.89927E-05,-1.86336E-06,-1.863357299,,,,,,,
