Date,Time,,,Time_corr,t[ms],CO2[ppm],SO2[ppm],T[C],Pressure[Pa],Humidity[%],SO2_cal(ppm),CO2_cal(mol/L),CO2_cal(mg/L),CO2_cal_corr(mg/L),CO2_cal_corr(mol/m3),CO2_mix_ra(mol/mol),CO2_mix_ra(ppm),X^2,d,d2,D,sy,sm,sb,
1/31/2019,19:45:55,0.8236,0.25,13:45:55,8763,785,10.71,26.76,77181,44.22,0.136354766,1.49063E-05,0.6560,-0.0297,-6.74217E-07,-1.98575E-06,-1.985754243,0.018592622,-2.042350516,4.171195629,,,,,
1/31/2019,19:45:55,0.8236,0.25,13:45:55,9265,786,10.88,26.77,77175,44.13,0.155870097,1.49397E-05,0.6575,-0.0282,-6.40883E-07,-1.88773E-06,-1.887725796,0.024295487,-1.95252241,3.812343762,,,,,
1/31/2019,19:45:56,0.8236,0.25,13:45:56,9766,786,10.95,26.76,77174,44.06,0.163905821,1.49397E-05,0.6575,-0.0282,-6.40883E-07,-1.88775E-06,-1.887749566,0.026865118,-1.955922792,3.825633968,,,,,
1/31/2019,19:45:56,0.8236,0.25,13:45:56,10268,778,10.94,26.75,77175,43.95,0.162757861,0.000014673,0.6458,-0.0399,-9.0755E-07,-2.67319E-06,-2.673192298,0.026490121,-2.740883151,7.512440449,,,,,
1/31/2019,19:45:57,0.8236,0.25,13:45:57,10770,784,10.99,26.76,77176,43.91,0.168497664,0.000014873,0.6546,-0.0311,-7.0755E-07,-2.08407E-06,-2.084065143,0.028391463,-2.154167862,4.640439177,,,,,
1/31/2019,19:45:57,0.8236,0.25,13:45:57,11272,789,10.96,26.77,77161,43.81,0.165053782,1.50397E-05,0.6619,-0.0238,-5.40883E-07,-1.59346E-06,-1.593464188,0.027242751,-1.662119787,2.762642185,,,,,
1/31/2019,19:45:58,0.8236,0.25,13:45:58,11773,785,10.99,26.76,77157,43.74,0.168497664,1.49063E-05,0.6560,-0.0297,-6.74217E-07,-1.98637E-06,-1.98637192,0.028391463,-2.056474639,4.229087939,,,,,
1/31/2019,19:45:58,0.8236,0.25,13:45:58,12275,785,10.97,26.76,77152,43.67,0.166201743,1.49063E-05,0.6560,-0.0297,-6.74217E-07,-1.9865E-06,-1.986500651,0.027623019,-2.055638624,4.225650151,,,,,
1/31/2019,19:45:59,0.8236,0.25,13:45:59,12777,785,10.99,26.76,77159,43.6,0.168497664,1.49063E-05,0.6560,-0.0297,-6.74217E-07,-1.98632E-06,-1.986320432,0.028391463,-2.056423151,4.228876175,,,,,
1/31/2019,19:45:59,0.8236,0.25,13:45:59,13279,790,10.97,26.76,77152,43.53,0.166201743,0.000015073,0.6634,-0.0223,-5.0755E-07,-1.49544E-06,-1.495436696,0.027623019,-1.564574668,2.447893892,,,,,
1/31/2019,19:46:00,0.8236,0.25,13:46:00,13780,786,10.97,26.76,77159,43.5,0.166201743,1.49397E-05,0.6575,-0.0282,-6.40883E-07,-1.88812E-06,-1.888116551,0.027623019,-1.957254524,3.83084527,,,,,
1/31/2019,19:46:00,0.8236,0.25,13:46:00,14282,799,11.01,26.76,77168,43.42,0.170793585,0.000015373,0.6766,-0.0091,-2.0755E-07,-6.11395E-07,-0.611394783,0.029170449,-0.682462247,0.465754719,,,,,
1/31/2019,19:46:01,0.8236,0.25,13:46:01,14784,783,10.99,26.76,77175,43.39,0.168497664,1.48397E-05,0.6531,-0.0326,-7.40883E-07,-2.18228E-06,-2.182275669,0.028391463,-2.252378388,5.073208401,,,,,
1/31/2019,19:46:01,0.8236,0.25,13:46:01,15286,805,10.95,26.76,77168,43.32,0.163905821,0.000015573,0.6854,-0.0003,-7.54988E-09,-2.22402E-08,-0.022240217,0.026865118,-0.090413443,0.008174591,,,,,
1/31/2019,19:46:02,0.8236,0.25,13:46:02,15788,798,10.97,26.76,77165,43.29,0.166201743,1.53397E-05,0.6751,-0.0106,-2.40883E-07,-7.09615E-07,-0.709614798,0.027623019,-0.77875277,0.606455877,,,,,
1/31/2019,19:46:02,0.8236,0.25,13:46:02,16289,799,10.95,26.76,77164,43.26,0.163905821,0.000015373,0.6766,-0.0091,-2.0755E-07,-6.11426E-07,-0.611426476,0.026865118,-0.679599702,0.461855755,,,,,
1/31/2019,19:46:03,0.8236,0.25,13:46:03,16791,799,10.94,26.76,77169,43.26,0.162757861,0.000015373,0.6766,-0.0091,-2.0755E-07,-6.11387E-07,-0.61138686,0.026490121,-0.679077713,0.46114654,,,,,
1/31/2019,19:46:03,0.8236,0.25,13:46:03,17293,801,10.96,26.76,77162,43.22,0.165053782,1.54397E-05,0.6795,-0.0062,-1.40883E-07,-4.15042E-07,-0.415042198,0.027242751,-0.483697797,0.233963559,,,,,
1/31/2019,19:46:04,0.8237,0.25,13:46:04,17795,802,10.95,26.76,77166,43.19,0.163905821,0.000015473,0.6810,-0.0047,-1.0755E-07,-3.16826E-07,-0.316825711,0.026865118,-0.384998937,0.148224182,,,,,
1/31/2019,19:46:04,0.8237,0.25,13:46:04,18296,795,10.96,26.75,77171,43.11,0.165053782,1.52397E-05,0.6707,-0.0150,-3.40883E-07,-1.00413E-06,-1.00412509,0.027242751,-1.072780689,1.150858407,,,,,
1/31/2019,19:46:05,0.8237,0.25,13:46:05,18798,798,10.9,26.75,77174,43.08,0.158166018,1.53397E-05,0.6751,-0.0106,-2.40883E-07,-7.09532E-07,-0.709531783,0.025016489,-0.775293144,0.601079459,,,,,
1/31/2019,19:46:05,0.8237,0.25,13:46:05,19301,801,9.86,26.76,77171,43.04,0.038778111,1.54397E-05,0.6795,-0.0062,-1.40883E-07,-4.14994E-07,-0.414993794,0.001503742,-0.430588356,0.185406333,,,,,
1/31/2019,19:46:06,0.8237,0.25,13:46:06,19806,805,7.07,26.76,77171,43.01,-0.282801164,0.000015573,0.6854,,,,,,,,,,,,
1/31/2019,19:46:06,0.8237,0.25,13:46:06,20304,826,10.05,26.75,77170,42.97,0.060589363,0.000016273,0.7162,0.0305,6.9245E-07,2.03975E-06,2.039747154,0.003671071,2.014987503,4.060174639,,,,,
1/31/2019,19:46:07,0.8237,0.25,13:46:07,20806,804,10.04,26.76,77172,42.97,0.059441402,1.55397E-05,0.6839,-0.0018,-4.08832E-08,-1.20426E-07,-0.120426402,0.00353328,-0.144703679,0.020939155,,,,,
1/31/2019,19:46:07,0.8237,0.25,13:46:07,21308,802,10.07,26.75,77172,42.93,0.062885284,0.000015473,0.6810,-0.0047,-1.0755E-07,-3.16801E-07,-0.316800963,0.003954559,-0.342525359,0.117323622,,,,,
1/31/2019,19:46:08,0.8237,0.25,13:46:08,21810,800,9.86,26.75,77176,42.9,0.038778111,1.54063E-05,0.6780,-0.0077,-1.74217E-07,-5.13149E-07,-0.513148969,0.001503742,-0.528743531,0.279569722,,,,,
1/31/2019,19:46:08,0.8237,0.25,13:46:08,22311,807,7.99,26.75,77175,42.87,-0.176701714,1.56397E-05,0.6883,,,,,,,,,,,,
1/31/2019,19:46:09,0.8237,0.25,13:46:09,22813,814,10.43,26.76,77179,42.84,0.104211868,0.000015873,0.6986,0.0129,2.9245E-07,8.61369E-07,0.861368848,0.010860113,0.818279021,0.669580556,,,,,
1/31/2019,19:46:09,0.8237,0.25,13:46:09,23310,805,10.98,26.76,77176,42.84,0.167349703,0.000015573,0.6854,-0.0003,-7.54988E-09,-2.22379E-08,-0.022237911,0.028005923,-0.091858257,0.008437939,,,,,
1/31/2019,19:46:10,0.8237,0.25,13:46:10,23812,805,10.97,26.76,77173,42.8,0.166201743,0.000015573,0.6854,-0.0003,-7.54988E-09,-2.22388E-08,-0.022238776,0.027623019,-0.091376748,0.00834971,,,,,
1/31/2019,19:46:10,0.8237,0.25,13:46:10,24313,798,11,26.76,77181,42.77,0.169645625,1.53397E-05,0.6751,-0.0106,-2.40883E-07,-7.09468E-07,-0.709467691,0.028779638,-0.780052783,0.608482344,,,,,
1/31/2019,19:46:11,0.8237,0.25,13:46:11,24809,808,10.96,26.75,77176,42.77,0.165053782,0.000015673,0.6898,0.0041,9.24501E-08,2.72309E-07,0.272308737,0.027242751,0.203653137,0.0414746,,,,,
1/31/2019,19:46:11,0.8237,0.25,13:46:11,25311,806,11,26.76,77179,42.73,0.169645625,1.56063E-05,0.6868,0.0011,2.57835E-08,7.59414E-08,0.075941386,0.028779638,0.005356294,2.86899E-05,,,,,
1/31/2019,19:46:12,0.8238,0.25,13:46:12,25812,806,10.92,26.76,77175,42.69,0.160461939,1.56063E-05,0.6868,0.0011,2.57835E-08,7.59453E-08,0.075945322,0.025748034,0.009219215,8.49939E-05,,,,,
1/31/2019,19:46:12,0.8238,0.25,13:46:12,26311,804,10.9,26.76,77172,42.69,0.158166018,1.55397E-05,0.6839,-0.0018,-4.08832E-08,-1.20426E-07,-0.120426402,0.025016489,-0.186187763,0.034665883,,,,,
1/31/2019,19:46:13,0.8238,0.25,13:46:13,26813,796,10.89,26.76,77173,42.66,0.157018057,0.000015273,0.6722,-0.0135,-3.0755E-07,-9.05913E-07,-0.905913368,0.02465467,-0.971192356,0.943214593,,,,,
1/31/2019,19:46:13,0.8238,0.25,13:46:13,27315,812,10.91,26.75,77169,42.62,0.159313979,1.58063E-05,0.6956,0.0099,2.25783E-07,6.65098E-07,0.665097915,0.025380944,0.598854181,0.35862633,,,,,
1/31/2019,19:46:14,0.8238,0.25,13:46:14,27816,806,10.88,26.76,77172,42.62,0.155870097,1.56063E-05,0.6868,0.0011,2.57835E-08,7.59483E-08,0.075948274,0.024295487,0.01115166,0.00012436,,,,,
1/31/2019,19:46:14,0.8238,0.25,13:46:14,28318,812,10.89,26.76,77177,42.59,0.157018057,1.58063E-05,0.6956,0.0099,2.25783E-07,6.65029E-07,0.665029216,0.02465467,0.599750228,0.359700336,,,,,
1/31/2019,19:46:15,0.8238,0.25,13:46:15,28820,799,10.87,26.75,77172,42.59,0.154722136,0.000015373,0.6766,-0.0091,-2.0755E-07,-6.11363E-07,-0.611362869,0.023938939,-0.675677111,0.456539558,,,,,
1/31/2019,19:46:15,0.8238,0.25,13:46:15,29326,807,10.85,26.75,77175,42.55,0.152426215,1.56397E-05,0.6883,0.0026,5.91168E-08,1.74129E-07,0.17412878,0.023233751,0.110779284,0.01227205,,,,,
1/31/2019,19:46:16,0.8238,0.25,13:46:16,29825,805,10.93,26.75,77168,42.55,0.1616099,0.000015573,0.6854,-0.0003,-7.54988E-09,-2.22402E-08,-0.022240209,0.02611776,-0.089448689,0.008001068,,,,,
1/31/2019,19:46:16,0.8238,0.25,13:46:16,30326,806,10.94,26.75,77160,42.55,0.162757861,1.56063E-05,0.6868,0.0011,2.57835E-08,7.59601E-08,0.075960058,0.026490121,0.008269205,6.83797E-05,,,,,
1/31/2019,19:46:17,0.8238,0.25,13:46:17,30828,803,10.9,26.75,77163,42.52,0.158166018,1.55063E-05,0.6824,-0.0033,-7.42165E-08,-2.18639E-07,-0.218639159,0.025016489,-0.284400519,0.080883655,,,,,
1/31/2019,19:46:17,0.8238,0.25,13:46:17,31330,803,10.9,26.75,77142,42.48,0.158166018,1.55063E-05,0.6824,-0.0033,-7.42165E-08,-2.18699E-07,-0.218698678,0.025016489,-0.284460038,0.080917513,,,,,
1/31/2019,19:46:18,0.8238,0.25,13:46:18,31832,793,10.97,26.75,77139,42.48,0.166201743,0.000015173,0.6678,-0.0179,-4.0755E-07,-1.201E-06,-1.20100025,0.027623019,-1.270138222,1.613251104,,,,,
1/31/2019,19:46:18,0.8238,0.25,13:46:18,32333,808,10.98,26.75,77159,42.48,0.167349703,0.000015673,0.6898,0.0041,9.24501E-08,2.72369E-07,0.272368733,0.028005923,0.202748387,0.041106909,,,,,
1/31/2019,19:46:19,0.8238,0.25,13:46:19,32835,801,10.98,26.75,77151,42.48,0.167349703,1.54397E-05,0.6795,-0.0062,-1.40883E-07,-4.15101E-07,-0.415101222,0.028005923,-0.484721567,0.234954998,,,,,
1/31/2019,19:46:20,0.8238,0.25,13:46:20,33337,808,10.95,26.75,77142,42.45,0.163905821,0.000015673,0.6898,0.0041,9.24501E-08,2.72429E-07,0.272428755,0.026865118,0.204255529,0.041720321,,,,,
1/31/2019,19:46:20,0.8238,0.25,13:46:20,33839,799,10.93,26.75,77126,42.45,0.1616099,0.000015373,0.6766,-0.0091,-2.0755E-07,-6.11728E-07,-0.611727502,0.02611776,-0.678935982,0.460954068,,,,,
1/31/2019,19:46:20,0.8238,0.25,13:46:20,34276,805,10.96,26.74,77110,42.45,0.165053782,0.000015573,0.6854,-0.0003,-7.54988E-09,-2.22569E-08,-0.022256929,0.027242751,-0.090912528,0.008265088,,,,,
1/31/2019,19:46:21,0.8239,0.25,13:46:21,34778,805,11.02,26.74,77100,42.42,0.171941546,0.000015573,0.6854,-0.0003,-7.54988E-09,-2.22598E-08,-0.022259816,0.029563895,-0.093809653,0.008800251,,,,,
1/31/2019,19:46:21,0.8239,0.25,13:46:21,35279,800,11.02,26.75,77081,42.42,0.171941546,1.54063E-05,0.6780,-0.0077,-1.74217E-07,-5.13781E-07,-0.51378141,0.029563895,-0.585331248,0.342612669,,,,,
1/31/2019,19:46:22,0.8239,0.25,13:46:22,35781,815,11.01,26.75,77086,42.42,0.170793585,1.59063E-05,0.7000,0.0143,3.25783E-07,9.60705E-07,0.96070457,0.029170449,0.889637105,0.791454179,,,,,
1/31/2019,19:46:22,0.8239,0.25,13:46:22,36283,814,10.97,26.76,77072,42.38,0.166201743,0.000015873,0.6986,0.0129,2.9245E-07,8.62565E-07,0.862564697,0.027623019,0.793426724,0.629525967,,,,,
1/31/2019,19:46:23,0.8239,0.25,13:46:23,36785,804,10.97,26.75,77063,42.38,0.166201743,1.55397E-05,0.6839,-0.0018,-4.08832E-08,-1.20597E-07,-0.120596692,0.027623019,-0.189734665,0.035999243,,,,,
1/31/2019,19:46:23,0.8239,0.25,13:46:23,37286,825,11.02,26.75,77053,42.35,0.171941546,1.62397E-05,0.7147,0.0290,6.59117E-07,1.94451E-06,1.944505436,0.029563895,1.872955598,3.507962674,,,,,
1/31/2019,19:46:24,0.8239,0.25,13:46:24,37789,792,10.99,26.75,77039,42.35,0.168497664,1.51397E-05,0.6663,-0.0194,-4.40883E-07,-1.30092E-06,-1.300916014,0.028391463,-1.371018732,1.879692363,,,,,
1/31/2019,19:46:24,0.8239,0.25,13:46:24,38291,794,11,26.75,77026,42.35,0.169645625,1.52063E-05,0.6692,-0.0165,-3.74217E-07,-1.10439E-06,-1.104388749,0.028779638,-1.174973841,1.380563526,,,,,
1/31/2019,19:46:25,0.8239,0.25,13:46:25,38796,816,11.02,26.74,77020,42.31,0.171941546,1.59397E-05,0.7015,0.0158,3.59117E-07,1.05991E-06,1.059908506,0.029563895,0.988358668,0.976852857,,,,,
1/31/2019,19:46:25,0.8239,0.25,13:46:25,39294,793,10.98,26.75,77019,42.31,0.167349703,0.000015173,0.6678,-0.0179,-4.0755E-07,-1.20287E-06,-1.202871477,0.028005923,-1.272491822,1.619235438,,,,,
1/31/2019,19:46:26,0.8239,0.25,13:46:26,39796,809,11.01,26.74,77007,42.31,0.170793585,1.57063E-05,0.6912,0.0055,1.25783E-07,3.71304E-07,0.371303895,0.029170449,0.300236431,0.090141914,,,,,
1/31/2019,19:46:26,0.8239,0.25,13:46:26,40298,807,10.99,26.75,77029,42.28,0.168497664,1.56397E-05,0.6883,0.0026,5.91168E-08,1.74459E-07,0.174458821,0.028391463,0.104356103,0.010890196,,,,,
1/31/2019,19:46:27,0.8239,0.25,13:46:27,40800,795,11.01,26.75,77035,42.28,0.170793585,1.52397E-05,0.6707,-0.0150,-3.40883E-07,-1.0059E-06,-1.005897804,0.029170449,-1.076965268,1.159854189,,,,,
1/31/2019,19:46:27,0.8239,0.25,13:46:27,41302,793,11.01,26.74,77031,42.28,0.170793585,0.000015173,0.6678,-0.0179,-4.0755E-07,-1.20268E-06,-1.202683652,0.029170449,-1.273751117,1.622441907,,,,,
1/31/2019,19:46:28,0.8239,0.25,13:46:28,41804,808,11.01,26.75,77045,42.24,0.170793585,0.000015673,0.6898,0.0041,9.24501E-08,2.72772E-07,0.272771744,0.029170449,0.20170428,0.040684617,,,,,
1/31/2019,19:46:28,0.8239,0.25,13:46:28,42305,801,11,26.75,77044,42.24,0.169645625,1.54397E-05,0.6795,-0.0062,-1.40883E-07,-4.15678E-07,-0.415677721,0.028779638,-0.486262813,0.236451523,,,,,
1/31/2019,19:46:29,0.8239,0.25,13:46:29,42807,801,11.04,26.75,77044,42.24,0.174237467,1.54397E-05,0.6795,-0.0062,-1.40883E-07,-4.15678E-07,-0.415677721,0.030358695,-0.488192305,0.238331727,,,,,
1/31/2019,19:46:29,0.8239,0.25,13:46:29,43309,812,11.09,26.75,77046,42.21,0.17997727,1.58063E-05,0.6956,0.0099,2.25783E-07,6.6616E-07,0.66615971,0.032391818,0.591233261,0.349556769,,,,,
1/31/2019,19:46:30,0.8240,0.25,13:46:30,43810,824,11.04,26.74,77048,42.21,0.174237467,1.62063E-05,0.7132,0.0275,6.25783E-07,1.84629E-06,1.846285625,0.030358695,1.773771041,3.146263707,,,,,
1/31/2019,19:46:30,0.8240,0.25,13:46:30,44312,779,11.02,26.75,77051,42.21,0.171941546,1.47063E-05,0.6472,-0.0385,-8.74217E-07,-2.57915E-06,-2.579152835,0.029563895,-2.650702673,7.026224661,,,,,
1/31/2019,19:46:31,0.8240,0.25,13:46:31,44814,821,10.98,26.74,77053,42.21,0.167349703,1.61063E-05,0.7088,0.0231,5.25783E-07,1.55115E-06,1.551149101,0.028005923,1.481528756,2.194927454,,,,,
1/31/2019,19:46:31,0.8240,0.25,13:46:31,45316,793,11.02,26.74,77066,42.21,0.171941546,0.000015173,0.6678,-0.0179,-4.0755E-07,-1.20214E-06,-1.202137446,0.029563895,-1.273687283,1.622279296,,,,,
1/31/2019,19:46:32,0.8240,0.25,13:46:32,45817,814,11.04,26.75,77064,42.21,0.174237467,0.000015873,0.6986,0.0129,2.9245E-07,8.62654E-07,0.862653924,0.030358695,0.79013934,0.624320177,,,,,
1/31/2019,19:46:32,0.8240,0.25,13:46:32,46319,806,11.04,26.74,77077,42.17,0.174237467,1.56063E-05,0.6868,0.0011,2.57835E-08,7.60418E-08,0.076041827,0.030358695,0.003527244,1.24414E-05,,,,,
1/31/2019,19:46:33,0.8240,0.25,13:46:33,46821,806,11,26.74,77085,42.17,0.169645625,1.56063E-05,0.6868,0.0011,2.57835E-08,7.60339E-08,0.076033936,0.028779638,0.005448844,2.96899E-05,,,,,
1/31/2019,19:46:33,0.8240,0.25,13:46:33,47323,801,11.01,26.74,77092,42.17,0.170793585,1.54397E-05,0.6795,-0.0062,-1.40883E-07,-4.15419E-07,-0.415418755,0.029170449,-0.486486219,0.236668842,,,,,
1/31/2019,19:46:34,0.8240,0.25,13:46:34,47824,797,11.01,26.73,77105,42.17,0.170793585,1.53063E-05,0.6736,-0.0121,-2.74217E-07,-8.08439E-07,-0.808438762,0.029170449,-0.879506226,0.773531202,,,,,
1/31/2019,19:46:34,0.8240,0.25,13:46:34,48329,812,11.07,26.75,77114,42.17,0.177681349,1.58063E-05,0.6956,0.0099,2.25783E-07,6.65572E-07,0.665572283,0.031570662,0.59161058,0.350003078,,,,,
1/31/2019,19:46:35,0.8240,0.25,13:46:35,48828,800,11.06,26.73,77112,42.17,0.176533388,1.54063E-05,0.6780,-0.0077,-1.74217E-07,-5.13574E-07,-0.513574488,0.031164037,-0.587053817,0.344632185,,,,,
1/31/2019,19:46:35,0.8240,0.25,13:46:35,49330,787,11.12,26.74,77127,42.17,0.183421152,0.000014973,0.6590,-0.0267,-6.0755E-07,-1.79065E-06,-1.790653995,0.033643319,-1.867027564,3.485791923,,,,,
1/31/2019,19:46:36,0.8240,0.25,13:46:36,49831,800,11.11,26.74,77129,42.17,0.182273192,1.54063E-05,0.6780,-0.0077,-1.74217E-07,-5.13461E-07,-0.513461479,0.033223516,-0.589352674,0.347336574,,,,,
1/31/2019,19:46:36,0.8240,0.25,13:46:36,50334,798,11.23,26.75,77136,42.13,0.196048719,1.53397E-05,0.6751,-0.0106,-2.40883E-07,-7.09881E-07,-0.709881324,0.0384351,-0.791560996,0.626568811,,,,,
1/31/2019,19:46:37,0.8240,0.25,13:46:37,50836,805,11.35,26.74,77156,42.13,0.209824247,0.000015573,0.6854,-0.0003,-7.54988E-09,-2.22437E-08,-0.022243659,0.044026215,-0.109711808,0.012036681,,,,,
1/31/2019,19:46:38,0.8241,0.25,13:46:38,51338,812,11.62,26.74,77164,42.13,0.240819185,1.58063E-05,0.6956,0.0099,2.25783E-07,6.65141E-07,0.665140768,0.05799388,0.564648547,0.318827981,,,,,
1/31/2019,19:46:38,0.8241,0.25,13:46:38,51765,806,11.93,26.75,77177,42.13,0.276405965,1.56063E-05,0.6868,0.0011,2.57835E-08,7.59433E-08,0.075943326,0.076400257,-0.03950246,0.001560444,,,,,
1/31/2019,19:46:38,0.8241,0.25,13:46:38,52267,795,12.09,26.74,77180,42.13,0.294773335,1.52397E-05,0.6707,-0.0150,-3.40883E-07,-1.00401E-06,-1.004007631,0.086891319,-1.127171386,1.270515335,,,,,
1/31/2019,19:46:39,0.8241,0.25,13:46:39,52768,800,12.72,26.74,77184,42.13,0.367094856,1.54063E-05,0.6780,-0.0077,-1.74217E-07,-5.13096E-07,-0.513095595,0.134758633,-0.666648853,0.444420693,,,,,
1/31/2019,19:46:39,0.8241,0.25,13:46:39,53270,812,13,26.75,77223,42.13,0.399237754,1.58063E-05,0.6956,0.0099,2.25783E-07,6.64633E-07,0.66463283,0.159390784,0.497573125,0.247579015,,,,,
1/31/2019,19:46:40,0.8241,0.25,13:46:40,53772,809,13.41,26.72,77233,42.1,0.446304141,1.57063E-05,0.6912,0.0055,1.25783E-07,3.70217E-07,0.370217111,0.199187386,0.183380111,0.033628265,,,,,
1/31/2019,19:46:40,0.8241,0.25,13:46:40,54274,812,13.95,26.73,77244,42.1,0.508294016,1.58063E-05,0.6956,0.0099,2.25783E-07,6.64452E-07,0.664451653,0.258362806,0.451566507,0.203912311,,,,,
1/31/2019,19:46:41,0.8241,0.25,13:46:41,54775,805,14.29,26.73,77266,42.1,0.547324678,0.000015573,0.6854,-0.0003,-7.54988E-09,-2.2212E-08,-0.022211984,0.299564303,-0.251497814,0.06325115,,,,,
1/31/2019,19:46:41,0.8241,0.25,13:46:41,55277,805,14.98,26.74,77273,42.1,0.626533962,0.000015573,0.6854,-0.0003,-7.54988E-09,-2.221E-08,-0.02220998,0.392544806,-0.284779551,0.081099393,,,,,
1/31/2019,19:46:42,0.8241,0.25,13:46:42,55779,818,15.19,26.72,77282,42.1,0.650641136,1.60063E-05,0.7044,0.0187,4.25783E-07,1.25241E-06,1.252409329,0.423333888,0.979709923,0.959831534,,,,,
1/31/2019,19:46:42,0.8241,0.25,13:46:42,56281,808,15.73,26.74,77289,42.07,0.712631011,0.000015673,0.6898,0.0041,9.24501E-08,2.71911E-07,0.271910509,0.507842958,-0.026837041,0.000720227,,,,,
1/31/2019,19:46:43,0.8241,0.25,13:46:43,56782,799,15.99,26.72,77290,42.07,0.742477988,0.000015373,0.6766,-0.0091,-2.0755E-07,-6.10429E-07,-0.610428821,0.551273562,-0.921718072,0.849564204,,,,,
1/31/2019,19:46:43,0.8241,0.25,13:46:43,57284,806,16.2,26.74,77295,42.07,0.766585161,1.56063E-05,0.6868,0.0011,2.57835E-08,7.58274E-08,0.075827362,0.58765281,-0.245591723,0.060315294,,,,,
1/31/2019,19:46:44,0.8241,0.25,13:46:44,57789,818,16.71,26.72,77299,42.07,0.825131155,1.60063E-05,0.7044,0.0187,4.25783E-07,1.25213E-06,1.252133892,0.680841422,0.906113781,0.821042184,,,,,
1/31/2019,19:46:44,0.8241,0.25,13:46:44,58288,808,16.97,26.72,77305,42.07,0.854978131,0.000015673,0.6898,0.0041,9.24501E-08,2.71854E-07,0.271854033,0.730987605,-0.086707778,0.007518239,,,,,
1/31/2019,19:46:45,0.8241,0.25,13:46:45,58789,808,17.11,26.74,77316,42.07,0.87104958,0.000015673,0.6898,0.0041,9.24501E-08,2.71816E-07,0.271815554,0.758727372,-0.09349948,0.008742153,,,,,
1/31/2019,19:46:45,0.8241,0.25,13:46:45,59291,807,17.26,26.74,77329,42.07,0.88826899,1.56397E-05,0.6883,0.0026,5.91168E-08,1.73782E-07,0.17378194,0.789021799,-0.19876869,0.039508992,,,,,
