Date,Time,,-6,,Time_corr,t[ms],CO2[ppm],SO2[ppm],T[C],Pressure[Pa],Humidity[%],SO2_cal(ppm),CO2_cal(mol/L),CO2_cal(mg/L),CO2_cal_corr(mg/L),CO2_cal_corr(mol/m3),CO2_mix_ra(mol/mol),CO2_mix_ra(ppm),X^2,d,d2,D,sy,sm,sb
1/30/2019,19:08:45,0.80,6:00:00,0.25,13:08:45,10255,799,11.16,24.84,77151,54.62,0.188035954,0.000015373,0.6766,-0.0119,-0.0003,-0.000009,-8.707924226,0.03535752,-9.359284036,87.59619767,,,,
1/30/2019,19:08:46,0.80,6:00:00,0.25,13:08:46,10757,801,11.3,24.84,77146,54.48,0.204107403,1.54397E-05,0.6795,-0.0090,-0.0002,-0.000007,-6.567536074,0.041659832,-7.273165953,52.89894298,,,,
1/30/2019,19:08:46,0.80,6:00:00,0.25,13:08:46,11258,801,11.46,24.84,77142,54.36,0.222474774,1.54397E-05,0.6795,-0.0090,-0.0002,-0.000007,-6.567876617,0.049495025,-7.335529432,53.80999205,,,,
1/30/2019,19:08:47,0.80,6:00:00,0.25,13:08:47,11761,797,11.48,24.86,77143,54.23,0.224770695,1.53063E-05,0.6736,-0.0149,-0.0003,-0.000011,-10.85059126,0.050521865,-11.62599694,135.163805,,,,
1/30/2019,19:08:47,0.80,6:00:00,0.25,13:08:47,12263,800,11.49,24.86,77149,54.11,0.225918656,1.54063E-05,0.6780,-0.0105,-0.0002,-0.000008,-7.638227945,0.051039239,-8.417510061,70.85447563,,,,
1/30/2019,19:08:48,0.80,6:00:00,0.25,13:08:48,12765,802,11.66,24.86,77152,54.04,0.245433987,0.000015473,0.6810,-0.0075,-0.0002,-0.000005,-5.497001224,0.060237842,-6.342182709,40.22328152,,,,
1/30/2019,19:08:48,0.80,6:00:00,0.25,13:08:48,13266,804,11.73,24.86,77152,53.92,0.253469711,1.55397E-05,0.6839,-0.0046,-0.0001,-0.000003,-3.356071509,0.064246894,-4.22838803,17.87926533,,,,
1/30/2019,19:08:49,0.80,6:00:00,0.25,13:08:49,13768,802,11.91,24.86,77150,53.84,0.274133003,0.000015473,0.6810,-0.0075,-0.0002,-0.000005,-5.497143725,0.075148903,-6.439236049,41.46376089,,,,
1/30/2019,19:08:49,0.80,6:00:00,0.25,13:08:49,14270,800,11.86,24.84,77153,53.75,0.268393199,1.54063E-05,0.6780,-0.0105,-0.0002,-0.000008,-7.637319352,0.07203491,-8.560029508,73.27410518,,,,
1/30/2019,19:08:50,0.80,6:00:00,0.25,13:08:50,14772,806,11.94,24.86,77144,53.65,0.277576885,1.56063E-05,0.6868,-0.0017,0.0000,-0.000001,-1.215267808,0.077048927,-2.168989432,4.704515155,,,,
1/30/2019,19:08:50,0.80,6:00:00,0.25,13:08:50,15273,799,11.95,24.86,77148,53.56,0.278724845,0.000015373,0.6766,-0.0119,-0.0003,-0.000009,-8.708847312,0.077687539,-9.666445369,93.44016608,,,,
1/30/2019,19:08:51,0.80,6:00:00,0.25,13:08:51,15775,803,11.97,24.84,77146,53.5,0.281020767,1.55063E-05,0.6824,-0.0061,-0.0001,-0.000004,-4.426583542,0.078972671,-5.391934467,29.0729573,,,,
1/30/2019,19:08:51,0.80,6:00:00,0.25,13:08:51,16277,806,12,24.86,77148,53.45,0.284464649,1.56063E-05,0.6868,-0.0017,0.0000,-0.000001,-1.215204798,0.080920136,-2.192185023,4.805675175,,,,
1/30/2019,19:08:52,0.80,6:00:00,0.25,13:08:52,16782,801,12.01,24.86,77143,53.36,0.285612609,1.54397E-05,0.6795,-0.0090,-0.0002,-0.000007,-6.568232284,0.081574563,-7.549088943,56.98874386,,,,
1/30/2019,19:08:52,0.80,6:00:00,0.25,13:08:52,17281,802,12.05,24.84,77144,53.31,0.290204452,0.000015473,0.6810,-0.0075,-0.0002,-0.000005,-5.497202323,0.084218624,-6.493564715,42.16638271,,,,
1/30/2019,19:08:53,0.80,6:00:00,0.25,13:08:53,17782,797,12.11,24.86,77141,53.26,0.297092216,1.53063E-05,0.6736,-0.0149,-0.0003,-0.000011,-10.85087258,0.088263785,-11.87049357,140.9086177,,,,
1/30/2019,19:08:53,0.80,6:00:00,0.25,13:08:53,18284,786,12.17,24.86,77141,53.2,0.30397998,1.49397E-05,0.6575,-0.0310,-0.0007,-0.000023,-22.62766509,0.092403828,-23.67054469,560.2946859,,,,
1/30/2019,19:08:54,0.80,6:00:00,0.25,13:08:54,18786,797,12.29,24.86,77146,53.14,0.317755507,1.53063E-05,0.6736,-0.0149,-0.0003,-0.000011,-10.85016931,0.100968562,-11.93956611,142.5532389,,,,
1/30/2019,19:08:54,0.80,6:00:00,0.25,13:08:54,19288,805,12.48,24.84,77148,53.06,0.33956676,0.000015573,0.6854,-0.0031,-0.0001,-0.000002,-2.285571758,0.115305584,-3.448620792,11.89298537,,,,
1/30/2019,19:08:55,0.80,6:00:00,0.25,13:08:55,19789,794,12.59,24.86,77148,53.03,0.352194327,1.52063E-05,0.6692,-0.0193,-0.0004,-0.000014,-14.06144911,0.124040844,-15.26713891,233.0855305,,,,
1/30/2019,19:08:55,0.80,6:00:00,0.25,13:08:55,20291,795,12.63,24.86,77146,52.98,0.356786169,1.52397E-05,0.6707,-0.0178,-0.0004,-0.000013,-12.99126554,0.127296371,-14.21246107,201.9940498,,,,
1/30/2019,19:08:56,0.80,6:00:00,0.25,13:08:56,20793,794,12.75,24.86,77141,52.92,0.370561697,1.52063E-05,0.6692,-0.0193,-0.0004,-0.000014,-14.06272508,0.137315971,-15.33043782,235.0223239,,,,
1/30/2019,19:08:56,0.80,6:00:00,0.25,13:08:56,21295,800,12.83,24.86,77143,52.86,0.379745382,1.54063E-05,0.6780,-0.0105,-0.0002,-0.000008,-7.638822029,0.144206555,-8.937546236,79.87973271,,,,
1/30/2019,19:08:57,0.80,6:00:00,0.25,13:08:57,21796,800,12.89,24.86,77139,52.86,0.386633146,1.54063E-05,0.6780,-0.0105,-0.0002,-0.000008,-7.639218135,0.14948519,-8.961200944,80.30312235,,,,
1/30/2019,19:08:57,0.80,6:00:00,0.25,13:08:57,22293,800,12.76,24.86,77143,52.81,0.371709658,1.54063E-05,0.6780,-0.0105,-0.0002,-0.000008,-7.638822029,0.13816807,-8.910411201,79.39542777,,,,
1/30/2019,19:08:58,0.80,6:00:00,0.25,13:08:58,22795,799,12.85,24.86,77145,52.78,0.382041304,0.000015373,0.6766,-0.0119,-0.0003,-0.000009,-8.70918598,0.145955558,-10.01566305,100.3135064,,,,
1/30/2019,19:08:58,0.80,6:00:00,0.25,13:08:58,23297,809,12.78,24.86,77142,52.75,0.374005579,1.57063E-05,0.6912,0.0027,0.0001,0.000002,1.996511553,0.139880173,0.717169514,0.514332112,,,,
1/30/2019,19:08:59,0.80,6:00:00,0.25,13:08:59,23792,800,12.79,24.84,77139,52.7,0.37515354,1.54063E-05,0.6780,-0.0105,-0.0002,-0.000008,-7.638705453,0.140740178,-8.921923926,79.60072655,,,,
1/30/2019,19:08:59,0.80,6:00:00,0.25,13:08:59,24294,805,12.69,24.86,77148,52.67,0.363673933,0.000015573,0.6854,-0.0031,-0.0001,-0.000002,-2.285725157,0.13225873,-3.530179295,12.46216585,,,,
1/30/2019,19:09:00,0.80,6:00:00,0.25,13:09:00,24796,801,12.66,24.86,77142,52.64,0.360230051,1.54397E-05,0.6795,-0.0090,-0.0002,-0.000007,-6.568317429,0.12976569,-7.801142266,60.85782065,,,,
1/30/2019,19:09:00,0.80,6:00:00,0.25,13:09:00,25297,808,12.62,24.86,77144,52.62,0.355638209,0.000015673,0.6898,0.0013,0.0000,0.000001,0.925883926,0.126478536,-0.291435177,0.084934463,,,,
1/30/2019,19:09:01,0.80,6:00:00,0.25,13:09:01,25797,807,12.67,24.86,77142,52.59,0.361378012,1.56397E-05,0.6883,-0.0002,0.0000,0.000000,-0.144695692,0.130594068,-1.381396963,1.908257569,,,,
1/30/2019,19:09:01,0.80,6:00:00,0.25,13:09:01,26299,787,12.55,24.86,77140,52.56,0.347602484,0.000014973,0.6590,-0.0295,-0.0007,-0.000022,-21.55732705,0.120827487,-22.74751112,517.449262,,,,
1/30/2019,19:09:02,0.80,6:00:00,0.25,13:09:02,26801,798,12.45,24.86,77144,52.53,0.336122878,1.53397E-05,0.6751,-0.0134,-0.0003,-0.000010,-9.779874742,0.112978589,-10.93129448,119.4931989,,,,
1/30/2019,19:09:02,0.80,6:00:00,0.25,13:09:02,27302,797,12.43,24.86,77151,52.5,0.333826956,1.53063E-05,0.6736,-0.0149,-0.0003,-0.000011,-10.84946613,0.111440437,-11.993133,143.8352392,,,,
1/30/2019,19:09:03,0.80,6:00:00,0.25,13:09:03,27806,808,12.22,24.84,77142,52.48,0.309719783,0.000015673,0.6898,0.0013,0.0000,0.000001,0.925845791,0.095926344,-0.136415971,0.018609317,,,,
1/30/2019,19:09:03,0.80,6:00:00,0.25,13:09:03,28306,803,12.25,24.86,77143,52.45,0.313163665,1.55063E-05,0.6824,-0.0061,-0.0001,-0.000004,-4.427052795,0.098071481,-5.500943858,30.26038333,,,,
1/30/2019,19:09:04,0.80,6:00:00,0.25,13:09:04,28808,804,12.18,24.86,77146,52.42,0.30512794,1.55397E-05,0.6839,-0.0046,-0.0001,-0.000003,-3.356332526,0.09310306,-4.403088555,19.38718882,,,,
1/30/2019,19:09:04,0.80,6:00:00,0.25,13:09:04,29309,795,12.12,24.86,77141,52.39,0.298240176,1.52397E-05,0.6707,-0.0178,-0.0004,-0.000013,-12.99210758,0.088947203,-14.01560501,196.4371838,,,,
1/30/2019,19:09:05,0.80,6:00:00,0.25,13:09:05,29811,800,12.11,24.86,77143,52.39,0.297092216,1.54063E-05,0.6780,-0.0105,-0.0002,-0.000008,-7.638822029,0.088263785,-8.658443022,74.96863557,,,,
1/30/2019,19:09:05,0.80,6:00:00,0.25,13:09:05,30313,803,12.03,24.86,77140,52.36,0.28790853,1.55063E-05,0.6824,-0.0061,-0.0001,-0.000004,-4.427224964,0.082891322,-5.41583449,29.33126322,,,,
1/30/2019,19:09:06,0.80,6:00:00,0.25,13:09:06,30815,805,12.01,24.86,77142,52.33,0.285612609,0.000015573,0.6854,-0.0031,-0.0001,-0.000002,-2.285902938,0.081574563,-3.266759596,10.67171826,,,,
1/30/2019,19:09:06,0.80,6:00:00,0.25,13:09:06,31316,814,12.01,24.86,77136,52.33,0.285612609,0.000015873,0.6986,0.0101,0.0002,0.000007,7.350101348,0.081574563,6.369244689,40.56727791,,,,
1/30/2019,19:09:07,0.80,6:00:00,0.25,13:09:07,31818,802,12.16,24.86,77139,52.31,0.302832019,0.000015473,0.6810,-0.0075,-0.0002,-0.000005,-5.497927617,0.091707232,-6.536930778,42.731464,,,,
1/30/2019,19:09:07,0.80,6:00:00,0.25,13:09:07,32320,806,12.28,24.87,77133,52.31,0.316607547,1.56063E-05,0.6868,-0.0017,0.0000,-0.000001,-1.215481903,0.100240339,-2.301002267,5.294611432,,,,
1/30/2019,19:09:08,0.80,6:00:00,0.25,13:09:08,32822,791,12.13,24.86,77123,52.28,0.299388137,1.51063E-05,0.6648,-0.0237,-0.0005,-0.000017,-17.27860936,0.089633257,-18.30598322,335.1090217,,,,
1/30/2019,19:09:08,0.80,6:00:00,0.25,13:09:08,33260,806,12.06,24.86,77121,52.28,0.291352412,1.56063E-05,0.6868,-0.0017,0.0000,-0.000001,-1.21563024,0.084886228,-2.215869066,4.910075719,,,,
1/30/2019,19:09:09,0.80,6:00:00,0.25,13:09:09,33762,799,12,24.86,77107,52.25,0.284464649,0.000015373,0.6766,-0.0119,-0.0003,-0.000009,-8.713478055,0.080920136,-9.690458281,93.90498169,,,,
1/30/2019,19:09:09,0.80,6:00:00,0.25,13:09:09,34264,795,11.98,24.86,77109,52.23,0.282168727,1.52397E-05,0.6707,-0.0178,-0.0004,-0.000013,-12.99749927,0.079619191,-13.96672663,195.0694527,,,,
1/30/2019,19:09:10,0.80,6:00:00,0.25,13:09:10,34765,793,11.83,24.86,77095,52.23,0.264949318,0.000015173,0.6678,-0.0207,-0.0005,-0.000015,-15.14237214,0.070198141,-16.053453,257.7133532,,,,
1/30/2019,19:09:10,0.80,6:00:00,0.25,13:09:10,35267,796,11.7,24.86,77092,52.17,0.250025829,0.000015273,0.6722,-0.0163,-0.0004,-0.000012,-11.92906743,0.062512915,-12.78975465,163.577824,,,,
1/30/2019,19:09:11,0.80,6:00:00,0.25,13:09:11,35769,807,11.63,24.86,77100,52.17,0.241990105,1.56397E-05,0.6883,-0.0002,0.0000,0.000000,-0.144774515,0.058559211,-0.9783267,0.957123132,,,,
1/30/2019,19:09:11,0.80,6:00:00,0.25,13:09:11,36274,793,11.53,24.86,77086,52.17,0.230510498,0.000015173,0.6678,-0.0207,-0.0005,-0.000015,-15.14414006,0.05313509,-15.93892791,254.0494228,,,,
1/30/2019,19:09:12,0.80,6:00:00,0.25,13:09:12,36772,803,11.49,24.86,77077,52.17,0.225918656,1.55063E-05,0.6824,-0.0061,-0.0001,-0.000004,-4.430843621,0.051039239,-5.210125737,27.14541019,,,,
1/30/2019,19:09:12,0.80,6:00:00,0.25,13:09:12,37274,796,11.29,24.87,77080,52.14,0.202959443,0.000015273,0.6722,-0.0163,-0.0004,-0.000012,-11.93132493,0.041192535,-12.63307838,159.5946693,,,,
1/30/2019,19:09:13,0.80,6:00:00,0.25,13:09:13,37776,810,11.29,24.86,77081,52.14,0.202959443,1.57397E-05,0.6927,0.0042,0.0001,0.000003,3.069542415,0.041192535,2.36778897,5.606424605,,,,
1/30/2019,19:09:13,0.80,6:00:00,0.25,13:09:13,38278,797,11.28,24.89,77091,52.14,0.201811482,1.53063E-05,0.6736,-0.0149,-0.0003,-0.000011,-10.85900333,0.040727874,-11.55688034,133.5614832,,,,
1/30/2019,19:09:14,0.80,6:00:00,0.25,13:09:14,38779,805,11.24,24.88,77102,52.11,0.197219639,0.000015573,0.6854,-0.0031,-0.0001,-0.000002,-2.287242339,0.038895586,-2.969613617,8.818605037,,,,
1/30/2019,19:09:14,0.80,6:00:00,0.25,13:09:14,39281,798,11.2,24.87,77106,52.09,0.192627797,1.53397E-05,0.6751,-0.0134,-0.0003,-0.000010,-9.785022873,0.037105468,-10.45188842,109.2419715,,,,
1/30/2019,19:09:15,0.80,6:00:00,0.25,13:09:15,39783,812,11.18,24.87,77088,52.06,0.190331875,1.58063E-05,0.6956,0.0071,0.0002,0.000005,5.212145734,0.036226223,4.553033057,20.73011002,,,,
1/30/2019,19:09:15,0.80,6:00:00,0.25,13:09:15,40285,801,11.12,24.86,77088,52.06,0.183444112,1.54397E-05,0.6795,-0.0090,-0.0002,-0.000007,-6.572918523,0.033651742,-7.208772599,51.96640238,,,,
1/30/2019,19:09:16,0.80,6:00:00,0.25,13:09:16,40786,805,11.16,24.87,77086,52.03,0.188035954,0.000015573,0.6854,-0.0031,-0.0001,-0.000002,-2.287640319,0.03535752,-2.939000129,8.637721758,,,,
1/30/2019,19:09:16,0.80,6:00:00,0.25,13:09:16,41288,804,11.18,24.87,77084,52.01,0.190331875,1.55397E-05,0.6839,-0.0046,-0.0001,-0.000003,-3.359144798,0.036226223,-4.018257475,16.14639314,,,,
1/30/2019,19:09:17,0.80,6:00:00,0.25,13:09:17,41790,797,11.04,24.86,77090,51.98,0.174260426,1.53063E-05,0.6736,-0.0149,-0.0003,-0.000011,-10.85805113,0.030366696,-11.46289374,131.3979329,,,,
1/30/2019,19:09:17,0.80,6:00:00,0.25,13:09:17,42292,797,11.06,24.87,77092,51.95,0.176556348,1.53063E-05,0.6736,-0.0149,-0.0003,-0.000011,-10.85813378,0.031172144,-11.47072926,131.5776297,,,,
1/30/2019,19:09:18,0.80,6:00:00,0.25,13:09:18,42795,796,11.06,24.87,77097,51.92,0.176556348,0.000015273,0.6722,-0.0163,-0.0004,-0.000012,-11.92869406,0.031172144,-12.54128953,157.2839431,,,,
1/30/2019,19:09:18,0.80,6:00:00,0.25,13:09:18,43296,797,11.04,24.87,77100,51.89,0.174260426,1.53063E-05,0.6736,-0.0149,-0.0003,-0.000011,-10.85700713,0.030366696,-11.46184974,131.3739994,,,,
1/30/2019,19:09:19,0.80,6:00:00,0.25,13:09:19,43798,808,11.02,24.86,77107,51.86,0.171964505,0.000015673,0.6898,0.0013,0.0000,0.000001,0.926328214,0.029571791,0.329238473,0.108397972,,,,
1/30/2019,19:09:19,0.80,6:00:00,0.25,13:09:19,44300,800,11.01,24.88,77113,51.84,0.170816544,1.54063E-05,0.6780,-0.0105,-0.0002,-0.000008,-7.642306687,0.029178292,-8.235519994,67.82378957,,,,
1/30/2019,19:09:20,0.80,6:00:00,0.25,13:09:20,44802,797,11.01,24.89,77117,51.81,0.170816544,1.53063E-05,0.6736,-0.0149,-0.0003,-0.000011,-10.85534221,0.029178292,-11.44855552,131.0694235,,,,
1/30/2019,19:09:20,0.80,6:00:00,0.25,13:09:20,45303,807,11.09,24.87,77123,51.78,0.18000023,1.56397E-05,0.6883,-0.0002,0.0000,0.000000,-0.144736196,0.032400083,-0.768960971,0.591300975,,,,
1/30/2019,19:09:21,0.80,6:00:00,0.25,13:09:21,45805,795,11.07,24.89,77128,51.75,0.177704308,1.52397E-05,0.6707,-0.0178,-0.0004,-0.000013,-12.99560552,0.031578821,-13.61207743,185.288652,,,,
1/30/2019,19:09:21,0.80,6:00:00,0.25,13:09:21,46307,804,11.07,24.89,77120,51.72,0.177704308,1.55397E-05,0.6839,-0.0046,-0.0001,-0.000003,-3.357802058,0.031578821,-3.974273967,15.79485356,,,,
1/30/2019,19:09:22,0.80,6:00:00,0.25,13:09:22,46809,795,11.12,24.89,77132,51.7,0.183444112,1.52397E-05,0.6707,-0.0178,-0.0004,-0.000013,-12.99493158,0.033651742,-13.63078566,185.7983176,,,,
1/30/2019,19:09:22,0.80,6:00:00,0.25,13:09:22,47310,779,11.29,24.86,77131,51.7,0.202959443,1.47063E-05,0.6472,-0.0413,-0.0009,-0.000030,-30.12589291,0.041192535,-30.82764635,950.3437796,,,,
1/30/2019,19:09:23,0.80,6:00:00,0.25,13:09:23,47812,786,11.32,24.87,77080,51.67,0.206403324,1.49397E-05,0.6575,-0.0310,-0.0007,-0.000023,-22.6463322,0.042602332,-23.35971494,545.6762822,,,,
1/30/2019,19:09:23,0.80,6:00:00,0.25,13:09:23,48314,809,11.45,24.87,77147,51.64,0.221326813,1.57063E-05,0.6912,0.0027,0.0001,0.000002,1.996449147,0.048985558,1.232672765,1.519482147,,,,
1/30/2019,19:09:24,0.80,6:00:00,0.25,13:09:24,48816,801,11.56,24.87,77141,51.62,0.23395438,1.54397E-05,0.6795,-0.0090,-0.0002,-0.000007,-6.568622984,0.054734652,-7.375040135,54.39121699,,,,
1/30/2019,19:09:24,0.80,6:00:00,0.25,13:09:24,49317,786,11.67,24.89,77146,51.59,0.246581947,1.49397E-05,0.6575,-0.0310,-0.0007,-0.000023,-22.62847628,0.060802657,-23.47753419,551.1946119,,,,
1/30/2019,19:09:25,0.80,6:00:00,0.25,13:09:25,49819,796,11.83,24.87,77137,51.55,0.264949318,0.000015273,0.6722,-0.0163,-0.0004,-0.000012,-11.92250834,0.070198141,-12.83358919,164.7010116,,,,
1/30/2019,19:09:25,0.80,6:00:00,0.25,13:09:25,50321,802,11.91,24.87,77170,51.52,0.274133003,0.000015473,0.6810,-0.0075,-0.0002,-0.000005,-5.495903455,0.075148903,-6.437995779,41.44778965,,,,
1/30/2019,19:09:26,0.80,6:00:00,0.25,13:09:26,50751,791,11.9,24.87,77169,51.48,0.272985042,1.51063E-05,0.6648,-0.0237,-0.0005,-0.000017,-17.26888913,0.074520833,-18.20710502,331.4986734,,,,
1/30/2019,19:09:26,0.80,6:00:00,0.25,13:09:26,51250,805,11.93,24.89,77173,51.45,0.276428924,0.000015573,0.6854,-0.0031,-0.0001,-0.000002,-2.285214726,0.07641295,-3.235059917,10.46561267,,,,
1/30/2019,19:09:27,0.80,6:00:00,0.25,13:09:27,51751,816,12.01,24.87,77179,51.45,0.285612609,1.59397E-05,0.7015,0.0130,0.0003,0.000009,9.486505324,0.081574563,8.505648665,72.34605921,,,,
1/30/2019,19:09:27,0.80,6:00:00,0.25,13:09:27,52253,791,11.98,24.89,77174,51.41,0.282168727,1.51063E-05,0.6648,-0.0237,-0.0005,-0.000017,-17.26892914,0.079619191,-18.2381565,332.6303524,,,,
1/30/2019,19:09:28,0.80,6:00:00,0.25,13:09:28,52755,811,12.04,24.89,77197,51.38,0.289056491,0.000015773,0.6942,0.0057,0.0001,0.000004,4.135187066,0.083553655,3.142701107,9.876570245,,,,
1/30/2019,19:09:28,0.80,6:00:00,0.25,13:09:28,53257,808,12.02,24.89,77185,51.34,0.28676057,0.000015673,0.6898,0.0013,0.0000,0.000001,0.925485262,0.082231624,-0.059247831,0.003510305,,,,
1/30/2019,19:09:29,0.80,6:00:00,0.25,13:09:29,53758,802,12.05,24.89,77209,51.31,0.290204452,0.000015473,0.6810,-0.0075,-0.0002,-0.000005,-5.493495992,0.084218624,-6.489858385,42.11826186,,,,
1/30/2019,19:09:29,0.80,6:00:00,0.25,13:09:29,54260,796,12.04,24.89,77206,51.27,0.289056491,0.000015273,0.6722,-0.0163,-0.0004,-0.000012,-11.91265244,0.083553655,-12.9051384,166.542597,,,,
1/30/2019,19:09:30,0.80,6:00:00,0.25,13:09:30,54762,801,12.07,24.89,77223,51.24,0.292500373,1.54397E-05,0.6795,-0.0090,-0.0002,-0.000007,-6.562088377,0.085556468,-7.566203637,57.24743748,,,,
1/30/2019,19:09:30,0.80,6:00:00,0.25,13:09:30,55265,806,12.07,24.89,77222,51.21,0.292500373,1.56063E-05,0.6868,-0.0017,0.0000,-0.000001,-1.214162511,0.085556468,-2.218277771,4.920756268,,,,
1/30/2019,19:09:31,0.80,6:00:00,0.25,13:09:31,55767,799,12.09,24.89,77223,51.17,0.294796294,0.000015373,0.6766,-0.0119,-0.0003,-0.000009,-8.701265013,0.086904855,-9.71313314,94.34495539,,,,
1/30/2019,19:09:31,0.80,6:00:00,0.25,13:09:31,56268,793,12.06,24.89,77212,51.17,0.291352412,0.000015173,0.6678,-0.0207,-0.0005,-0.000015,-15.12094882,0.084886228,-16.12118764,259.892691,,,,
1/30/2019,19:09:32,0.80,6:00:00,0.25,13:09:32,56770,792,12.01,24.89,77231,51.14,0.285612609,1.51397E-05,0.6663,-0.0222,-0.0005,-0.000016,-16.18670636,0.081574563,-17.16756302,294.7252199,,,,
1/30/2019,19:09:32,0.80,6:00:00,0.25,13:09:32,57272,811,12.01,24.89,77253,51.11,0.285612609,0.000015773,0.6942,0.0057,0.0001,0.000004,4.132189506,0.081574563,3.151332847,9.930898715,,,,
1/30/2019,19:09:33,0.80,6:00:00,0.25,13:09:33,57774,805,11.99,24.89,77243,51.07,0.283316688,0.000015573,0.6854,-0.0031,-0.0001,-0.000002,-2.283143794,0.080268346,-3.256247586,10.60314834,,,,
1/30/2019,19:09:33,0.80,6:00:00,0.25,13:09:33,58275,807,11.95,24.89,77247,51.04,0.278724845,1.56397E-05,0.6883,-0.0002,0.0000,0.000000,-0.144513557,0.077687539,-1.102111615,1.214650011,,,,
1/30/2019,19:09:34,0.80,6:00:00,0.25,13:09:34,58777,804,11.9,24.89,77261,51.04,0.272985042,1.55397E-05,0.6839,-0.0046,-0.0001,-0.000003,-3.351674127,0.074520833,-4.289890017,18.40315636,,,,
1/30/2019,19:09:34,0.80,6:00:00,0.25,13:09:34,59279,803,11.87,24.89,77271,51,0.26954116,1.55063E-05,0.6824,-0.0061,-0.0001,-0.000004,-4.420164271,0.072652437,-5.346750861,28.58774477,,,,
