Date,Time,Time_corr,-6,,Time_,t[ms],CO2[ppm],SO2[ppm],T[C],Pressure[Pa],Humidity[%],SO2_cal(ppm),CO2_cal(mol/L),CO2_cal(mg/L),CO2_cal_corr(mg/L),CO2_cal_corr(mol/m3),CO2_mix_ra(mol/mol),CO2_mix_ra(ppm),X2,d,d2,D,sy,sm,sb,,,,
1/29/2019 18:29,6:29:31 PM,43494.77,6:00:00 AM,0.25,12:29:31 PM,786,556,5.61,22.63,77193,59.4,-0.449105165,0.000007273,0.32008473,,,,,,,,,,,,,,,
1/29/2019 18:29,6:29:32 PM,43494.77,6:00:00 AM,0.25,12:29:32 PM,1288,769,7.07,22.63,77193,59.37,-0.28150291,0.000014373,0.63255573,,,,,,,,,,,,,,,
1/29/2019 18:29,6:29:32 PM,43494.77,6:00:00 AM,0.25,12:29:32 PM,1762,803,8.81,22.63,77193,59.28,-0.081757757,1.55063E-05,0.68243373,,,,,,,,,,,,,,,
1/29/2019 18:29,6:29:33 PM,43494.77,6:00:00 AM,0.25,12:29:33 PM,2264,797,10.01,22.62,77201,59.15,0.05599752,1.53063E-05,0.67363173,-0.01926827,-0.000437816,-1.39455E-05,-13.9454512,,,,,,,,,,,
1/29/2019 18:29,6:29:33 PM,43494.77,6:00:00 AM,0.25,12:29:33 PM,2765,808,11.42,22.64,77196,58.96,0.217859972,0.000015673,0.68976873,-0.00313127,-7.11491E-05,-2.26656E-06,-2.266563333,,,,,,,,,,,
1/29/2019 18:29,6:29:34 PM,43494.77,6:00:00 AM,0.25,12:29:34 PM,3267,805,12.5,22.64,77198,58.8,0.341839722,0.000015573,0.68536773,-0.00753227,-0.000171149,-5.45208E-06,-5.452076855,,,,,,,,,,,
1/29/2019 18:29,6:29:34 PM,43494.77,6:00:00 AM,0.25,12:29:34 PM,3772,809,13.52,22.63,77200,58.52,0.458931708,1.57063E-05,0.69123573,-0.00166427,-3.78157E-05,-1.20458E-06,-1.204575264,,,,,,,,,,,
1/29/2019 18:29,6:29:35 PM,43494.77,6:00:00 AM,0.25,12:29:35 PM,4271,807,14.19,22.63,77205,58.3,0.535845071,1.56397E-05,0.68830173,-0.00459827,-0.000104482,-3.32795E-06,-3.327947737,,,,,,,,,,,
1/29/2019 18:29,6:29:35 PM,43494.77,6:00:00 AM,0.25,12:29:35 PM,4772,813,15.01,22.62,77207,58.03,0.629977844,1.58397E-05,0.69710373,0.00420373,9.55176E-05,3.04222E-06,3.042222048,,,,,,,,,,,
1/29/2019 18:29,6:29:36 PM,43494.77,6:00:00 AM,0.25,12:29:36 PM,5274,802,15.63,22.63,77212,57.75,0.701151405,0.000015473,0.68096673,-0.01193327,-0.000271149,-8.63579E-06,-8.635790961,,,,,,,,,,,
1/29/2019 18:29,6:29:36 PM,43494.77,6:00:00 AM,0.25,12:29:36 PM,5776,807,15.98,22.64,77208,57.51,0.741330027,1.56397E-05,0.68830173,-0.00459827,-0.000104482,-3.32793E-06,-3.327930936,,,,,,,,,,,
1/29/2019 18:29,6:29:37 PM,43494.77,6:00:00 AM,0.25,12:29:37 PM,6278,806,16.51,22.63,77212,57.23,0.802171942,1.56063E-05,0.68683473,-0.00606527,-0.000137816,-4.38928E-06,-4.389275014,,,,,,,,,,,
1/29/2019 18:29,6:29:37 PM,43494.77,6:00:00 AM,0.25,12:29:37 PM,6780,801,17,22.64,77215,56.98,0.858422013,1.54397E-05,0.67949973,-0.01340027,-0.000304482,-9.69737E-06,-9.697371025,,,,,,,,,,,
1/29/2019 18:29,6:29:38 PM,43494.77,6:00:00 AM,0.25,12:29:38 PM,7282,802,17.04,22.63,77212,56.71,0.863013856,0.000015473,0.68096673,-0.01193327,-0.000271149,-8.63579E-06,-8.635790961,,,,,,,,,,,
1/29/2019 18:29,6:29:38 PM,43494.77,6:00:00 AM,0.25,12:29:38 PM,7784,813,17.47,22.63,77216,56.46,0.912376164,1.58397E-05,0.69710373,0.00420373,9.55176E-05,3.04197E-06,3.041970304,,,,,,,,,,,
1/29/2019 18:29,6:29:39 PM,43494.77,6:00:00 AM,0.25,12:29:39 PM,8286,804,17.85,22.63,77216,56.21,0.955998668,1.55397E-05,0.68390073,-0.00899927,-0.000204482,-6.5122E-06,-6.51219562,,,,,,,,,,,
1/29/2019 18:29,6:29:39 PM,43494.77,6:00:00 AM,0.25,12:29:39 PM,8787,798,17.96,22.63,77219,55.99,0.968626235,1.53397E-05,0.67509873,-0.01780127,-0.000404482,-1.28811E-05,-12.88113911,,,,,,,,,,,
1/29/2019 18:29,6:29:40 PM,43494.77,6:00:00 AM,0.25,12:29:40 PM,9288,802,18,22.63,77220,55.8,0.973218078,0.000015473,0.68096673,-0.01193327,-0.000271149,-8.6349E-06,-8.634896292,,,,,,,,,,,
1/29/2019 18:29,6:29:40 PM,43494.77,6:00:00 AM,0.25,12:29:40 PM,9789,807,18.03,22.63,77220,55.58,0.97666196,1.56397E-05,0.68830173,-0.00459827,-0.000104482,-3.3273E-06,-3.327301282,,,,,,,,,,,
1/29/2019 18:29,6:29:41 PM,43494.77,6:00:00 AM,0.25,12:29:41 PM,10262,803,18.12,22.64,77225,55.39,0.986993606,1.55063E-05,0.68243373,-0.01046627,-0.000237816,-7.57314E-06,-7.573142976,,,,,,,,,,,
1/29/2019 18:29,6:29:41 PM,43494.77,6:00:00 AM,0.25,12:29:41 PM,10762,800,18.32,22.63,77226,55.22,1.009952819,1.54063E-05,0.67803273,-0.01486727,-0.000337816,-1.07571E-05,-10.75709847,,,,,,,,,,,
1/29/2019 18:29,6:29:42 PM,43494.77,6:00:00 AM,0.25,12:29:42 PM,11262,802,18.46,22.63,77218,55.09,1.026024268,0.000015473,0.68096673,-0.01193327,-0.000271149,-8.63512E-06,-8.635119942,,,,,,,,,,,
1/29/2019 18:29,6:29:42 PM,43494.77,6:00:00 AM,0.25,12:29:42 PM,11762,800,18.55,22.63,77216,54.89,1.036355914,1.54063E-05,0.67803273,-0.01486727,-0.000337816,-1.07585E-05,-10.75849159,,,,,,,,,,,
1/29/2019 18:29,6:29:43 PM,43494.77,6:00:00 AM,0.25,12:29:43 PM,12262,800,18.56,22.64,77220,54.75,1.037503874,1.54063E-05,0.67803273,-0.01486727,-0.000337816,-1.07583E-05,-10.75829801,,,,,,,,,,,
1/29/2019 18:29,6:29:43 PM,43494.77,6:00:00 AM,0.25,12:29:43 PM,12762,802,18.41,22.64,77225,54.62,1.020284465,0.000015473,0.68096673,-0.01193327,-0.000271149,-8.63463E-06,-8.634629136,,,,,,,,,,,
1/29/2019 18:29,6:29:44 PM,43494.77,6:00:00 AM,0.25,12:29:44 PM,13262,802,18.36,22.63,77225,54.48,1.014544661,0.000015473,0.68096673,-0.01193327,-0.000271149,-8.63434E-06,-8.634337218,,,,,,,,,,,
1/29/2019 18:29,6:29:44 PM,43494.77,6:00:00 AM,0.25,12:29:44 PM,13762,798,18.4,22.63,77223,54.34,1.019136504,1.53397E-05,0.67509873,-0.01780127,-0.000404482,-1.28805E-05,-12.88047189,,,,,,,,,,,
1/29/2019 18:29,6:29:45 PM,43494.77,6:00:00 AM,0.25,12:29:45 PM,14262,803,18.37,22.63,77228,54.23,1.015692622,1.55063E-05,0.68243373,-0.01046627,-0.000237816,-7.57259E-06,-7.572592769,,,,,,,,,,,
1/29/2019 18:29,6:29:45 PM,43494.77,6:00:00 AM,0.25,12:29:45 PM,14763,799,18.35,22.64,77218,54.12,1.013396701,0.000015373,0.67656573,-0.01633427,-0.000371149,-1.18202E-05,-11.82015904,,,,,,,,,,,
1/29/2019 18:29,6:29:46 PM,43494.77,6:00:00 AM,0.25,12:29:46 PM,15262,813,18.22,22.64,77228,54.01,0.998473212,1.58397E-05,0.69710373,0.00420373,9.55176E-05,3.0416E-06,3.04160046,,,,,,,,,,,
1/29/2019 18:29,6:29:46 PM,43494.77,6:00:00 AM,0.25,12:29:46 PM,15763,802,18.2,22.64,77224,53.91,0.996177291,0.000015473,0.68096673,-0.01193327,-0.000271149,-8.63474E-06,-8.634740949,,,,,,,,,,,
1/29/2019 18:29,6:29:47 PM,43494.77,6:00:00 AM,0.25,12:29:47 PM,16265,810,18.06,22.63,77223,53.79,0.980105842,1.57397E-05,0.69270273,-0.00019727,-4.48239E-06,-1.42739E-07,-0.142738731,,,,,,,,,,,
1/29/2019 18:29,6:29:47 PM,43494.77,6:00:00 AM,0.25,12:29:47 PM,16766,800,17.97,22.64,77224,53.72,0.969774196,1.54063E-05,0.67803273,-0.01486727,-0.000337816,-1.07577E-05,-10.75774076,,,,,,,,,,,
1/29/2019 18:29,6:29:48 PM,43494.77,6:00:00 AM,0.25,12:29:48 PM,17268,807,18,22.64,77221,53.65,0.973218078,1.56397E-05,0.68830173,-0.00459827,-0.000104482,-3.32737E-06,-3.327370685,,,,,,,,,,,
1/29/2019 18:29,6:29:48 PM,43494.77,6:00:00 AM,0.25,12:29:48 PM,17770,803,17.93,22.64,77218,53.55,0.965182354,1.55063E-05,0.68243373,-0.01046627,-0.000237816,-7.57383E-06,-7.5738295,,,,,,,,,,,
1/29/2019 18:29,6:29:49 PM,43494.77,6:00:00 AM,0.25,12:29:49 PM,18272,802,17.8,22.64,77218,53.46,0.950258865,0.000015473,0.68096673,-0.01193327,-0.000271149,-8.63541E-06,-8.635411886,,,,,,,,,,,
1/29/2019 18:29,6:29:49 PM,43494.77,6:00:00 AM,0.25,12:29:49 PM,18774,799,17.74,22.64,77214,53.38,0.943371101,0.000015373,0.67656573,-0.01633427,-0.000371149,-1.18208E-05,-11.82077138,,,,,,,,,,,
1/29/2019 18:29,6:29:50 PM,43494.77,6:00:00 AM,0.25,12:29:50 PM,19275,807,17.72,22.63,77210,53.3,0.94107518,1.56397E-05,0.68830173,-0.00459827,-0.000104482,-3.32773E-06,-3.327732224,,,,,,,,,,,
1/29/2019 18:29,6:29:50 PM,43494.77,6:00:00 AM,0.25,12:29:50 PM,19777,807,17.68,22.63,77216,53.22,0.936483337,1.56397E-05,0.68830173,-0.00459827,-0.000104482,-3.32747E-06,-3.327473646,,,,,,,,,,,
1/29/2019 18:29,6:29:51 PM,43494.77,6:00:00 AM,0.25,12:29:51 PM,20279,802,17.61,22.63,77216,53.14,0.928447613,0.000015473,0.68096673,-0.01193327,-0.000271149,-8.63534E-06,-8.635343604,,,,,,,,,,,
1/29/2019 18:29,6:29:51 PM,43494.77,6:00:00 AM,0.25,12:29:51 PM,20781,809,17.32,22.63,77203,53.05,0.895156754,1.57063E-05,0.69123573,-0.00166427,-3.78157E-05,-1.20453E-06,-1.204528456,,,,,,,,,,,
1/29/2019 18:29,6:29:52 PM,43494.77,6:00:00 AM,0.25,12:29:52 PM,21282,819,17.05,22.64,77211,53,0.864161817,1.60397E-05,0.70590573,0.01300573,0.000295518,9.41234E-06,9.412341924,,,,,,,,,,,
1/29/2019 18:29,6:29:52 PM,43494.77,6:00:00 AM,0.25,12:29:52 PM,21784,813,16.8,22.64,77211,52.94,0.8354628,1.58397E-05,0.69710373,0.00420373,9.55176E-05,3.04227E-06,3.042270147,,,,,,,,,,,
1/29/2019 18:29,6:29:53 PM,43494.77,6:00:00 AM,0.25,12:29:53 PM,22288,819,16.32,22.63,77203,52.86,0.780360689,1.60397E-05,0.70590573,0.01300573,0.000295518,9.413E-06,9.412999015,,,,,,,,,,,
1/29/2019 18:29,6:29:53 PM,43494.77,6:00:00 AM,0.25,12:29:53 PM,22815,809,16.01,22.64,77197,52.81,0.744773909,1.57063E-05,0.69123573,-0.00166427,-3.78157E-05,-1.20466E-06,-1.204662802,,,,,,,,,,,
1/29/2019 18:29,6:29:54 PM,43494.77,6:00:00 AM,0.25,12:29:54 PM,23289,807,15.95,22.63,77172,52.72,0.737886145,1.56397E-05,0.68830173,-0.00459827,-0.000104482,-3.32937E-06,-3.329370821,,,,,,,,,,,
1/29/2019 18:29,6:29:54 PM,43494.77,6:00:00 AM,0.25,12:29:54 PM,23791,819,15.89,22.64,77161,52.64,0.730998381,1.60397E-05,0.70590573,0.01300573,0.000295518,9.41844E-06,9.418441082,,,,,,,,,,,
1/29/2019 18:29,6:29:55 PM,43494.77,6:00:00 AM,0.25,12:29:55 PM,24293,800,15.73,22.64,77160,52.56,0.712631011,1.54063E-05,0.67803273,-0.01486727,-0.000337816,-1.07667E-05,-10.76666372,,,,,,,,,,,
1/29/2019 18:29,6:29:55 PM,43494.77,6:00:00 AM,0.25,12:29:55 PM,24795,809,15.52,22.64,77148,52.45,0.688523837,1.57063E-05,0.69123573,-0.00166427,-3.78157E-05,-1.20543E-06,-1.205427935,,,,,,,,,,,
1/29/2019 18:29,6:29:56 PM,43494.77,6:00:00 AM,0.25,12:29:56 PM,25296,804,15.16,22.64,77140,52.4,0.647197254,1.55397E-05,0.68390073,-0.00899927,-0.000204482,-6.51883E-06,-6.518831964,,,,,,,,,,,
1/29/2019 18:29,6:29:56 PM,43494.77,6:00:00 AM,0.25,12:29:56 PM,25799,805,15.03,22.63,77132,52.31,0.632273766,0.000015573,0.68536773,-0.00753227,-0.000171149,-5.45656E-06,-5.456557586,,,,,,,,,,,
1/29/2019 18:29,6:29:57 PM,43494.77,6:00:00 AM,0.25,12:29:57 PM,26301,803,14.55,22.63,77135,52.23,0.577171655,1.55063E-05,0.68243373,-0.01046627,-0.000237816,-7.58172E-06,-7.58172288,,,,,,,,,,,
1/29/2019 18:29,6:29:57 PM,43494.77,6:00:00 AM,0.25,12:29:57 PM,26803,802,14.01,22.64,77120,52.14,0.51518178,0.000015473,0.68096673,-0.01193327,-0.000271149,-8.64639E-06,-8.646385309,,,,,,,,,,,
1/29/2019 18:29,6:29:58 PM,43494.77,6:00:00 AM,0.25,12:29:58 PM,27304,780,13.92,22.64,77118,52.04,0.504850134,1.47397E-05,0.64869273,-0.04420727,-0.001004482,-3.20317E-05,-32.03170655,,,,,,,,,,,
1/29/2019 18:29,6:29:58 PM,43494.77,6:00:00 AM,0.25,12:29:58 PM,27806,802,13.38,22.64,77107,51.95,0.442860259,0.000015473,0.68096673,-0.01193327,-0.000271149,-8.64784E-06,-8.647843063,,,,,,,,,,,
1/29/2019 18:29,6:29:59 PM,43494.77,6:00:00 AM,0.25,12:29:59 PM,28308,806,13.07,22.64,77118,51.87,0.407273479,1.56063E-05,0.68683473,-0.00606527,-0.000137816,-4.39477E-06,-4.394773728,,,,,,,,,,,
1/29/2019 18:29,6:29:59 PM,43494.77,6:00:00 AM,0.25,12:29:59 PM,28810,801,12.96,22.64,77108,51.76,0.394645912,1.54397E-05,0.67949973,-0.01340027,-0.000304482,-9.71083E-06,-9.710827718,,,,,,,,,,,
1/29/2019 18:30,6:30:00 PM,43494.77,6:00:00 AM,0.25,12:30:00 PM,29312,801,12.75,22.64,77109,51.68,0.370538738,1.54397E-05,0.67949973,-0.01340027,-0.000304482,-9.7107E-06,-9.710701782,,,,,,,,,,,
1/29/2019 18:30,6:30:00 PM,43494.77,6:00:00 AM,0.25,12:30:00 PM,29813,791,12.38,22.63,77089,51.57,0.328064194,1.51063E-05,0.66482973,-0.02807027,-0.000637816,-2.03461E-05,-20.34612153,,,,,,,,,,,
1/29/2019 18:30,6:30:01 PM,43494.77,6:00:00 AM,0.25,12:30:01 PM,30315,817,12.07,22.64,77083,51.43,0.292477414,0.000015973,0.70297173,0.01007173,0.000228851,7.30109E-06,7.301088372,,,,,,,,,,,
1/29/2019 18:30,6:30:01 PM,43494.77,6:00:00 AM,0.25,12:30:01 PM,30817,799,11.99,22.64,77079,51.32,0.283293729,0.000015373,0.67656573,-0.01633427,-0.000371149,-1.18415E-05,-11.84147486,,,,,,,,,,,
1/29/2019 18:30,6:30:02 PM,43494.77,6:00:00 AM,0.25,12:30:02 PM,31319,798,11.93,22.64,77063,51.24,0.276405965,1.53397E-05,0.67509873,-0.01780127,-0.000404482,-1.29077E-05,-12.90765101,,,,,,,,,,,
1/29/2019 18:30,6:30:02 PM,43494.77,6:00:00 AM,0.25,12:30:02 PM,31820,799,11.79,22.64,77061,51.12,0.260334516,0.000015373,0.67656573,-0.01633427,-0.000371149,-1.18442E-05,-11.84424081,,,,,,,,,,,
1/29/2019 18:30,6:30:03 PM,43494.77,6:00:00 AM,0.25,12:30:03 PM,32322,805,11.57,22.64,77052,50.98,0.235079381,0.000015573,0.68536773,-0.00753227,-0.000171149,-5.46241E-06,-5.462407582,,,,,,,,,,,
1/29/2019 18:30,6:30:03 PM,43494.77,6:00:00 AM,0.25,12:30:03 PM,32824,794,11.49,22.64,77067,50.85,0.225895696,1.52063E-05,0.66923073,-0.02366927,-0.000537816,-1.71616E-05,-17.16163059,,,,,,,,,,,
1/29/2019 18:30,6:30:04 PM,43494.77,6:00:00 AM,0.25,12:30:04 PM,33326,808,11.34,22.64,77049,50.74,0.208676287,0.000015673,0.68976873,-0.00313127,-7.11491E-05,-2.27089E-06,-2.270887656,,,,,,,,,,,
1/29/2019 18:30,6:30:04 PM,43494.77,6:00:00 AM,0.25,12:30:04 PM,33827,807,11.32,22.64,77046,50.6,0.206380365,1.56397E-05,0.68830173,-0.00459827,-0.000104482,-3.33493E-06,-3.334928376,,,,,,,,,,,
1/29/2019 18:30,6:30:05 PM,43494.77,6:00:00 AM,0.25,12:30:05 PM,34329,800,11.18,22.64,77052,50.5,0.190308916,1.54063E-05,0.67803273,-0.01486727,-0.000337816,-1.07818E-05,-10.78175482,,,,,,,,,,,
1/29/2019 18:30,6:30:05 PM,43494.77,6:00:00 AM,0.25,12:30:05 PM,34831,794,11.29,22.64,77056,50.4,0.202936483,1.52063E-05,0.66923073,-0.02366927,-0.000537816,-1.71641E-05,-17.16408047,,,,,,,,,,,
1/29/2019 18:30,6:30:06 PM,43494.77,6:00:00 AM,0.25,12:30:06 PM,35333,799,11.07,22.64,77056,50.3,0.177681349,0.000015373,0.67656573,-0.01633427,-0.000371149,-1.1845E-05,-11.84500936,,,,,,,,,,,
1/29/2019 18:30,6:30:06 PM,43494.77,6:00:00 AM,0.25,12:30:06 PM,35834,789,11.12,22.64,77049,50.16,0.183421152,1.50397E-05,0.66189573,-0.03100427,-0.000704482,-2.24852E-05,-22.4851942,,,,,,,,,,,
1/29/2019 18:30,6:30:07 PM,43494.77,6:00:00 AM,0.25,12:30:07 PM,36336,787,11.03,22.64,77039,50.09,0.173089506,0.000014973,0.65896173,-0.03393827,-0.000771149,-2.46162E-05,-24.61621082,,,,,,,,,,,
1/29/2019 18:30,6:30:07 PM,43494.77,6:00:00 AM,0.25,12:30:07 PM,36833,797,11.05,22.64,77037,49.99,0.175385428,1.53063E-05,0.67363173,-0.01926827,-0.000437816,-1.39761E-05,-13.97608394,,,,,,,,,,,
1/29/2019 18:30,6:30:08 PM,43494.77,6:00:00 AM,0.25,12:30:08 PM,37338,801,11,22.64,77028,49.89,0.169645625,1.54397E-05,0.67949973,-0.01340027,-0.000304482,-9.72091E-06,-9.720913222,,,,,,,,,,,
1/29/2019 18:30,6:30:08 PM,43494.77,6:00:00 AM,0.25,12:30:08 PM,37836,799,11.03,22.64,77024,49.85,0.173089506,0.000015373,0.67656573,-0.01633427,-0.000371149,-1.18499E-05,-11.84993042,,,,,,,,,,,
1/29/2019 18:30,6:30:09 PM,43494.77,6:00:00 AM,0.25,12:30:09 PM,38338,810,11.03,22.64,77027,49.79,0.173089506,1.57397E-05,0.69270273,-0.00019727,-4.48239E-06,-1.43107E-07,-0.143106777,,,,,,,,,,,
1/29/2019 18:30,6:30:09 PM,43494.77,6:00:00 AM,0.25,12:30:09 PM,38834,804,10.96,22.64,77008,49.72,0.165053782,1.55397E-05,0.68390073,-0.00899927,-0.000204482,-6.53001E-06,-6.530005943,,,,,,,,,,,
1/29/2019 18:30,6:30:10 PM,43494.77,6:00:00 AM,0.25,12:30:10 PM,39335,821,10.99,22.64,77009,49.61,0.168497664,1.61063E-05,0.70883973,0.01593973,0.000362184,1.1566E-05,11.56595813,,,,,,,,,,,
1/29/2019 18:30,6:30:10 PM,43494.77,6:00:00 AM,0.25,12:30:10 PM,39837,799,10.99,22.64,77006,49.55,0.168497664,0.000015373,0.67656573,-0.01633427,-0.000371149,-1.18527E-05,-11.85270032,,,,,,,,,,,
1/29/2019 18:30,6:30:11 PM,43494.77,6:00:00 AM,0.25,12:30:11 PM,40337,798,10.96,22.64,76990,49.48,0.165053782,1.53397E-05,0.67509873,-0.01780127,-0.000404482,-1.29199E-05,-12.91988972,,,,,,,,,,,
1/29/2019 18:30,6:30:11 PM,43494.77,6:00:00 AM,0.25,12:30:11 PM,40839,810,10.91,22.64,76991,49.41,0.159313979,1.57397E-05,0.69270273,-0.00019727,-4.48239E-06,-1.43174E-07,-0.143173692,,,,,,,,,,,
1/29/2019 18:30,6:30:12 PM,43494.77,6:00:00 AM,0.25,12:30:12 PM,41340,797,10.89,22.64,76989,49.31,0.157018057,1.53063E-05,0.67363173,-0.01926827,-0.000437816,-1.39848E-05,-13.98479755,,,,,,,,,,,
1/29/2019 18:30,6:30:12 PM,43494.77,6:00:00 AM,0.25,12:30:12 PM,41842,796,10.93,22.64,76990,49.24,0.1616099,0.000015273,0.67216473,-0.02073527,-0.000471149,-1.50493E-05,-15.04934208,,,,,,,,,,,
1/29/2019 18:30,6:30:13 PM,43494.77,6:00:00 AM,0.25,12:30:13 PM,42344,815,10.87,22.64,76996,49.17,0.154722136,1.59063E-05,0.70003773,0.00713773,0.000162184,5.18005E-06,5.18005166,,,,,,,,,,,
1/29/2019 18:30,6:30:13 PM,43494.77,6:00:00 AM,0.25,12:30:13 PM,42846,792,10.96,22.63,76981,49.1,0.165053782,1.51397E-05,0.66629673,-0.02660327,-0.000604482,-1.93099E-05,-19.30985133,,,,,,,,,,,
1/29/2019 18:30,6:30:14 PM,43494.77,6:00:00 AM,0.25,12:30:14 PM,43347,789,10.9,22.66,76981,49.03,0.158166018,1.50397E-05,0.66189573,-0.03100427,-0.000704482,-2.25066E-05,-22.50657784,,,,,,,,,,,
1/29/2019 18:30,6:30:14 PM,43494.77,6:00:00 AM,0.25,12:30:14 PM,43849,808,10.89,22.64,76993,49,0.157018057,0.000015673,0.68976873,-0.00313127,-7.11491E-05,-2.27254E-06,-2.272539361,,,,,,,,,,,
1/29/2019 18:30,6:30:15 PM,43494.77,6:00:00 AM,0.25,12:30:15 PM,44351,810,10.9,22.64,76997,48.93,0.158166018,1.57397E-05,0.69270273,-0.00019727,-4.48239E-06,-1.43163E-07,-0.143162535,,,,,,,,,,,
1/29/2019 18:30,6:30:15 PM,43494.77,6:00:00 AM,0.25,12:30:15 PM,44853,795,10.91,22.64,77000,48.86,0.159313979,1.52397E-05,0.67069773,-0.02220227,-0.000504482,-1.6112E-05,-16.11197553,,,,,,,,,,,
1/29/2019 18:30,6:30:16 PM,43494.77,6:00:00 AM,0.25,12:30:16 PM,45355,798,10.94,22.64,77005,48.79,0.162757861,1.53397E-05,0.67509873,-0.01780127,-0.000404482,-1.29174E-05,-12.91737302,,,,,,,,,,,
1/29/2019 18:30,6:30:16 PM,43494.77,6:00:00 AM,0.25,12:30:16 PM,45856,810,10.95,22.66,76996,48.76,0.163905821,1.57397E-05,0.69270273,-0.00019727,-4.48239E-06,-1.43174E-07,-0.143174074,,,,,,,,,,,
1/29/2019 18:30,6:30:17 PM,43494.77,6:00:00 AM,0.25,12:30:17 PM,46358,809,10.93,22.64,77005,48.7,0.1616099,1.57063E-05,0.69123573,-0.00166427,-3.78157E-05,-1.20767E-06,-1.207666442,,,,,,,,,,,
1/29/2019 18:30,6:30:17 PM,43494.77,6:00:00 AM,0.25,12:30:17 PM,46863,816,10.92,22.66,77008,48.66,0.160461939,1.59397E-05,0.70150473,0.00860473,0.000195518,6.24414E-06,6.244143946,,,,,,,,,,,
1/29/2019 18:30,6:30:18 PM,43494.77,6:00:00 AM,0.25,12:30:18 PM,47362,814,10.96,22.66,77010,48.59,0.165053782,0.000015873,0.69857073,0.00567073,0.000128851,4.11494E-06,4.114938506,,,,,,,,,,,
1/29/2019 18:30,6:30:18 PM,43494.77,6:00:00 AM,0.25,12:30:18 PM,47863,807,10.96,22.64,76997,48.56,0.165053782,1.56397E-05,0.68830173,-0.00459827,-0.000104482,-3.33705E-06,-3.337050686,,,,,,,,,,,
1/29/2019 18:30,6:30:19 PM,43494.77,6:00:00 AM,0.25,12:30:19 PM,48302,797,11.01,22.64,76986,48.52,0.170793585,1.53063E-05,0.67363173,-0.01926827,-0.000437816,-1.39853E-05,-13.98534251,,,,,,,,,,,
1/29/2019 18:30,6:30:19 PM,43494.77,6:00:00 AM,0.25,12:30:19 PM,48803,807,11.01,22.66,77004,48.49,0.170793585,1.56397E-05,0.68830173,-0.00459827,-0.000104482,-3.33697E-06,-3.33697295,,,,,,,,,,,
1/29/2019 18:30,6:30:20 PM,43494.77,6:00:00 AM,0.25,12:30:20 PM,49305,815,11.01,22.66,77015,48.45,0.170793585,1.59063E-05,0.70003773,0.00713773,0.000162184,5.17912E-06,5.17912388,,,,,,,,,,,
1/29/2019 18:30,6:30:20 PM,43494.77,6:00:00 AM,0.25,12:30:20 PM,49807,808,10.98,22.64,77017,48.42,0.167349703,0.000015673,0.68976873,-0.00313127,-7.11491E-05,-2.27183E-06,-2.271831193,,,,,,,,,,,
1/29/2019 18:30,6:30:21 PM,43494.77,6:00:00 AM,0.25,12:30:21 PM,50309,791,11.07,22.66,77029,48.42,0.177681349,1.51063E-05,0.66482973,-0.02807027,-0.000637816,-2.0364E-05,-20.36403493,,,,,,,,,,,
1/29/2019 18:30,6:30:21 PM,43494.77,6:00:00 AM,0.25,12:30:21 PM,50810,789,11.1,22.66,77026,48.38,0.181125231,1.50397E-05,0.66189573,-0.03100427,-0.000704482,-2.24934E-05,-22.49342909,,,,,,,,,,,
1/29/2019 18:30,6:30:22 PM,43494.77,6:00:00 AM,0.25,12:30:22 PM,51312,795,11.09,22.64,77036,48.35,0.17997727,1.52397E-05,0.67069773,-0.02220227,-0.000504482,-1.61044E-05,-16.10444618,,,,,,,,,,,
1/29/2019 18:30,6:30:22 PM,43494.77,6:00:00 AM,0.25,12:30:22 PM,51814,805,11.09,22.64,77044,48.31,0.17997727,0.000015573,0.68536773,-0.00753227,-0.000171149,-5.46297E-06,-5.462974781,,,,,,,,,,,
1/29/2019 18:30,6:30:23 PM,43494.77,6:00:00 AM,0.25,12:30:23 PM,52316,813,11.06,22.66,77045,48.28,0.176533388,1.58397E-05,0.69710373,0.00420373,9.55176E-05,3.04903E-06,3.049031124,,,,,,,,,,,
1/29/2019 18:30,6:30:23 PM,43494.77,6:00:00 AM,0.25,12:30:23 PM,52817,800,11.07,22.66,77047,48.24,0.177681349,1.54063E-05,0.67803273,-0.01486727,-0.000337816,-1.07832E-05,-10.78318357,,,,,,,,,,,
1/29/2019 18:30,6:30:24 PM,43494.77,6:00:00 AM,0.25,12:30:24 PM,53319,822,10.99,22.66,77063,48.21,0.168497664,1.61397E-05,0.71030673,0.01740673,0.000395518,1.26224E-05,12.62242457,,,,,,,,,,,
1/29/2019 18:30,6:30:24 PM,43494.77,6:00:00 AM,0.25,12:30:24 PM,53821,808,11.01,22.66,77066,48.18,0.170793585,0.000015673,0.68976873,-0.00313127,-7.11491E-05,-2.27054E-06,-2.270540234,,,,,,,,,,,
1/29/2019 18:30,6:30:25 PM,43494.77,6:00:00 AM,0.25,12:30:25 PM,54323,805,10.98,22.66,77073,48.12,0.167349703,0.000015573,0.68536773,-0.00753227,-0.000171149,-5.46129E-06,-5.461288489,,,,,,,,,,,
1/29/2019 18:30,6:30:25 PM,43494.77,6:00:00 AM,0.25,12:30:25 PM,54824,806,10.95,22.66,77076,48.08,0.163905821,1.56063E-05,0.68683473,-0.00606527,-0.000137816,-4.39747E-06,-4.397465831,,,,,,,,,,,
