
<scaninformation>
	date=23.07.2008
	starttime=20:46:01
	compass=40.0
	tilt=0.0
	lat=13.396152
	long=-88.304610
	alt=382.978
	volcano=san_miguel
	site=piedra_azul
	observatory=snet
	serial=D2J2170
	spectrometer=S2000
	channel=0
	coneangle=90.0
	interlacesteps=1
	startchannel=0
	spectrumlength=2048
	flux=0.00
	battery=12.65
	temperature=33.40
	mode=plume
	instrumenttype=gothenburg
	version=2.1
	softwareversion=1.30
	compiledate=Apr 28 2008
</scaninformation>

<fluxinfo>
	flux=0.0000
	windspeed=10.0000
	winddirection=0.0000
	plumeheight=1000.00
	windspeedsource=user
	winddirectionsource=user
	plumeheightsource=user
	compasssource=user
</fluxinfo>
#scanangle	starttime	stoptime	name	specsaturation	fitsaturation	counts_ms	delta	chisquare	exposuretime	numspec	column(SO2)	columnerror(SO2)	shift(SO2)	shifterror(SO2)	squeeze(SO2)	squeezeerror(SO2)	isgoodpoint	offset	flag
<spectraldata>
0	20:46:01	20:46:04	sky	0.71	0.28	218.55	0.00e+000	0.00e+000	175	15	0.0	0.0	0.0	0.0	0.0	0.0	1	5115	0
180	20:46:27	20:46:30	dark	0.10	0.09	4.19	0.00e+000	0.00e+000	175	15	0.0	0.0	0.0	0.0	0.0	0.0	1	5111	0
-90	20:46:42	20:46:46	scan	0.96	0.24	309.39	4.09e-002	8.51e-003	175	15	0.00	0.00	0.00	0.00	1.00	0.00	1	5114	0
-86	20:46:47	20:46:51	scan	1.00	0.27	321.76	5.24e-002	8.86e-003	175	15	0.00	0.00	0.00	0.00	1.00	0.00	1	5117	0
-82	20:46:52	20:46:56	scan	1.00	0.30	321.75	5.15e-002	8.36e-003	175	15	0.00	0.00	0.00	0.00	1.00	0.00	1	5118	0
-79	20:46:58	20:47:01	scan	1.00	0.32	321.76	4.96e-002	7.66e-003	175	15	0.00	0.00	0.00	0.00	1.00	0.00	1	5116	0
-75	20:47:03	20:47:06	scan	1.00	0.33	321.78	5.10e-002	7.99e-003	175	15	0.00	0.00	0.00	0.00	1.00	0.00	1	5113	0
-72	20:47:08	20:47:12	scan	1.00	0.38	321.77	5.19e-002	7.95e-003	175	15	0.00	0.00	0.00	0.00	1.00	0.00	1	5116	0
-68	20:47:13	20:47:17	scan	1.00	0.39	321.79	4.67e-002	8.97e-003	175	15	0.00	0.00	0.00	0.00	1.00	0.00	1	5112	0
-64	20:47:18	20:47:22	scan	1.00	0.42	321.77	4.33e-002	6.71e-003	175	15	0.00	0.00	0.00	0.00	1.00	0.00	1	5116	0
-61	20:47:23	20:47:27	scan	1.00	0.51	321.79	4.15e-002	7.32e-003	175	15	-0.00	0.00	0.00	0.00	1.00	0.00	1	5113	0
-57	20:47:28	20:47:32	scan	1.00	0.50	321.77	4.09e-002	6.89e-003	175	15	-0.00	0.00	0.00	0.00	1.00	0.00	1	5115	0
-54	20:47:33	20:47:37	scan	1.00	0.56	321.75	4.93e-002	8.67e-003	175	15	-0.00	0.00	0.00	0.00	1.00	0.00	1	5118	0
-50	20:47:38	20:47:42	scan	1.00	0.49	321.80	3.99e-002	6.24e-003	175	15	-0.00	0.00	0.00	0.00	1.00	0.00	1	5111	0
-46	20:47:43	20:47:47	scan	1.00	0.47	321.77	3.71e-002	6.98e-003	175	15	-0.00	0.00	0.00	0.00	1.00	0.00	1	5114	0
-43	20:47:49	20:47:52	scan	1.00	0.48	321.78	4.28e-002	8.88e-003	175	15	0.00	0.00	0.00	0.00	1.00	0.00	1	5114	0
-39	20:47:54	20:47:57	scan	1.00	0.48	321.80	4.59e-002	9.80e-003	175	15	0.00	0.00	0.00	0.00	1.00	0.00	1	5110	0
-36	20:47:59	20:48:02	scan	1.00	0.47	321.79	4.53e-002	1.06e-002	175	15	-0.00	0.00	0.00	0.00	1.00	0.00	1	5111	0
-32	20:48:04	20:48:07	scan	1.00	0.45	321.77	4.27e-002	1.05e-002	175	15	-0.00	0.00	0.00	0.00	1.00	0.00	1	5115	0
-28	20:48:09	20:48:12	scan	1.00	0.42	321.75	5.91e-002	1.01e-002	175	15	0.00	0.00	0.00	0.00	1.00	0.00	1	5118	0
-25	20:48:14	20:48:17	scan	1.00	0.38	321.78	3.95e-002	6.24e-003	175	15	0.00	0.00	0.00	0.00	1.00	0.00	1	5113	0
-21	20:48:19	20:48:22	scan	1.00	0.35	321.79	5.06e-002	7.36e-003	175	15	0.00	0.00	0.00	0.00	1.00	0.00	1	5111	0
-18	20:48:24	20:48:28	scan	0.94	0.33	301.10	3.70e-002	6.38e-003	175	15	0.00	0.00	0.00	0.00	1.00	0.00	1	5108	0
-14	20:48:30	20:48:33	scan	0.87	0.32	277.15	4.77e-002	7.26e-003	175	15	0.00	0.00	0.00	0.00	1.00	0.00	1	5116	0
-10	20:48:35	20:48:38	scan	0.82	0.31	256.99	3.92e-002	6.46e-003	175	15	0.00	0.00	0.00	0.00	1.00	0.00	1	5112	0
-7	20:48:40	20:48:44	scan	0.77	0.30	241.17	3.70e-002	6.30e-003	175	15	0.00	0.00	0.00	0.00	1.00	0.00	1	5110	0
-3	20:48:45	20:48:49	scan	0.73	0.29	226.75	4.65e-002	6.90e-003	175	15	0.00	0.00	0.00	0.00	1.00	0.00	1	5111	0
0	20:48:50	20:48:54	scan	0.70	0.28	215.30	4.19e-002	6.70e-003	175	15	0.00	0.00	0.00	0.00	1.00	0.00	1	5112	0
3	20:48:56	20:48:59	scan	0.67	0.27	204.96	4.42e-002	7.16e-003	175	15	0.00	0.00	0.00	0.00	1.00	0.00	1	5112	0
7	20:49:01	20:49:04	scan	0.64	0.27	196.43	4.75e-002	7.87e-003	175	15	0.00	0.00	0.00	0.00	1.00	0.00	1	5112	0
10	20:49:06	20:49:10	scan	0.62	0.26	188.68	4.54e-002	9.62e-003	175	15	0.00	0.00	0.00	0.00	1.00	0.00	1	5113	0
14	20:49:11	20:49:15	scan	0.60	0.26	182.26	4.45e-002	7.04e-003	175	15	0.00	0.00	0.00	0.00	1.00	0.00	1	5109	0
18	20:49:16	20:49:20	scan	0.59	0.25	177.34	5.39e-002	7.86e-003	175	15	-0.00	0.00	0.00	0.00	1.00	0.00	1	5107	0
21	20:49:22	20:49:25	scan	0.58	0.25	173.23	5.42e-002	9.65e-003	175	15	0.00	0.00	0.00	0.00	1.00	0.00	1	5110	0
25	20:49:27	20:49:30	scan	0.57	0.25	170.11	4.58e-002	8.34e-003	175	15	0.00	0.00	0.00	0.00	1.00	0.00	1	5108	0
28	20:49:32	20:49:36	scan	0.56	0.24	168.70	4.88e-002	9.46e-003	175	15	0.00	0.00	0.00	0.00	1.00	0.00	1	5108	0
32	20:49:37	20:49:41	scan	0.56	0.24	168.75	6.66e-002	1.14e-002	175	15	0.00	0.00	0.00	0.00	1.00	0.00	1	5099	0
36	20:49:42	20:49:46	scan	0.56	0.24	168.98	5.36e-002	1.05e-002	175	15	0.00	0.00	0.00	0.00	1.00	0.00	1	5109	0
39	20:49:48	20:49:51	scan	0.57	0.24	170.88	5.28e-002	1.07e-002	175	15	0.00	0.00	0.00	0.00	1.00	0.00	1	5109	0
43	20:49:53	20:49:56	scan	0.58	0.25	174.96	6.07e-002	1.11e-002	175	15	0.00	0.00	0.00	0.00	1.00	0.00	1	5106	0
46	20:49:58	20:50:01	scan	0.60	0.25	180.45	5.64e-002	1.05e-002	175	15	0.00	0.00	0.00	0.00	1.00	0.00	1	5105	0
50	20:50:03	20:50:07	scan	0.62	0.25	187.18	4.41e-002	8.93e-003	175	15	0.00	0.00	0.00	0.00	1.00	0.00	1	5108	0
54	20:50:08	20:50:12	scan	0.64	0.26	196.49	5.81e-002	1.02e-002	175	15	0.00	0.00	0.00	0.00	1.00	0.00	1	5110	0
57	20:50:14	20:50:17	scan	0.68	0.26	208.01	5.23e-002	1.03e-002	175	15	0.00	0.00	0.00	0.00	1.00	0.00	1	5106	0
