
<scaninformation>
	date=16.04.2006
	starttime=08:00:47
	compass=40.0
	tilt=0.0
	lat=0.000000
	long=0.000000
	alt=0.000
	volcano=san_miguel
	site=piedra_azul
	observatory=snet
	serial=D2J2170
	spectrometer=S2000
	channel=0
	coneangle=90.0
	interlacesteps=1
	startchannel=0
	spectrumlength=2048
	flux=0.00
	battery=13.87
	temperature=29.00
	mode=plume
	instrumenttype=gothenburg
	version=2.1
	softwareversion=1.30
	compiledate=Apr 28 2008
</scaninformation>

<fluxinfo>
	flux=0.0000
	windspeed=10.0000
	winddirection=0.0000
	plumeheight=1000.00
	windspeedsource=user
	winddirectionsource=user
	plumeheightsource=user
	compasssource=user
</fluxinfo>
#scanangle	starttime	stoptime	name	specsaturation	fitsaturation	counts_ms	delta	chisquare	exposuretime	numspec	column(SO2)	columnerror(SO2)	shift(SO2)	shifterror(SO2)	squeeze(SO2)	squeezeerror(SO2)	isgoodpoint	offset	flag
<spectraldata>
0	08:00:47	08:01:03	sky	0.14	0.13	3.23	0.00e+000	0.00e+000	1000	15	0.0	0.0	0.0	0.0	0.0	0.0	1	5453	0
180	08:01:25	08:01:41	dark	0.14	0.13	3.26	0.00e+000	0.00e+000	1000	15	0.0	0.0	0.0	0.0	0.0	0.0	1	5448	0
-90	08:01:53	08:02:08	scan	0.14	0.13	3.29	9.04e+000	1.40e+002	1000	15	-463.04	902.25	0.00	0.00	1.00	0.00	0	5452	0
-86	08:02:10	08:02:26	scan	0.14	0.13	3.27	7.53e+000	1.54e+002	1000	15	-684.17	945.31	0.00	0.00	1.00	0.00	0	5456	0
-82	08:02:27	08:02:43	scan	0.14	0.13	3.26	6.41e+000	1.39e+002	1000	15	-1623.35	899.80	0.00	0.00	1.00	0.00	0	5453	0
-79	08:02:45	08:03:01	scan	0.14	0.13	3.24	8.64e+000	2.13e+002	1000	15	-1245.03	1113.10	0.00	0.00	1.00	0.00	0	5454	0
-75	08:03:02	08:03:18	scan	0.14	0.13	3.24	8.50e+000	2.05e+002	1000	15	658.08	1092.62	0.00	0.00	1.00	0.00	0	5450	0
-72	08:03:20	08:03:35	scan	0.14	0.13	3.22	8.93e+000	2.05e+002	1000	15	-2089.20	1092.58	0.00	0.00	1.00	0.00	0	5457	0
-68	08:03:37	08:03:53	scan	0.14	0.13	3.24	1.14e+001	2.51e+002	1000	15	720.08	1206.78	0.00	0.00	1.00	0.00	0	5453	0
-64	08:03:54	08:04:10	scan	0.14	0.13	3.22	1.01e+001	2.25e+002	1000	15	-112.90	1143.96	0.00	0.00	1.00	0.00	0	5452	0
-61	08:04:12	08:04:28	scan	0.14	0.13	3.28	1.15e+001	2.76e+002	1000	15	-667.13	1265.85	0.00	0.00	1.00	0.00	0	5450	0
-57	08:04:29	08:04:45	scan	0.14	0.13	3.26	9.28e+000	2.08e+002	1000	15	896.02	1099.22	0.00	0.00	1.00	0.00	0	5451	0
-54	08:04:47	08:05:02	scan	0.14	0.13	3.27	9.37e+000	2.23e+002	1000	15	-757.87	1139.04	0.00	0.00	1.00	0.00	0	5451	0
-50	08:05:04	08:05:20	scan	0.14	0.13	3.26	1.06e+001	2.33e+002	1000	15	-1019.04	1163.71	0.00	0.00	1.00	0.00	0	5453	0
-46	08:05:21	08:05:37	scan	0.14	0.13	3.29	9.23e+000	2.02e+002	1000	15	449.56	1083.17	0.00	0.00	1.00	0.00	0	5450	0
-43	08:05:39	08:05:55	scan	0.14	0.13	3.23	1.03e+001	2.45e+002	1000	15	-1525.62	1193.36	0.00	0.00	1.00	0.00	0	5452	0
-39	08:05:56	08:06:12	scan	0.14	0.13	3.25	8.44e+000	2.87e+002	1000	15	1068.95	1292.49	0.00	0.00	1.00	0.00	0	5451	0
-36	08:06:14	08:06:29	scan	0.14	0.13	3.27	9.62e+000	2.29e+002	1000	15	223.95	1153.61	0.00	0.00	1.00	0.00	0	5452	0
-32	08:06:31	08:06:47	scan	0.14	0.13	3.22	7.49e+000	1.71e+002	1000	15	-165.34	996.65	0.00	0.00	1.00	0.00	0	5450	0
-28	08:06:48	08:07:04	scan	0.14	0.13	3.26	9.71e+000	2.28e+002	1000	15	-805.52	1152.13	0.00	0.00	1.00	0.00	0	5454	0
-25	08:07:06	08:07:22	scan	0.14	0.13	3.24	9.02e+000	2.32e+002	1000	15	2527.35	1160.34	0.00	0.00	1.00	0.00	0	5451	0
-21	08:07:23	08:07:39	scan	0.14	0.13	3.23	9.01e+000	2.21e+002	1000	15	312.80	1134.16	0.00	0.00	1.00	0.00	0	5456	0
-18	08:07:41	08:07:56	scan	0.14	0.13	3.22	7.81e+000	2.03e+002	1000	15	-462.44	1087.24	0.00	0.00	1.00	0.00	0	5452	0
-14	08:07:58	08:08:14	scan	0.14	0.13	3.26	6.74e+000	1.82e+002	1000	15	-3226.21	1027.80	0.00	0.00	1.00	0.00	0	5445	0
-10	08:08:15	08:08:31	scan	0.14	0.13	3.29	8.31e+000	1.96e+002	1000	15	299.99	1066.42	0.00	0.00	1.00	0.00	0	5448	0
-7	08:08:33	08:08:49	scan	0.14	0.13	3.21	9.56e+000	2.41e+002	1000	15	-697.77	1184.43	0.00	0.00	1.00	0.00	0	5451	0
-3	08:08:50	08:09:06	scan	0.14	0.13	3.28	8.52e+000	2.07e+002	1000	15	-654.38	1097.09	0.00	0.00	1.00	0.00	0	5452	0
0	08:09:08	08:09:23	scan	0.14	0.13	3.27	9.92e+000	2.38e+002	1000	15	-1634.04	1175.46	0.00	0.00	1.00	0.00	0	5450	0
3	08:09:25	08:09:41	scan	0.14	0.13	3.26	8.92e+000	2.01e+002	1000	15	852.30	1079.69	0.00	0.00	1.00	0.00	0	5457	0
7	08:09:42	08:09:58	scan	0.14	0.13	3.22	6.67e+000	1.92e+002	1000	15	36.99	1056.46	0.00	0.00	1.00	0.00	0	5452	0
10	08:10:00	08:10:16	scan	0.14	0.13	3.24	9.77e+000	2.40e+002	1000	15	-2147.19	1181.09	0.00	0.00	1.00	0.00	0	5445	0
14	08:10:17	08:10:33	scan	0.14	0.13	3.28	9.06e+000	2.31e+002	1000	15	-1223.79	1159.51	0.00	0.00	1.00	0.00	0	5453	0
18	08:10:35	08:10:50	scan	0.14	0.13	3.28	9.94e+000	2.45e+002	1000	15	856.43	1193.40	0.00	0.00	1.00	0.00	0	5452	0
21	08:10:52	08:11:08	scan	0.14	0.13	3.25	7.77e+000	1.50e+002	1000	15	-586.59	934.14	0.00	0.00	1.00	0.00	0	5447	0
25	08:11:09	08:11:25	scan	0.14	0.13	3.27	9.68e+000	1.98e+002	1000	15	1057.33	1072.18	0.00	0.00	1.00	0.00	0	5453	0
28	08:11:27	08:11:43	scan	0.14	0.13	3.26	7.19e+000	1.47e+002	1000	15	-152.28	923.16	0.00	0.00	1.00	0.00	0	5446	0
32	08:11:44	08:12:00	scan	0.14	0.13	3.25	1.25e+001	3.69e+002	1000	15	-765.50	1463.82	0.00	0.00	1.00	0.00	0	5457	0
36	08:12:02	08:12:17	scan	0.14	0.13	3.25	9.86e+000	2.82e+002	1000	15	-137.21	1279.75	0.00	0.00	1.00	0.00	0	5448	0
39	08:12:19	08:12:35	scan	0.14	0.13	3.24	1.42e+001	2.96e+002	1000	15	-799.23	1311.06	0.00	0.00	1.00	0.00	0	5454	0
43	08:12:36	08:12:52	scan	0.14	0.13	3.27	7.00e+000	1.36e+002	1000	15	-763.39	890.28	0.00	0.00	1.00	0.00	0	5454	0
46	08:12:54	08:13:10	scan	0.14	0.13	3.27	7.86e+000	2.54e+002	1000	15	-308.55	1215.53	0.00	0.00	1.00	0.00	0	5450	0
