
<scaninformation>
	date=16.04.2006
	starttime=06:50:31
	compass=40.0
	tilt=0.0
	lat=0.000000
	long=0.000000
	alt=0.000
	volcano=san_miguel
	site=piedra_azul
	observatory=snet
	serial=D2J2170
	spectrometer=S2000
	channel=0
	coneangle=90.0
	interlacesteps=1
	startchannel=0
	spectrumlength=2048
	flux=0.00
	battery=13.59
	temperature=29.00
	mode=plume
	instrumenttype=gothenburg
	version=2.1
	softwareversion=1.30
	compiledate=Apr 28 2008
</scaninformation>

<fluxinfo>
	flux=0.0000
	windspeed=10.0000
	winddirection=0.0000
	plumeheight=1000.00
	windspeedsource=user
	winddirectionsource=user
	plumeheightsource=user
	compasssource=user
</fluxinfo>
#scanangle	starttime	stoptime	name	specsaturation	fitsaturation	counts_ms	delta	chisquare	exposuretime	numspec	column(SO2)	columnerror(SO2)	shift(SO2)	shifterror(SO2)	squeeze(SO2)	squeezeerror(SO2)	isgoodpoint	offset	flag
<spectraldata>
0	06:50:31	06:50:47	sky	0.14	0.13	3.23	0.00e+000	0.00e+000	1000	15	0.0	0.0	0.0	0.0	0.0	0.0	1	5456	0
180	06:51:09	06:51:25	dark	0.14	0.13	3.24	0.00e+000	0.00e+000	1000	15	0.0	0.0	0.0	0.0	0.0	0.0	1	5450	0
-90	06:51:37	06:51:52	scan	0.14	0.13	3.24	8.45e+000	2.02e+002	1000	15	827.91	1084.14	0.00	0.00	1.00	0.00	0	5456	0
-86	06:51:54	06:52:10	scan	0.14	0.13	3.23	9.37e+000	2.22e+002	1000	15	826.48	1135.21	0.00	0.00	1.00	0.00	0	5455	0
-82	06:52:11	06:52:27	scan	0.14	0.13	3.27	1.07e+001	2.43e+002	1000	15	-1665.11	1188.75	0.00	0.00	1.00	0.00	0	5450	0
-79	06:52:29	06:52:45	scan	0.14	0.13	3.29	1.14e+001	2.21e+002	1000	15	1384.94	1134.38	0.00	0.00	1.00	0.00	0	5447	0
-75	06:52:46	06:53:02	scan	0.14	0.13	3.23	7.50e+000	2.38e+002	1000	15	924.94	1176.45	0.00	0.00	1.00	0.00	0	5456	0
-72	06:53:04	06:53:19	scan	0.14	0.13	3.26	7.19e+000	1.90e+002	1000	15	1341.85	1049.69	0.00	0.00	1.00	0.00	0	5452	0
-68	06:53:21	06:53:37	scan	0.14	0.13	3.25	6.98e+000	1.81e+002	1000	15	882.29	1025.53	0.00	0.00	1.00	0.00	0	5457	0
-64	06:53:38	06:53:54	scan	0.14	0.13	3.26	7.49e+000	2.30e+002	1000	15	-1353.11	1156.99	0.00	0.00	1.00	0.00	0	5457	0
-61	06:53:56	06:54:12	scan	0.14	0.13	3.21	6.66e+000	1.81e+002	1000	15	-1166.12	1026.25	0.00	0.00	1.00	0.00	0	5454	0
-57	06:54:13	06:54:29	scan	0.14	0.13	3.23	8.01e+000	2.17e+002	1000	15	824.03	1122.32	0.00	0.00	1.00	0.00	0	5454	0
-54	06:54:31	06:54:46	scan	0.14	0.13	3.24	9.47e+000	1.74e+002	1000	15	1300.66	1004.93	0.00	0.00	1.00	0.00	0	5455	0
-50	06:54:48	06:55:04	scan	0.14	0.13	3.24	9.46e+000	2.46e+002	1000	15	1460.52	1196.19	0.00	0.00	1.00	0.00	0	5450	0
-46	06:55:05	06:55:21	scan	0.14	0.13	3.26	9.09e+000	2.74e+002	1000	15	1798.19	1260.81	0.00	0.00	1.00	0.00	0	5450	0
-43	06:55:23	06:55:39	scan	0.14	0.13	3.24	1.14e+001	2.70e+002	1000	15	1518.78	1251.62	0.00	0.00	1.00	0.00	0	5453	0
-39	06:55:40	06:55:56	scan	0.14	0.13	3.26	8.17e+000	2.89e+002	1000	15	986.10	1297.06	0.00	0.00	1.00	0.00	0	5455	0
-36	06:55:58	06:56:13	scan	0.14	0.13	3.26	1.16e+001	2.08e+002	1000	15	1923.61	1099.81	0.00	0.00	1.00	0.00	0	5446	0
-32	06:56:15	06:56:31	scan	0.14	0.13	3.27	6.58e+000	1.66e+002	1000	15	874.63	981.29	0.00	0.00	1.00	0.00	0	5453	0
-28	06:56:32	06:56:48	scan	0.14	0.13	3.24	7.36e+000	1.74e+002	1000	15	1443.56	1004.23	0.00	0.00	1.00	0.00	0	5450	0
-25	06:56:50	06:57:06	scan	0.14	0.13	3.26	6.18e+000	1.59e+002	1000	15	1306.22	960.54	0.00	0.00	1.00	0.00	0	5452	0
-21	06:57:07	06:57:23	scan	0.14	0.13	3.23	7.51e+000	1.57e+002	1000	15	885.83	956.64	0.00	0.00	1.00	0.00	0	5453	0
